"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev"
1216,5140,1216,0,22.6000003814697,17.7000007629395,12,1,4967,4649,2,18,2.64,15.36,20.9223847019123,8,0.37,7.63,4967,4649,"46494967",2011,31,1,3,FALSE,"46494967",0.693474016666088,0.153970515877577,0.0445052399365516
1217,5142,1217,0,24.6000003814697,18.5,12,1,4049,5676,3,22,3.61,18.39,24.7182466130358,13,1.76,11.24,4049,4753,"47534049",2011,31,1,4,TRUE,"56764049",0.838705694880594,0.146106485145357,0.115638267272199
1217,5144,1217,0,24.2000007629395,18.8999996185303,12,1,4049,5623,3,22,3.61,18.39,24.7182466130358,13,1.76,11.24,4049,4753,"47534049",2011,31,1,4,TRUE,"56234049",-0.488678084542467,0.146106485145357,0.115638267272199
1217,5143,1217,0,20.6000003814697,17.3999996185303,12,1,4049,4753,3,22,3.61,18.39,24.7182466130358,13,1.76,11.24,4049,4753,"47534049",2011,31,1,4,TRUE,"47534049",-0.61098454607689,0.146106485145357,0.115638267272199
1218,5146,1218,0,23.2999992370605,17.7999992370605,12,1,5017,4706,3,19,0.620000000000001,18.38,24.7267198783733,10.5,-0.359999999999999,10.86,5017,4706,"47065017",2011,32,1,3,FALSE,"47065017",1.16163014862127,0.0310507597039024,-0.046096550526388
1218,5147,1218,0,21.5,18.2999992370605,12,1,5017,4706,3,19,0.620000000000001,18.38,24.7267198783733,10.5,-0.359999999999999,10.86,5017,4706,"47065017",2011,32,1,3,FALSE,"47065017",-1.79760039508435,0.0310507597039024,-0.046096550526388
1218,5148,1218,0,23.7999992370605,19.2000007629395,12,1,5017,4706,3,19,0.620000000000001,18.38,24.7267198783733,10.5,-0.359999999999999,10.86,5017,4706,"47065017",2011,32,1,3,FALSE,"47065017",-1.58422104767849,0.0310507597039024,-0.046096550526388
1220,5157,1220,0,11.8000001907349,13.6000003814697,12,1,4972,5044,2,21,5.77,15.23,23.4712643678161,13.5,4.72,8.78,4972,4673,"46734972",2011,33,1,4,FALSE,"50444972",-0.60082857515522,0.314466957782226,0.432222665930226
1220,5156,1220,0,15.6999998092651,15.3999996185303,12,1,4972,4060,2,21,5.77,15.23,23.4712643678161,13.5,4.72,8.78,4972,4673,"46734972",2011,33,1,4,FALSE,"40604972",-0.874059891700996,0.314466957782226,0.432222665930226
1221,5159,1221,0,22.5,17.7000007629395,12,1,4905,4109,3,15,-1.26,16.26,23.7209302325581,9,-0.73,9.73,4905,4109,"41094905",2011,33,1,4,FALSE,"41094905",0.593473635196387,-0.0781550711287361,-0.07403278135704
1221,5160,1221,0,17.6000003814697,15.8999996185303,12,1,4905,4109,3,15,-1.26,16.26,23.7209302325581,9,-0.73,9.73,4905,4109,"41094905",2011,33,1,4,FALSE,"41094905",-0.133290626141519,-0.0781550711287361,-0.07403278135704
1221,5161,1221,0,22.3999996185303,16.8999996185303,12,1,4905,4722,3,15,-1.26,16.26,23.7209302325581,9,-0.73,9.73,4905,4109,"41094905",2011,33,1,4,FALSE,"47224905",2.34824599762883,-0.0781550711287361,-0.07403278135704
1223,5168,1223,0,25.8999996185303,17.3999996185303,12,1,4942,3496,3,14,1.76,12.24,22.6856736789385,6.5,-0.28,6.78,4942,3496,"34964942",2011,33,1,3,TRUE,"34964942",4.68901469098371,0.131206977571523,-0.0604718637056489
1223,5169,1223,0,22.7000007629395,16.7999992370605,12,1,4942,3496,3,14,1.76,12.24,22.6856736789385,6.5,-0.28,6.78,4942,3496,"34964942",2011,33,1,3,TRUE,"34964942",2.88009428779052,0.131206977571523,-0.0604718637056489
1223,5170,1223,0,25.2000007629395,17,12,1,4942,3496,3,14,1.76,12.24,22.6856736789385,6.5,-0.28,6.78,4942,3496,"34964942",2011,33,1,3,TRUE,"34964942",4.91639999628577,0.131206977571523,-0.0604718637056489
1224,5172,1224,0,24.7000007629395,18,12,1,4927,4906,2,17.5,1.43,16.07,19.5805917606136,11,2.645,8.355,4927,4906,"49064927",2011,33,1,2,FALSE,"49064927",2.09793738299552,0.0830262893079013,0.26195830455185
1224,5171,1224,0,27.1000003814697,18.2999992370605,12,1,4927,4906,2,17.5,1.43,16.07,19.5805917606136,11,2.645,8.355,4927,4906,"49064927",2011,33,1,2,FALSE,"49064927",3.80239998638535,0.0830262893079013,0.26195830455185
1225,5175,1225,0,21.2999992370605,16.2999992370605,11,1,4863,4852,2,11,-1.54,12.54,15.2542372881356,4,-0.48,4.48,4863,4852,"48524863",2011,34,1,4,FALSE,"48524863",2.63932406855665,-0.125674521129302,-0.101352494260288
1225,5176,1225,0,18.8999996185303,17.7000007629395,11,1,4864,4852,2,11,-1.54,12.54,15.2542372881356,4,-0.48,4.48,4863,4852,"48524863",2011,34,1,4,FALSE,"48524864",-3.00652674627331,-0.125674521129302,-0.101352494260288
1226,5179,1226,0,22.7999992370605,19.1000003814697,12,1,4872,4996,3,23.5,4.29,19.21,23.2859842094608,14.5,3.455,11.045,4872,4996,"49964872",2011,34,1,3,FALSE,"49964872",-2.352373901926,0.181734465539466,0.265340597538311
1226,5181,1226,0,20.1000003814697,17.8999996185303,12,1,4872,4996,3,23.5,4.29,19.21,23.2859842094608,14.5,3.455,11.045,4872,4996,"49964872",2011,34,1,3,FALSE,"49964872",-2.27021585272201,0.181734465539466,0.265340597538311
1226,5180,1226,0,23.7999992370605,18.8999996185303,12,1,4872,4996,3,23.5,4.29,19.21,23.2859842094608,14.5,3.455,11.045,4872,4996,"49964872",2011,34,1,3,FALSE,"49964872",-0.888679610421466,0.181734465539466,0.265340597538311
1227,5182,1227,0,18.3999996185303,18.5,12,1,5030,4768,4,25.5,1.95,23.55,35.1020251414526,20,2.845,17.155,5030,4768,"47685030",2011,34,1,4,FALSE,"47685030",-5.36129506805881,0.0182328081487919,0.0792718316406723
1227,5183,1227,0,22.2000007629395,17.7000007629395,12,1,5030,4768,4,25.5,1.95,23.55,35.1020251414526,20,2.845,17.155,5030,4768,"47685030",2011,34,1,4,FALSE,"47685030",0.293474398135886,0.0182328081487919,0.0792718316406723
1227,5185,1227,0,24.2999992370605,19.1000003814697,12,1,5030,4768,4,25.5,1.95,23.55,35.1020251414526,20,2.845,17.155,5030,4768,"47685030",2011,34,1,4,FALSE,"47685030",-0.852373901925998,0.0182328081487919,0.0792718316406723
1227,5184,1227,0,21.1000003814697,16.2999992370605,12,1,5030,4768,4,25.5,1.95,23.55,35.1020251414526,20,2.845,17.155,5030,4768,"47685030",2011,34,1,4,FALSE,"47685030",2.43932521296585,0.0182328081487919,0.0792718316406723
1230,5195,1230,0,22.1000003814697,17,12,1,4110,4722,4,28,2.79,25.21,33.217875656763,22,2.045,19.955,4110,4722,"47224110",2011,33,1,4,TRUE,"47224110",1.81639961481597,0.110727775786686,0.0973529715099433
1230,5196,1230,0,20.8999996185303,17.3999996185303,12,1,4110,4722,4,28,2.79,25.21,33.217875656763,22,2.045,19.955,4110,4722,"47224110",2011,33,1,4,TRUE,"47224110",-0.310985309016293,0.110727775786686,0.0973529715099433
1230,5197,1230,0,22.7999992370605,16.8999996185303,12,1,4110,4722,4,28,2.79,25.21,33.217875656763,22,2.045,19.955,4110,4722,"47224110",2011,33,1,4,TRUE,"47224110",2.74824561615903,0.110727775786686,0.0973529715099433
1230,5198,1230,0,19.3999996185303,16.3999996185303,12,1,4110,4722,4,28,2.79,25.21,33.217875656763,22,2.045,19.955,4110,4722,"47224110",2011,33,1,4,TRUE,"47224110",0.507477304273957,0.110727775786686,0.0973529715099433
1232,5203,1232,0,26.2999992370605,18,12,1,4947,4914,2,17,0.649999999999999,16.35,20.1940976163451,9.5,1.655,7.845,4947,4914,"49144947",2011,35,1,2,FALSE,"49144947",3.69793585711652,0.0409158471718681,0.118131714897648
1232,5204,1232,0,28.2999992370605,17.7999992370605,12,1,4947,4914,2,17,0.649999999999999,16.35,20.1940976163451,9.5,1.655,7.845,4947,4914,"49144947",2011,35,1,2,FALSE,"49144947",6.16163014862127,0.0409158471718681,0.118131714897648
1235,5209,1235,0,22.2999992370605,16.2999992370605,12,1,4873,4960,4,31,-0.420000000000002,31.42,43.9931271477663,25,-0.34,25.34,4873,4960,"49604873",2011,36,1,4,FALSE,"49604873",3.63932406855665,-0.0454170498345576,-0.0517701826931897
1235,5210,1235,0,14.6000003814697,14.8999996185303,12,1,4873,4960,4,31,-0.420000000000002,31.42,43.9931271477663,25,-0.34,25.34,4873,4960,"49604873",2011,36,1,4,FALSE,"49604873",-0.814828012851271,-0.0454170498345576,-0.0517701826931897
1235,5211,1235,0,20.7000007629395,17.7000007629395,12,1,4873,4960,4,31,-0.420000000000002,31.42,43.9931271477663,25,-0.34,25.34,4873,4960,"49604873",2011,36,1,4,FALSE,"49604873",-1.20652560186411,-0.0454170498345576,-0.0517701826931897
1235,5212,1235,0,22.2000007629395,15.8999996185303,12,1,4873,4960,4,31,-0.420000000000002,31.42,43.9931271477663,25,-0.34,25.34,4873,4960,"49604873",2011,36,1,4,FALSE,"49604873",4.46670975532828,-0.0454170498345576,-0.0517701826931897
1238,5220,1238,0,11.6999998092651,15.8999996185303,12,1,5005,4060,4,26.5,-3.84,30.34,36.0503915560096,19,-3,22,5005,4060,"40605005",2011,37,1,4,TRUE,"40605005",-6.03329119834612,-0.156117185058246,-0.129845782764907
1238,5221,1238,0,22.7000007629395,17.7000007629395,12,1,5005,4682,4,26.5,-3.84,30.34,36.0503915560096,19,-3,22,5005,4060,"40605005",2011,37,1,4,TRUE,"46825005",0.793474398135886,-0.156117185058246,-0.129845782764907
1238,5222,1238,0,23.6000003814697,17.8999996185303,12,1,5005,4682,4,26.5,-3.84,30.34,36.0503915560096,19,-3,22,5005,4060,"40605005",2011,37,1,4,TRUE,"46825005",1.22978414727799,-0.156117185058246,-0.129845782764907
1238,5223,1238,0,20.7000007629395,17.2000007629395,12,1,5005,4060,4,26.5,-3.84,30.34,36.0503915560096,19,-3,22,5005,4060,"40605005",2011,37,1,4,TRUE,"40605005",-0.0472942952189891,-0.156117185058246,-0.129845782764907
1241,5234,1241,0,27.1000003814697,17.7000007629395,13,1,4830,3496,1,20,2.14,17.86,18.2704019488429,7,-0.16,7.16,4830,4070,"40704830",2011,34,1,2,FALSE,"34964830",5.19347401666609,0.110250500952018,-0.0211089632102352
1242,5238,1242,0,23.6000003814697,18.8999996185303,12,1,5046,5047,2,6,-1.18,7.18,12.7508854781582,4,1.9,2.1,5046,5047,"50475046",2011,36,1,2,FALSE,"50475046",-1.08867846601226,-0.166817370257989,0.548565951748838
1242,5239,1242,0,24.3999996185303,18.6000003814697,12,1,5046,5047,2,6,-1.18,7.18,12.7508854781582,4,1.9,2.1,5046,5047,"50475046",2011,36,1,2,FALSE,"50475046",0.406857786188924,-0.166817370257989,0.548565951748838
1243,5242,1243,0,23.2999992370605,15.3999996185303,12,1,4989,4900,2,10.5,0.219999999999999,10.28,21.3072082379863,6,0.595,5.405,4989,4900,"49004989",2011,41,1,3,FALSE,"49004989",6.72593953609441,0.0192529191512124,0.0840436727830656
1243,5243,1243,0,19.7999992370605,16.1000003814697,12,1,4989,4900,2,10.5,0.219999999999999,10.28,21.3072082379863,6,0.595,5.405,4989,4900,"49004989",2011,41,1,3,FALSE,"49004989",1.60301393794475,0.0192529191512124,0.0840436727830656
1244,5244,1244,0,22.2000007629395,16.7999992370605,12,1,4864,5623,2,10.5,-0.949999999999999,11.45,20.7715411019187,5,-0.529999999999999,5.53,4864,5623,"56234864",2011,41,1,3,FALSE,"56234864",2.38009428779052,-0.107474037420119,-0.233470058976916
1244,5245,1244,0,21.8999996185303,18,12,1,4864,5623,2,10.5,-0.949999999999999,11.45,20.7715411019187,5,-0.529999999999999,5.53,4864,5623,"56234864",2011,41,1,3,FALSE,"56234864",-0.702063761413685,-0.107474037420119,-0.233470058976916
1244,5246,1244,0,9.80000019073486,14.8999996185303,12,1,4864,3359,2,10.5,-0.949999999999999,11.45,20.7715411019187,5,-0.529999999999999,5.53,4864,5623,"56234864",2011,41,1,3,FALSE,"33594864",-5.61482820358611,-0.107474037420119,-0.233470058976916
1246,5249,1245,1,23.7000007629395,18.2000007629395,12,1,4933,4973,2,23,1.14,21.86,26.2591725214676,10.5,-2.08,12.58,4974,5062,"50624974",2011,48,1,2,FALSE,"49734933",0.634243091490761,0.0460261585365744,-0.209579859826568
1246,5250,1245,1,20.2000007629395,16.7000007629395,13,1,4933,4973,2,23,1.14,21.86,26.2591725214676,10.5,-2.08,12.58,4974,5062,"50624974",2011,48,1,2,FALSE,"49734933",0.611937011426136,0.0460261585365744,-0.209579859826568
1248,5262,1249,1,19.2000007629395,18.3999996185303,12,1,NA,NA,1,33,5.16,27.84,31.685393258427,23,4.3,18.7,5053,5009,"50095053",2011,52,1,3,FALSE,"NANA",-4.32944677789734,0.167271204568486,0.202090142116378
1248,5263,1249,1,23.7000007629395,18,12,1,5066,4991,1,33,5.16,27.84,31.685393258427,23,4.3,18.7,5053,5009,"50095053",2011,52,1,3,FALSE,"49915066",1.09793738299552,0.167271204568486,0.202090142116378
1248,5264,1249,1,19.1000003814697,16.7999992370605,12,1,4968,4991,1,33,5.16,27.84,31.685393258427,23,4.3,18.7,5053,5009,"50095053",2011,52,1,3,FALSE,"49914968",-0.719906093679276,0.167271204568486,0.202090142116378
1250,5269,1251,1,22.3999996185303,18.6000003814697,12,1,5067,4868,3,15.5,0.390000000000001,15.11,25.0549274753321,8,-0.285,8.285,3302,3359,"33593302",2011,53,10,3,TRUE,"48685067",-1.59314221381108,0.0246813810449658,-0.0357322406041522
1250,5270,1251,1,18,17,12,1,5067,4868,3,15.5,0.390000000000001,15.11,25.0549274753321,8,-0.285,8.285,3302,3359,"33593302",2011,53,10,3,TRUE,"48685067",-2.28360076665373,0.0246813810449658,-0.0357322406041522
1250,5268,1251,1,21.2000007629395,18.3999996185303,12,1,5067,4868,3,15.5,0.390000000000001,15.11,25.0549274753321,8,-0.285,8.285,3302,3359,"33593302",2011,53,10,3,TRUE,"48685067",-2.32944677789734,0.0246813810449658,-0.0357322406041522
1251,5266,1250,1,17.2999992370605,16.8999996185303,12,1,3302,3359,3,24.5,1.9,22.6,29.4122448979592,14.5,-0.194999999999999,14.695,5067,4868,"48685067",2011,53,1,5,FALSE,"33593302",-2.75175438384097,0.0568736172124638,-0.032213146308982
1251,5267,1250,1,23.2000007629395,18.1000003814697,12,1,3302,3359,3,24.5,1.9,22.6,29.4122448979592,14.5,-0.194999999999999,14.695,5067,4868,"48685067",2011,53,1,5,FALSE,"33593302",0.36609023724325,0.0568736172124638,-0.032213146308982
1251,5272,1251,0,21.5,17.7000007629395,12,1,5067,4868,3,24.5,1.9,22.6,29.4122448979592,14.5,-0.194999999999999,14.695,5067,4868,"48685067",2011,53,1,5,FALSE,"48685067",-0.406526364803613,0.0568736172124638,-0.032213146308982
1251,5271,1251,0,12.5,15.3999996185303,12,1,5067,4868,3,24.5,1.9,22.6,29.4122448979592,14.5,-0.194999999999999,14.695,5067,4868,"48685067",2011,53,1,5,FALSE,"48685067",-4.0740597009661,0.0568736172124638,-0.032213146308982
1252,5284,1254,1,23,19.3999996185303,12,1,4723,3684,2,21,4.97,16.03,26.634296362507,14.5,4.105,10.395,4979,4673,"46734979",2011,57,1,2,FALSE,"36844723",-2.84791015412709,0.264166202586877,0.31780953699968
1252,5285,1254,1,21.5,18.3999996185303,12,1,4723,3684,2,21,4.97,16.03,26.634296362507,14.5,4.105,10.395,4979,4673,"46734979",2011,57,1,2,FALSE,"36844723",-2.02944754083684,0.264166202586877,0.31780953699968
1254,5277,1252,1,24.2999992370605,17.6299991607666,12,1,4979,4673,3,7.5,0,7.5,14.5409606537703,3.5,0.45,3.05,4723,3684,"36844723",2011,57,1,3,FALSE,"46734979",2.55576896976517,0,0.126782635608338
1254,5278,1252,1,26.7999992370605,18.7999992370605,12,1,4979,4673,3,7.5,0,7.5,14.5409606537703,3.5,0.45,3.05,4723,3684,"36844723",2011,57,1,3,FALSE,"46734979",2.34316753533102,0,0.126782635608338
1254,5286,1254,0,21.7000007629395,18.7999992370605,12,1,4723,NA,3,7.5,0,7.5,14.5409606537703,3.5,0.45,3.05,4723,3684,"36844723",2011,57,1,3,FALSE,"NA4723",-2.75683093878998,0,0.126782635608338
1255,5289,1255,0,22.5,17.7000007629395,12,1,4037,4649,4,18.5,1.62,16.88,19.6390513473471,8,0.57,7.43,4037,4649,"46494037",2011,58,1,5,FALSE,"46494037",0.593473635196387,0.0853898237189384,0.077428059451161
1255,5296,1257,1,22.2999992370605,17.2999992370605,12,1,4862,4573,4,18.5,1.62,16.88,19.6390513473471,8,0.57,7.43,4037,4649,"46494037",2011,58,1,5,FALSE,"45734862",1.3208614552664,0.0853898237189384,0.077428059451161
1255,5297,1257,1,21.1000003814697,16.6000003814697,12,1,4862,4847,4,18.5,1.62,16.88,19.6390513473471,8,0.57,7.43,4037,4649,"46494037",2011,58,1,5,FALSE,"48474862",1.74378377570883,0.0853898237189384,0.077428059451161
1255,5295,1257,1,20.7000007629395,17.5,12,1,4862,5048,4,18.5,1.62,16.88,19.6390513473471,8,0.57,7.43,4037,4649,"46494037",2011,58,1,5,FALSE,"50484862",-0.742831310359359,0.0853898237189384,0.077428059451161
1256,5294,1256,0,24.8999996185303,19,12,1,4380,3450,3,21,-0.780000000000001,21.78,27.5095454617469,13,-0.790000000000001,13.79,4380,3684,"36844380",2011,58,3,3,TRUE,"34504380",-0.0205263747039342,-0.0153974884395903,0.00214833166960827
1256,5292,1256,0,25.2000007629395,19.1000003814697,12,1,4380,3684,3,21,-0.780000000000001,21.78,27.5095454617469,13,-0.790000000000001,13.79,4380,3684,"36844380",2011,58,3,3,TRUE,"36844380",0.047627623953,-0.0153974884395903,0.00214833166960827
1256,5293,1256,0,26.6000003814697,17.8999996185303,12,1,4380,4745,3,21,-0.780000000000001,21.78,27.5095454617469,13,-0.790000000000001,13.79,4380,3684,"36844380",2011,58,3,3,TRUE,"47454380",4.22978414727798,-0.0153974884395903,0.00214833166960827
1257,5288,1255,1,22,17.3999996185303,12,1,4037,4649,2,13.5,0.889999999999999,12.61,20.6913435174305,5,-1.39,6.39,4862,4847,"48474862",2011,58,1,4,FALSE,"46494037",0.789015072453409,0.0537906132406347,-0.218789409581284
1257,5290,1255,1,20.8999996185303,18,12,1,4037,4649,2,13.5,0.889999999999999,12.61,20.6913435174305,5,-1.39,6.39,4862,4847,"48474862",2011,58,1,4,FALSE,"46494037",-1.70206376141368,0.0537906132406347,-0.218789409581284
1260,5305,1259,1,21.6000003814697,16.2000007629395,12,1,5025,5044,1,17,4.62,12.38,13.751507840772,7,2.46,4.54,4854,4907,"49074854",2011,64,2,5,TRUE,"50445025",3.17116793660146,0.306525160253261,0.397496938458988
1260,5306,1259,1,13,NA,12,1,5025,5044,1,17,4.62,12.38,13.751507840772,7,2.46,4.54,4854,4907,"49074854",2011,64,2,5,TRUE,"50445025",NA,0.306525160253261,0.397496938458988
1261,5312,1261,0,24.1000003814697,19.1000003814697,12,1,4084,4757,3,17.5,0.370000000000001,17.13,19.4661265995988,8,0.165000000000001,7.835,4084,4757,"47574084",2011,64,5,3,TRUE,"47574084",-1.0523727575168,0.0221233277008096,0.030163803553071
1261,5313,1261,0,23.7999992370605,18,12,1,4084,4900,3,17.5,0.370000000000001,17.13,19.4661265995988,8,0.165000000000001,7.835,4084,4757,"47574084",2011,64,5,3,TRUE,"49004084",1.19793585711652,0.0221233277008096,0.030163803553071
1261,5314,1261,0,23.7000007629395,19,12,1,4084,4757,3,17.5,0.370000000000001,17.13,19.4661265995988,8,0.165000000000001,7.835,4084,4757,"47574084",2011,64,5,3,TRUE,"47574084",-1.22052523029473,0.0221233277008096,0.030163803553071
1263,5318,1263,0,24.1000003814697,18.1000003814697,12,1,4078,4071,4,23,0.219999999999999,22.78,28.3737024221453,13,-2.97,15.97,4078,4071,"40714078",2011,67,5,5,FALSE,"40714078",1.26608985577345,0.00940579828687617,-0.198850858745165
1263,5319,1263,0,26.2000007629395,19,12,1,4078,NA,4,23,0.219999999999999,22.78,28.3737024221453,13,-2.97,15.97,4078,4071,"40714078",2011,67,5,5,FALSE,"NA4078",1.27947476970527,0.00940579828687617,-0.198850858745165
1263,5320,1263,0,23.7999992370605,18.2000007629395,12,1,4078,4071,4,23,0.219999999999999,22.78,28.3737024221453,13,-2.97,15.97,4078,4071,"40714078",2011,67,5,5,FALSE,"40714078",0.734241565611762,0.00940579828687617,-0.198850858745165
1263,5322,1263,0,26.2999992370605,19.1000003814697,12,1,4078,4071,4,23,0.219999999999999,22.78,28.3737024221453,13,-2.97,15.97,4078,4071,"40714078",2011,67,5,5,FALSE,"40714078",1.147626098074,0.00940579828687617,-0.198850858745165
1264,5328,1264,0,26.7000007629395,19,12,1,4062,4895,3,22.5,3.24,19.26,26.2522184263468,12,1.81,10.19,4062,4895,"48954062",2011,70,2,3,FALSE,"48954062",1.77947476970527,0.151766974127667,0.0174188606077425
1264,5329,1264,0,27.5,18.8999996185303,12,1,4062,4895,3,22.5,3.24,19.26,26.2522184263468,12,1.81,10.19,4062,4895,"48954062",2011,70,2,3,FALSE,"48954062",2.81132115251803,0.151766974127667,0.0174188606077425
1264,5330,1264,0,21,18.7999992370605,12,1,4062,4895,3,22.5,3.24,19.26,26.2522184263468,12,1.81,10.19,4062,4895,"48954062",2011,70,2,3,FALSE,"48954062",-3.45683170172948,0.151766974127667,0.0174188606077425
1265,5331,1265,0,21.5,17.3999996185303,12,1,4863,4852,3,20.5,1.98,18.52,31.0188499164877,12,0.6,11.4,4863,4852,"48524863",2011,70,2,4,FALSE,"48524863",0.289015072453408,0.124515333286567,0.101061106824363
1265,5332,1265,0,21.2999992370605,17.3999996185303,12,1,4863,4852,3,20.5,1.98,18.52,31.0188499164877,12,0.6,11.4,4863,4852,"48524863",2011,70,2,4,FALSE,"48524863",0.0890143095139092,0.124515333286567,0.101061106824363
1265,5333,1265,0,18.3999996185303,17.2999992370605,12,1,4863,4852,3,20.5,1.98,18.52,31.0188499164877,12,0.6,11.4,4863,4852,"48524863",2011,70,2,4,FALSE,"48524863",-2.5791381632638,0.124515333286567,0.101061106824363
1266,5335,1266,0,22.7999992370605,16.3999996185303,12,1,4898,4616,3,17.5,-0.18,17.68,25.1807591131154,11,0.984999999999999,10.015,4898,4616,"46164898",2011,70,1,3,FALSE,"46164898",3.90747692280416,-0.00760149775982835,0.0784151980470898
1266,5336,1266,0,26.2000007629395,16.2000007629395,12,1,4898,4616,3,17.5,-0.18,17.68,25.1807591131154,11,0.984999999999999,10.015,4898,4616,"46164898",2011,70,1,3,FALSE,"46164898",7.77116831807126,-0.00760149775982835,0.0784151980470898
1266,5337,1266,0,26.7000007629395,17,12,1,4898,4616,3,17.5,-0.18,17.68,25.1807591131154,11,0.984999999999999,10.015,4898,4616,"46164898",2011,70,1,3,FALSE,"46164898",6.41639999628577,-0.00760149775982835,0.0784151980470898
1267,5343,1268,1,24,15.6999998092651,12,1,4759,3764,4,17.5,-1.09,18.59,25.3498895085763,9,-2.405,11.405,4858,4765,"47654858",2011,71,2,4,TRUE,"37644759",6.73040107283533,-0.109649429511579,-0.269523537083237
1267,5344,1268,1,19.7000007629395,15.5,12,1,4759,3764,4,17.5,-1.09,18.59,25.3498895085763,9,-2.405,11.405,4858,4765,"47654858",2011,71,2,4,TRUE,"37644759",2.89409391622114,-0.109649429511579,-0.269523537083237
1267,5404,1268,1,21.6000003814697,16.7000007629395,12,1,4759,3764,4,17.5,-1.09,18.59,25.3498895085763,9,-2.405,11.405,4858,4765,"47654858",2011,71,2,4,TRUE,"37644759",2.01193662995634,-0.109649429511579,-0.269523537083237
1267,5342,1268,1,25.7999992370605,18.1000003814697,12,1,4759,3764,4,17.5,-1.09,18.59,25.3498895085763,9,-2.405,11.405,4858,4765,"47654858",2011,71,2,4,TRUE,"37644759",2.96608871136425,-0.109649429511579,-0.269523537083237
1268,5339,1267,1,19.1000003814697,16.1000003814697,12,1,4858,4765,4,27,5.69,21.31,28.8792805257696,19.5,5.98,13.52,4759,3764,"37644759",2011,71,4,4,TRUE,"47654858",0.903015082353952,0.205150525571668,0.308011469340132
1268,5340,1267,1,24,17.2999992370605,12,1,4858,4765,4,27,5.69,21.31,28.8792805257696,19.5,5.98,13.52,4759,3764,"37644759",2011,71,4,4,TRUE,"47654858",3.0208622182059,0.205150525571668,0.308011469340132
1268,5341,1267,1,22.3999996185303,17.7000007629395,12,1,4858,4765,4,27,5.69,21.31,28.8792805257696,19.5,5.98,13.52,4759,3764,"37644759",2011,71,4,4,TRUE,"47654858",0.493473253726685,0.205150525571668,0.308011469340132
1268,5406,1267,1,14.6000003814697,15.1999998092651,12,1,4858,4765,4,27,5.69,21.31,28.8792805257696,19.5,5.98,13.52,4759,3764,"37644759",2011,71,4,4,TRUE,"47654858",-1.51036723904985,0.205150525571668,0.308011469340132
1270,5353,1271,1,22.2999992370605,17,12,1,4110,4722,5,15.5,0.870000000000001,14.63,21.1317115565157,7.5,0.845000000000001,6.655,4585,4735,"47354585",2011,72,2,5,TRUE,"47224110",2.01639847040677,0.0593589283509535,0.110167866112171
1270,5354,1271,1,25.6000003814697,19.1000003814697,12,1,4110,4768,5,15.5,0.870000000000001,14.63,21.1317115565157,7.5,0.845000000000001,6.655,4585,4735,"47354585",2011,72,2,5,TRUE,"47684110",0.447627242483202,0.0593589283509535,0.110167866112171
1270,5355,1271,1,23.7000007629395,18,12,1,4110,4722,5,15.5,0.870000000000001,14.63,21.1317115565157,7.5,0.845000000000001,6.655,4585,4735,"47354585",2011,72,2,5,TRUE,"47224110",1.09793738299552,0.0593589283509535,0.110167866112171
1270,5352,1271,1,25.3999996185303,18.6000003814697,12,1,4110,4395,5,15.5,0.870000000000001,14.63,21.1317115565157,7.5,0.845000000000001,6.655,4585,4735,"47354585",2011,72,2,5,TRUE,"43954110",1.40685778618892,0.0593589283509535,0.110167866112171
1270,5351,1271,1,26.5,19.1000003814697,12,1,4110,4722,5,15.5,0.870000000000001,14.63,21.1317115565157,7.5,0.845000000000001,6.655,4585,4735,"47354585",2011,72,2,5,TRUE,"47224110",1.3476268610135,0.0593589283509535,0.110167866112171
1271,5348,1270,1,16.2999992370605,14.8000001907349,12,1,4585,4735,5,32.5,0.399999999999999,32.1,42.4736337488016,28,1.19,26.81,4110,4722,"47224110",2011,72,2,5,TRUE,"47354585",1.11701577743358,0.0250540149687349,0.0713154035488357
1271,5349,1270,1,26,17.5,12,1,4585,4753,5,32.5,0.399999999999999,32.1,42.4736337488016,28,1.19,26.81,4110,4722,"47224110",2011,72,2,5,TRUE,"47534585",4.55716792670114,0.0250540149687349,0.0713154035488357
1271,5346,1270,1,20.1000003814697,16.5,12,1,4585,NA,5,32.5,0.399999999999999,32.1,42.4736337488016,28,1.19,26.81,4110,4722,"47224110",2011,72,2,5,TRUE,"NA4585",0.975630921461094,0.0250540149687349,0.0713154035488357
1271,5347,1270,1,24.7999992370605,18,12,1,4585,5044,5,32.5,0.399999999999999,32.1,42.4736337488016,28,1.19,26.81,4110,4722,"47224110",2011,72,2,5,TRUE,"50444585",2.19793585711652,0.0250540149687349,0.0713154035488357
1271,5350,1270,1,23.6000003814697,18,12,1,4585,4941,5,32.5,0.399999999999999,32.1,42.4736337488016,28,1.19,26.81,4110,4722,"47224110",2011,72,2,5,TRUE,"49414585",0.997937001525719,0.0250540149687349,0.0713154035488357
