sort	DVDRef	DVDdate	BroodRef	Filename	DVDInfoChickNb	DVDInfoAge	DVDtime	DVDInfoNotes	TapeLength	EffectTime	HatchingDate	ChickAge	Sunrise	RelTimeMins	LogRelTimeMins	Protocol
1593	3667	19.06.2013	1537	2013\VM0341.xlsx	2	10	28.04.2016 09:50	NA	90	86.80000305	09.06.2013	10	28.04.2016 04:57	293	2.481442629	Issie
1594	3669	20.06.2013	1551	2013\VM0343.xlsx	3	6	28.04.2016 08:59	NA	90	88.30000305	14.06.2013	6	28.04.2016 04:58	241	2.399673721	Issie
1595	3671	20.06.2013	1552	2013\VM0345.xlsx	4	6	28.04.2016 05:58	NA	90	87.90000153	14.06.2013	6	28.04.2016 04:58	60	1.84509804	Issie
1596	3674	21.06.2013	1556	2013\VM0348.xlsx	3	6	28.04.2016 06:12	NA	90	87.40000153	15.06.2013	6	28.04.2016 04:58	74	1.924279286	Issie
1597	3675	21.06.2013	1553	2013\VM0349.xlsx	2	6	28.04.2016 06:13	NA	90	84.80000305	15.06.2013	6	28.04.2016 04:58	75	1.929418926	Issie
1598	3683	23.06.2013	1557	2013\VM0357.xlsx	4	6	28.04.2016 06:31	NA	90	88.90000153	17.06.2013	6	28.04.2016 04:58	93	2.012837225	Issie
1599	3685	23.06.2013	1558	2013\VM0359.xlsx	3	6	28.04.2016 10:15	NA	90	80.69999695	17.06.2013	6	28.04.2016 04:58	317	2.514547753	Issie
1600	3686	23.06.2013	1559	2013\VM0360.xlsx	3	6	28.04.2016 10:12	NA	90	88.30000305	17.06.2013	6	28.04.2016 04:58	314	2.51054501	Issie
1601	3689	24.06.2013	1551	2013\VM0363.xlsx	3	10	28.04.2016 09:15	NA	90	87.30000305	14.06.2013	10	28.04.2016 04:59	256	2.424881637	Issie
1602	3690	24.06.2013	1560	2013\VM0364.xlsx	4	6	28.04.2016 09:16	NA	90	88.69999695	18.06.2013	6	28.04.2016 04:59	257	2.426511261	Issie
1603	3692	24.06.2013	1552	2013\VM0366.xlsx	4	10	28.04.2016 10:13	NA	4	3	14.06.2013	10	28.04.2016 04:59	314	2.51054501	Issie
1604	3693	25.06.2013	1561	2013\VM0367.xlsx	3	6	28.04.2016 08:59	NA	90	90	19.06.2013	6	28.04.2016 04:59	240	2.397940009	Issie
1605	3699	25.06.2013	1553	2013\VM0373.xlsx	2	10	28.04.2016 06:05	NA	90	86.5	15.06.2013	10	28.04.2016 04:59	66	1.880813592	Issie
1606	3700	25.06.2013	1556	2013\VM0374.xlsx	3	10	28.04.2016 11:53	NA	84	82.80000305	15.06.2013	10	28.04.2016 04:59	414	2.627365857	Issie
1607	3705	26.06.2013	1562	2013\VM0379.xlsx	4	6	28.04.2016 05:56	NA	90	87	20.06.2013	6	28.04.2016 04:59	57	1.826074803	Issie
1608	3709	27.06.2013	1557	2013\VM0382.xlsx	4	10	28.04.2016 06:09	NA	90	88	17.06.2013	10	28.04.2016 05:00	69	1.897627091	Issie
1609	3711	27.06.2013	1565	2013\VM0384.xlsx	1	6	28.04.2016 08:21	NA	90	90	21.06.2013	6	28.04.2016 05:00	201	2.324282455	Issie
1610	3712	27.06.2013	1558	2013\VM0385.xlsx	3	10	28.04.2016 10:29	NA	86	83.40000153	17.06.2013	10	28.04.2016 05:00	329	2.530199698	Issie
1611	3713	27.06.2013	1559	2013\VM0386.xlsx	3	10	28.04.2016 08:45	NA	90	75.40000153	17.06.2013	10	28.04.2016 05:00	225	2.371067862	Issie
1612	3714	27.06.2013	1563	2013\VM0387.xlsx	2	6	28.04.2016 08:01	NA	90	90	21.06.2013	6	28.04.2016 05:00	181	2.281033367	Issie
1613	3715	28.06.2013	1560	2013\VM0388.xlsx	3	10	28.04.2016 06:10	NA	90	85.80000305	18.06.2013	10	28.04.2016 05:00	70	1.903089987	Issie
1614	3719	28.06.2013	1564	2013\VM0392.xlsx	3	5	28.04.2016 09:12	NA	90	80.19999695	22.06.2013	6	28.04.2016 05:00	252	2.418301291	Issie
1615	3725	30.06.2013	1562	2013\VM0398.xlsx	3	10	28.04.2016 07:32	NA	90	87	20.06.2013	10	28.04.2016 05:02	150	2.204119983	Issie
1616	3726	30.06.2013	1566	2013\VM0399.xlsx	1	6	28.04.2016 07:34	NA	90	86.40000153	24.06.2013	6	28.04.2016 05:02	152	2.209515015	Issie
1617	3730	01.07.2013	1563	2013\VM0403.xlsx	1	10	28.04.2016 06:23	NA	90	85.90000153	21.06.2013	10	28.04.2016 05:02	81	1.959041392	Issie
1618	3738	02.07.2013	1564	2013\VM0411.xlsx	2	9	28.04.2016 09:11	NA	90	86.19999695	22.06.2013	10	28.04.2016 05:03	248	2.411619706	Issie
1619	3740	04.07.2013	1570	2013\VM0413.xlsx	5	6	28.04.2016 06:03	NA	90	88.09999847	28.06.2013	6	28.04.2016 05:05	58	1.832508913	Issie
1620	3745	04.07.2013	1566	2013\VM0418.xlsx	1	10	28.04.2016 08:04	NA	90	83.40000153	24.06.2013	10	28.04.2016 05:05	179	2.276461804	Issie
1621	3751	06.07.2013	1571	2013\VM0423.xlsx	5	6	28.04.2016 07:54	NA	90	89.30000305	30.06.2013	6	28.04.2016 05:06	168	2.250420002	Issie
1622	3754	07.07.2013	1572	2013\VM0426.xlsx	4	6	28.04.2016 06:13	NA	90	89	01.07.2013	6	28.04.2016 05:07	66	1.880813592	Issie
1623	3758	08.07.2013	1570	2013\VM0430.xlsx	4	10	28.04.2016 07:51	NA	90	89.30000305	28.06.2013	10	28.04.2016 05:08	163	2.238046103	Issie
1624	3772	10.07.2013	1571	2013\VM0450.xlsx	5	10	28.04.2016 09:00	NA	90	88.90000153	30.06.2013	10	28.04.2016 05:10	230	2.380211242	Issie
1625	3777	11.07.2013	1572	2013\VM0443.xlsx	3	10	28.04.2016 06:55	NA	90	86.40000153	01.07.2013	10	28.04.2016 05:11	104	2.056904851	Issie
1626	3787	12.07.2013	1579	2013\VM0461.xlsx	3	6	28.04.2016 06:34	NA	90	89.90000153	06.07.2013	6	28.04.2016 05:12	82	1.963787827	Issie
1627	3788	13.07.2013	1580	2013\VM0462.xlsx	4	6	28.04.2016 07:45	NA	90	86	07.07.2013	6	28.04.2016 05:13	152	2.209515015	Issie
1628	3789	13.07.2013	1578	2013\VM0463.xlsx	2	6	28.04.2016 07:45	NA	90	89.09999847	07.07.2013	6	28.04.2016 05:13	152	2.209515015	Issie
1629	3790	13.07.2013	1577	2013\VM0465.xlsx	4	6	28.04.2016 06:02	NA	90	89.40000153	07.07.2013	6	28.04.2016 05:13	49	1.770852012	Issie
1630	3800	14.07.2013	1581	2013\VM0455.xlsx	2	6	28.04.2016 07:51	NA	49.40000153	39.09999847	08.07.2013	6	28.04.2016 05:15	156	2.220108088	Issie
1631	3801	14.07.2013	1574	2013\VM0456.xlsx	3	10	28.04.2016 07:50	NA	90	88.30000305	04.07.2013	10	28.04.2016 05:15	155	2.217483944	Issie
1632	3821	16.07.2013	1582	2013\VM0491.xlsx	1	6	28.04.2016 08:38	NA	90	88.80000305	10.07.2013	6	28.04.2016 05:17	201	2.324282455	Issie
1633	3823	16.07.2013	1586	2013\VM0493.xlsx	3	6	28.04.2016 08:44	NA	90	90	10.07.2013	6	28.04.2016 05:17	207	2.336459734	Issie
1634	3824	16.07.2013	1583	2013\VM0494.xlsx	5	6	28.04.2016 06:20	NA	90	89	10.07.2013	6	28.04.2016 05:17	63	1.86332286	Issie
1635	3828	17.07.2013	1580	2013\VM0498.xlsx	2	10	28.04.2016 06:08	NA	90	87.5	07.07.2013	10	28.04.2016 05:18	50	1.77815125	Issie
1636	3829	17.07.2013	1578	2013\VM0499.xlsx	2	10	28.04.2016 08:14	NA	75.30000305	73.80000305	07.07.2013	10	28.04.2016 05:18	176	2.269512944	Issie
1637	3832	17.07.2013	1585	2013\VM0501.xlsx	3	6	28.04.2016 06:09	NA	90	88.19999695	11.07.2013	6	28.04.2016 05:18	51	1.785329835	Issie
1638	3835	17.07.2013	1577	2013\VM0504.xlsx	4	10	28.04.2016 09:51	NA	82.09999847	79.90000153	07.07.2013	10	28.04.2016 05:18	273	2.451786436	Issie
1639	3839	18.07.2013	1581	2013\VM0506.xlsx	2	10	28.04.2016 06:17	NA	90	89	08.07.2013	10	28.04.2016 05:19	58	1.832508913	Issie
1640	3843	18.07.2013	1587	2013\VM0510.xlsx	3	6	28.04.2016 08:01	NA	90	88.40000153	12.07.2013	6	28.04.2016 05:19	162	2.235528447	Issie
1641	3856	20.07.2013	1582	2013\VM0521.xlsx	1	10	28.04.2016 08:15	NA	90	87	10.07.2013	10	28.04.2016 05:22	173	2.26245109	Issie
1642	3858	20.07.2013	1586	2013\VM0523.xlsx	3	10	28.04.2016 06:31	NA	90	87.90000153	10.07.2013	10	28.04.2016 05:22	69	1.897627091	Issie
1643	3861	20.07.2013	1583	2013\VM0526.xlsx	5	10	28.04.2016 09:26	20160303 Malika Ihle. Changed nr chicks from 4 to 5, 5 chicks alive at ringing.	90	88.80000305	10.07.2013	10	28.04.2016 05:22	244	2.404833717	Issie
1644	3863	21.07.2013	1585	2013\VM0528.xlsx	3	10	28.04.2016 11:06	NA	81.90000153	81.19999695	11.07.2013	10	28.04.2016 05:23	343	2.547774705	Issie
1645	3864	21.07.2013	1589	2013\VM0529.xlsx	3	6	28.04.2016 09:30	NA	90	88.09999847	15.07.2013	6	28.04.2016 05:23	247	2.409933123	Issie
1646	3869	22.07.2013	1587	2013\VM0534.xlsx	2	10	28.04.2016 13:30	NA	90	88.30000305	12.07.2013	10	28.04.2016 05:25	485	2.694605199	Issie
1647	3870	22.07.2013	1591	2013\VM0535.xlsx	4	6	28.04.2016 08:39	NA	90	82.69999695	16.07.2013	6	28.04.2016 05:25	194	2.309630167	Issie
1648	3877	23.07.2013	1593	2013\VM0540.xlsx	3	6	28.04.2016 06:54	NA	90	90	17.07.2013	6	28.04.2016 05:26	88	1.991226076	Issie
1649	3879	23.07.2013	1594	2013\VM0542.xlsx	4	6	28.04.2016 10:44	NA	90	87.09999847	17.07.2013	6	28.04.2016 05:26	318	2.515873844	Issie
1650	3882	24.07.2013	1609	2013\VM0545.xlsx	3	6	28.04.2016 08:20	NA	90	80.69999695	18.07.2013	6	28.04.2016 05:27	173	2.26245109	Issie
1651	3883	24.07.2013	1596	2013\VM0546.xlsx	1	6	28.04.2016 08:20	NA	90	89	18.07.2013	6	28.04.2016 05:27	173	2.26245109	Issie
1652	3886	24.07.2013	1599	2013\VM0549.xlsx	1	6	28.04.2016 10:12	NA	90	88.90000153	18.07.2013	6	28.04.2016 05:27	285	2.469822016	Issie
1653	3887	24.07.2013	1601	2013\VM0550.xlsx	4	6	28.04.2016 06:21	NA	90	87.30000305	18.07.2013	6	28.04.2016 05:27	54	1.806179974	Issie
1654	3889	24.07.2013	1602	2013\VM0552.xlsx	5	6	28.04.2016 06:24	NA	90	87.90000153	18.07.2013	6	28.04.2016 05:27	57	1.826074803	Issie
1655	3890	25.07.2013	1610	2013\VM0553.xlsx	3	6	28.04.2016 07:15	NA	90	89.5	19.07.2013	6	28.04.2016 05:29	106	2.064457989	Issie
1656	3891	25.07.2013	1589	2013\VM0554.xlsx	3	10	28.04.2016 07:13	NA	90	88.09999847	15.07.2013	10	28.04.2016 05:29	104	2.056904851	Issie
1657	3892	25.07.2013	1590	2013\VM0555.xlsx	3	10	28.04.2016 09:12	NA	90	89.19999695	15.07.2013	10	28.04.2016 05:29	223	2.367355921	Issie
1658	3895	25.07.2013	1600	2013\VM0557.xlsx	1	6	28.04.2016 07:14	NA	90	85.80000305	19.07.2013	6	28.04.2016 05:29	105	2.06069784	Issie
1659	3896	25.07.2013	1603	2013\VM0558.xlsx	3	6	28.04.2016 10:48	NA	75.59999847	71.80000305	19.07.2013	6	28.04.2016 05:29	319	2.517195898	Issie
1660	3902	26.07.2013	1604	2013\VM0563.xlsx	2	6	28.04.2016 08:53	NA	90	80.59999847	20.07.2013	6	28.04.2016 05:30	203	2.328379603	Issie
1661	3903	26.07.2013	1606	2013\VM0564.xlsx	3	6	28.04.2016 08:51	NA	90	88.90000153	20.07.2013	6	28.04.2016 05:30	201	2.324282455	Issie
1662	3905	26.07.2013	1607	2013\VM0566.xlsx	3	6	28.04.2016 10:32	NA	90	88.40000153	20.07.2013	6	28.04.2016 05:30	302	2.494154594	Issie
1663	3907	26.07.2013	1608	2013\VM0568.xlsx	2	6	28.04.2016 13:54	NA	90	90	20.07.2013	6	28.04.2016 05:30	504	2.710963119	Issie
1664	3908	26.07.2013	1591	2013\VM0569.xlsx	3	10	28.04.2016 12:09	NA	90	86.30000305	16.07.2013	10	28.04.2016 05:30	399	2.611723308	Issie
1665	3909	26.07.2013	1605	2013\VM0570.xlsx	2	6	28.04.2016 15:05	NA	90	74.90000153	20.07.2013	6	28.04.2016 05:30	575	2.767155866	Issie
1666	3913	27.07.2013	1612	2013\VM0574.xlsx	3	6	28.04.2016 07:54	NA	90	86.09999847	21.07.2013	6	28.04.2016 05:32	142	2.181843588	Issie
1667	3914	27.07.2013	1615	2013\VM0575.xlsx	2	6	28.04.2016 16:12	NA	90	88.69999695	21.07.2013	6	28.04.2016 05:32	640	2.812913357	Issie
1668	3915	27.07.2013	1614	2013\VM0576.xlsx	2	6	28.04.2016 18:03	NA	90	87.80000305	21.07.2013	6	28.04.2016 05:32	751	2.881384657	Issie
1669	3919	28.07.2013	1629	2013\VM0580.xlsx	2	6	28.04.2016 13:47	NA	90	86.69999695	22.07.2013	6	28.04.2016 05:33	494	2.702430536	Issie
1670	3920	28.07.2013	1609	2013\VM0581.xlsx	2	10	28.04.2016 06:29	NA	90	83.30000305	18.07.2013	10	28.04.2016 05:33	56	1.819543936	Issie
1671	3921	28.07.2013	1596	2013\VM0582.xlsx	1	10	28.04.2016 06:28	NA	90	86.40000153	18.07.2013	10	28.04.2016 05:33	55	1.812913357	Issie
1672	3922	28.07.2013	1598	2013\VM0583.xlsx	2	10	28.04.2016 08:11	NA	90	88	18.07.2013	10	28.04.2016 05:33	158	2.225309282	Issie
1673	3923	28.07.2013	1599	2013\VM0584.xlsx	1	10	28.04.2016 08:12	NA	90	89	18.07.2013	10	28.04.2016 05:33	159	2.227886705	Issie
1674	3925	28.07.2013	1611	2013\VM0586.xlsx	4	6	28.04.2016 06:32	NA	90	88.80000305	22.07.2013	6	28.04.2016 05:33	59	1.838849091	Issie
1675	3927	28.07.2013	1601	2013\VM0588.xlsx	4	10	28.04.2016 14:43	NA	90	89.09999847	18.07.2013	10	28.04.2016 05:33	550	2.748188027	Issie
1676	3929	28.07.2013	1613	2013\VM0591.xlsx	3	6	28.04.2016 09:56	NA	78.30000305	75.80000305	22.07.2013	6	28.04.2016 05:33	263	2.436162647	Issie
1677	3931	28.07.2013	1602	2013\VM0593.xlsx	3	10	28.04.2016 14:45	NA	90	87	18.07.2013	10	28.04.2016 05:33	552	2.749736316	Issie
1678	3932	29.07.2013	1618	2013\VM0590.xlsx	1	6	28.04.2016 06:25	NA	90	88.59999847	23.07.2013	6	28.04.2016 05:35	50	1.77815125	Issie
1679	3933	29.07.2013	1603	2013\VM0594.xlsx	3	10	28.04.2016 06:26	NA	90	89.30000305	19.07.2013	10	28.04.2016 05:35	51	1.785329835	Issie
1680	3934	29.07.2013	1610	2013\VM0595.xlsx	3	10	28.04.2016 09:06	NA	90	87.40000153	19.07.2013	10	28.04.2016 05:35	211	2.344392274	Issie
1681	3937	29.07.2013	1621	2013\VM0598.xlsx	2	6	28.04.2016 12:10	NA	90	84.80000305	23.07.2013	6	28.04.2016 05:35	395	2.607455023	Issie
1682	3939	29.07.2013	1616	2013\VM0600.xlsx	2	6	28.04.2016 10:57	NA	79.80000305	78.69999695	23.07.2013	6	28.04.2016 05:35	322	2.521138084	Issie
1683	3942	30.07.2013	1606	2013\VM0603.xlsx	2	10	28.04.2016 06:49	NA	90	84.90000153	20.07.2013	10	28.04.2016 05:36	73	1.919078092	Issie
1684	3943	30.07.2013	1620	2013\VM0604.xlsx	2	5	28.04.2016 08:37	NA	90	85	24.07.2013	6	28.04.2016 05:36	181	2.281033367	Issie
1685	3944	30.07.2013	1607	2013\VM0605.xlsx	2	10	28.04.2016 08:37	NA	90	88.90000153	20.07.2013	10	28.04.2016 05:36	181	2.281033367	Issie
1686	3946	30.07.2013	1605	2013\VM0607.xlsx	2	10	28.04.2016 10:18	NA	90	87.69999695	20.07.2013	10	28.04.2016 05:36	282	2.465382851	Issie
1687	3947	30.07.2013	1617	2013\VM0608.xlsx	3	5	28.04.2016 10:24	NA	90	86.80000305	24.07.2013	6	28.04.2016 05:36	288	2.474216264	Issie
1688	3949	31.07.2013	1623	2013\VM0610.xlsx	1	6	28.04.2016 18:25	NA	90	89.09999847	25.07.2013	6	28.04.2016 05:38	767	2.890421019	Issie
1689	3952	31.07.2013	1615	2013\VM0613.xlsx	2	10	28.04.2016 09:48	NA	90	84.5	21.07.2013	10	28.04.2016 05:38	250	2.414973348	Issie
1690	3954	01.08.2013	1611	2013\VM0615.xlsx	3	10	28.04.2016 08:30	NA	90	88.30000305	22.07.2013	10	28.04.2016 05:39	171	2.257678575	Issie
1691	3956	01.08.2013	1613	2013\VM0617.xlsx	3	10	28.04.2016 06:42	NA	90	88.40000153	22.07.2013	10	28.04.2016 05:39	63	1.86332286	Issie
1692	3959	02.08.2013	1618	2013\VM0620.xlsx	1	10	28.04.2016 06:58	NA	90	89	23.07.2013	10	28.04.2016 05:41	77	1.939519253	Issie
1693	3962	02.08.2013	1621	2013\VM0623.xlsx	2	10	28.04.2016 08:49	NA	90	89.30000305	23.07.2013	10	28.04.2016 05:41	188	2.29666519	Issie
1694	3963	02.08.2013	1626	2013\VM0624.xlsx	2	6	28.04.2016 08:48	NA	90	79.09999847	27.07.2013	6	28.04.2016 05:41	187	2.294466226	Issie
1695	3965	03.08.2013	1620	2013\VM0626.xlsx	2	9	28.04.2016 06:28	NA	89.5	88.5	24.07.2013	10	28.04.2016 05:42	46	1.748188027	Issie
1696	3966	03.08.2013	1617	2013\VM0627.xlsx	2	9	28.04.2016 06:27	NA	90	83.40000153	24.07.2013	10	28.04.2016 05:42	45	1.740362689	Issie
1697	3967	04.08.2013	1623	2013\VM0628.xlsx	1	10	28.04.2016 07:52	NA	90	88.80000305	25.07.2013	10	28.04.2016 05:44	128	2.139879086	Issie
1698	3968	04.08.2013	1627	2013\VM0629.xlsx	2	6	28.04.2016 07:58	NA	90	87.09999847	29.07.2013	6	28.04.2016 05:44	134	2.158362492	Issie
1699	3971	06.08.2013	1626	2013\VM0632.xlsx	1	10	28.04.2016 07:37	NA	90	90	27.07.2013	10	28.04.2016 05:47	110	2.079181246	Issie
1700	3974	08.08.2013	1627	2013\VM0635.xlsx	2	10	28.04.2016 06:58	NA	90	88.90000153	29.07.2013	10	28.04.2016 05:50	68	1.892094603	Issie
1701	3975	08.06.2013	1510	2013\VM0228.xlsx	2	5	28.04.2016 10:33	NA	89.90000153	89.30000305	02.06.2013	6	28.04.2016 04:59	334	2.536558443	Issie
1702	3976	11.07.2013	1576	2013\VM0452.xlsx	3	6	28.04.2016 17:56	NA	90	80.69999695	05.07.2013	6	28.04.2016 05:11	765	2.889301703	Issie
1703	3987	23.04.2014	1640	2014\VN0009.xlsx	3	6	28.04.2016 10:30	NA	90	87.19999695	17.04.2014	6	28.04.2016 06:03	267	2.442479769	Issie
1704	3989	24.04.2014	1645	2014\VN0012.xlsx	4	6	28.04.2016 07:47	NA	90	86.30000305	18.04.2014	6	28.04.2016 06:01	106	2.064457989	Issie
1705	4001	27.04.2014	1640	2014\VN0022.xlsx	2	10	28.04.2016 10:51	NA	90	84.19999695	17.04.2014	10	28.04.2016 05:55	296	2.485721426	Issie
1706	4005	28.04.2014	1645	2014\VN0024.xlsx	2	10	28.04.2016 08:36	NA	90	89.30000305	18.04.2014	10	28.04.2016 05:53	163	2.238046103	Issie
1707	4010	30.04.2014	1656	2014\VN0029.xlsx	3	6	28.04.2016 06:48	NA	90	88.5	24.04.2014	6	28.04.2016 05:50	58	1.832508913	Issie
1708	4013	30.04.2014	1657	2014\VN0028.xlsx	3	6	28.04.2016 13:59	NA	90	87.5	24.04.2014	6	28.04.2016 05:50	489	2.698100546	Issie
1709	4033	03.05.2014	1646	2014\VN0053.xlsx	3	6	28.04.2016 06:54	NA	70.80000305	66.69999695	27.04.2014	6	28.04.2016 05:44	70	1.903089987	Issie
1710	4034	04.05.2014	1657	2014\VN0055.xlsx	2	10	28.04.2016 12:25	NA	78.40000153	72	24.04.2014	10	28.04.2016 05:42	403	2.615950052	Issie
1711	4037	04.05.2014	1656	2014\VN0058.xlsx	2	10	28.04.2016 08:05	NA	90	86.5	24.04.2014	10	28.04.2016 05:42	143	2.184691431	Issie
1712	4045	05.05.2014	1651	2014\VN0068.xlsx	3	6	28.04.2016 06:13	NA	90	87.90000153	29.04.2014	6	28.04.2016 05:40	33	1.633468456	Issie
1713	4046	06.05.2014	1654	2014\VN0069.xlsx	4	6	28.04.2016 11:20	NA	90	88	30.04.2014	6	28.04.2016 05:38	342	2.546542663	Issie
1714	4054	06.05.2014	1663	2014\VN0074.xlsx	4	10	28.04.2016 06:13	NA	90	87.69999695	26.04.2014	10	28.04.2016 05:38	35	1.653212514	Issie
1715	4062	07.05.2014	1665	2014\VN0084.xlsx	4	10	28.04.2016 06:57	NA	90	82.19999695	27.04.2014	10	28.04.2016 05:37	80	1.954242509	Issie
1716	4064	07.05.2014	1646	2014\VN0086.xlsx	3	10	28.04.2016 07:03	NA	90	87.5	27.04.2014	10	28.04.2016 05:37	86	1.982271233	Issie
1717	4071	08.05.2014	1650	2014\VN0095.xlsx	3	10	28.04.2016 08:57	NA	88.5	87.40000153	28.04.2014	10	28.04.2016 05:35	202	2.326335861	Issie
1718	4075	08.05.2014	1653	2014\VN0099.xlsx	3	6	28.04.2016 06:11	NA	90	86.80000305	02.05.2014	6	28.04.2016 05:35	36	1.662757832	Issie
1719	4089	09.05.2014	1651	2014\VN0102.xlsx	3	10	28.04.2016 06:11	NA	90	86.80000305	29.04.2014	10	28.04.2016 05:33	38	1.681241237	Issie
1720	4090	10.05.2014	1654	2014\VN0103.xlsx	3	10	28.04.2016 17:22	NA	90	87.19999695	30.04.2014	10	28.04.2016 05:32	710	2.857332496	Issie
1721	4093	10.05.2014	1660	2014\VN0105.xlsx	3	6	28.04.2016 19:20	NA	90	88	04.05.2014	6	28.04.2016 05:32	828	2.923244019	Issie
1722	4096	10.05.2014	1661	2014\VN0109.xlsx	4	6	28.04.2016 19:20	NA	90	89.40000153	04.05.2014	6	28.04.2016 05:32	828	2.923244019	Issie
1723	4107	12.05.2014	1659	2014\VN0120.xlsx	5	6	28.04.2016 09:33	NA	90	88.09999847	06.05.2014	6	28.04.2016 05:28	245	2.40654018	Issie
1724	4111	12.05.2014	1653	2014\VN0124.xlsx	3	10	28.04.2016 05:42	NA	90	85.80000305	02.05.2014	10	28.04.2016 05:28	14	1.380211242	Issie
1725	4113	12.05.2014	1666	2014\VN0126.xlsx	2	6	28.04.2016 11:35	NA	90	87.09999847	06.05.2014	6	28.04.2016 05:28	367	2.57634135	Issie
1726	4116	12.05.2014	1664	2014\VN0129.xlsx	3	6	28.04.2016 11:35	NA	90	87.30000305	06.05.2014	6	28.04.2016 05:28	367	2.57634135	Issie
1727	4119	13.05.2014	1667	2014\VN0132.xlsx	4	6	28.04.2016 06:18	NA	90	82.19999695	07.05.2014	6	28.04.2016 05:27	51	1.785329835	Issie
1728	4122	14.05.2014	1696	2014\VN0135.xlsx	3	6	28.04.2016 12:30	NA	90	88.69999695	08.05.2014	6	28.04.2016 05:25	425	2.638489257	Issie
1729	4125	14.05.2014	1660	2014\VN0138.xlsx	1	10	28.04.2016 12:24	NA	78.40000153	76.59999847	04.05.2014	10	28.04.2016 05:25	419	2.632457292	Issie
1730	4129	14.05.2014	1661	2014\VN0141.xlsx	2	10	28.04.2016 10:40	NA	90	87.69999695	04.05.2014	10	28.04.2016 05:25	315	2.511883361	Issie
1731	4135	15.05.2014	1668	2014\VN0148.xlsx	1	6	28.04.2016 05:48	NA	90	89.19999695	09.05.2014	6	28.04.2016 05:24	24	1.531478917	Issie
1732	4137	16.05.2014	1670	2014\VN0156.xlsx	3	6	28.04.2016 09:33	NA	90	89.09999847	10.05.2014	6	28.04.2016 05:22	251	2.416640507	Issie
1733	4138	16.05.2014	1671	2014\VN0157.xlsx	3	6	28.04.2016 07:42	NA	90	88.19999695	10.05.2014	6	28.04.2016 05:22	140	2.176091259	Issie
1734	4139	16.05.2014	1659	2014\VN0158.xlsx	3	10	28.04.2016 05:26	NA	90	88.19999695	06.05.2014	10	28.04.2016 05:22	4	1.146128036	Issie
1735	4141	16.05.2014	1700	2014\VN0160.xlsx	3	6	28.04.2016 05:37	NA	90	85.90000153	10.05.2014	6	28.04.2016 05:22	15	1.397940009	Issie
1736	4142	16.05.2014	1699	2014\VN0161.xlsx	2	6	28.04.2016 07:05	NA	90	87.40000153	10.05.2014	6	28.04.2016 05:22	103	2.053078443	Issie
1737	4143	16.05.2014	1666	2014\VN0150.xlsx	1	10	28.04.2016 16:57	NA	90	85.19999695	06.05.2014	10	28.04.2016 05:22	695	2.848189117	Issie
1738	4144	16.05.2014	1678	2014\VN0151.xlsx	3	6	28.04.2016 16:58	NA	90	87.90000153	10.05.2014	6	28.04.2016 05:22	696	2.848804701	Issie
1739	4145	16.05.2014	1664	2014\VN0153.xlsx	2	10	28.04.2016 18:33	NA	90	87.69999695	06.05.2014	10	28.04.2016 05:22	791	2.903632516	Issie
1740	4148	17.05.2014	1667	2014\VN0162.xlsx	2	10	28.04.2016 05:16	NA	90	84.90000153	07.05.2014	10	28.04.2016 05:21	-5	0.698970004	Issie
1741	4152	17.05.2014	1676	2014\VN0166.xlsx	2	6	28.04.2016 05:22	NA	90	88.40000153	11.05.2014	6	28.04.2016 05:21	1	1.041392685	Issie
1742	4153	17.05.2014	1677	2014\VN0167.xlsx	4	6	28.04.2016 05:23	NA	90	90	11.05.2014	6	28.04.2016 05:21	2	1.079181246	Issie
1743	4154	17.05.2014	1673	2014\VN0168.xlsx	2	6	28.04.2016 12:59	NA	90	73.30000305	11.05.2014	6	28.04.2016 05:21	458	2.670245853	Issie
1744	4156	17.05.2014	1672	2014\VN0170.xlsx	4	6	28.04.2016 09:14	NA	90	89.40000153	11.05.2014	6	28.04.2016 05:21	233	2.385606274	Issie
1745	4159	18.05.2014	1685	2014\VN0173.xlsx	4	6	28.04.2016 18:00	NA	90	88.5	12.05.2014	6	28.04.2016 05:19	761	2.887054378	Issie
1746	4162	18.05.2014	1679	2014\VN0175.xlsx	5	6	28.04.2016 06:20	NA	90	89	12.05.2014	6	28.04.2016 05:19	61	1.851258349	Issie
1747	4166	19.05.2014	1683	2014\VN0179.xlsx	2	6	28.04.2016 09:02	20160303 Malika Ihle nb of chicks from 1 to 2 because dead chick found 2 days later	90	90	13.05.2014	6	28.04.2016 05:18	224	2.369215857	Issie
1748	4167	19.05.2014	1675	2014\VN0180.xlsx	4	6	28.04.2016 06:48	NA	85.09999847	80.80000305	13.05.2014	6	28.04.2016 05:18	90	2	Issie
1749	4168	19.05.2014	1684	2014\VN0181.xlsx	2	6	28.04.2016 06:48	NA	90	90	13.05.2014	6	28.04.2016 05:18	90	2	Issie
1750	4173	20.05.2014	1678	2014\VN0186.xlsx	2	10	28.04.2016 16:41	NA	90	86.90000153	10.05.2014	10	28.04.2016 05:17	684	2.84135947	Issie
1751	4178	20.05.2014	1670	2014\VN0191.xlsx	3	10	28.04.2016 06:00	NA	90	88.59999847	10.05.2014	10	28.04.2016 05:17	43	1.72427587	Issie
