sort	DVDRef	DVDdate	BroodRef	Filename	DVDInfoChickNb	DVDInfoAge	DVDtime	DVDInfoNotes	TapeLength	EffectTime	HatchingDate	ChickAge	Sunrise	RelTimeMins	LogRelTimeMins	Protocol
703	1678	05.07.2006	833	2006\60107.xlsx	1	7	28.04.2016 07:30	NA	93.69999695	70.69999695	29.06.2006	6	28.04.2016 05:05	145	2.190331698	Shinichi
704	1682	08.07.2006	832	2006\60111.xlsx	3	11	28.04.2016 06:45	NA	93.80000305	92.80000305	28.06.2006	10	28.04.2016 05:08	97	2.029383778	Shinichi
705	1685	09.07.2006	833	2006\60114.xlsx	0	10	28.04.2016 08:05	Number of offspring changed 1-->0 Isabel Winney 20160225	91.5	84.40000153	29.06.2006	10	28.04.2016 05:09	176	2.269512944	Shinichi
706	1686	09.07.2006	837	2006\60115.xlsx	2	7	28.04.2016 08:05	NA	92.5	90.09999847	03.07.2006	6	28.04.2016 05:09	176	2.269512944	Shinichi
707	1693	13.07.2006	837	2006\60122.xlsx	2	11	28.04.2016 07:40	NA	93.69999695	89.80000305	03.07.2006	10	28.04.2016 05:13	147	2.195899652	Shinichi
708	1694	14.07.2006	839	2006\60123.xlsx	2	7	28.04.2016 07:25	NA	93.59999847	91.19999695	08.07.2006	6	28.04.2016 05:14	131	2.149219113	Shinichi
709	1695	14.07.2006	838	2006\60124.xlsx	3	7	28.04.2016 07:55	NA	93.80000305	87.40000153	08.07.2006	6	28.04.2016 05:14	161	2.23299611	Shinichi
710	1696	16.07.2006	842	2006\60125.xlsx	3	7	28.04.2016 08:20	NA	93.69999695	91.80000305	10.07.2006	6	28.04.2016 05:17	183	2.285557309	Shinichi
711	1697	16.07.2006	843	2006\60126.xlsx	3	7	28.04.2016 08:50	NA	93.80000305	90	10.07.2006	6	28.04.2016 05:17	213	2.348304863	Shinichi
712	1698	18.07.2006	838	2006\60127.xlsx	3	11	28.04.2016 08:45	NA	93.69999695	88.5	08.07.2006	10	28.04.2016 05:19	206	2.334453751	Shinichi
713	1699	18.07.2006	839	2006\60128.xlsx	2	11	28.04.2016 09:15	NA	93.80000305	89.80000305	08.07.2006	10	28.04.2016 05:19	236	2.390935107	Shinichi
714	1700	18.07.2006	844	2006\60129.xlsx	3	7	28.04.2016 09:10	NA	93.69999695	85.19999695	12.07.2006	6	28.04.2016 05:19	231	2.382017043	Shinichi
715	1701	19.07.2006	845	2006\60130.xlsx	2	7	28.04.2016 08:30	NA	93.59999847	91.5	13.07.2006	6	28.04.2016 05:20	190	2.301029996	Shinichi
716	1702	20.07.2006	846	2006\60131.xlsx	2	7	28.04.2016 07:15	NA	93.40000153	91	14.07.2006	6	28.04.2016 05:22	113	2.089905111	Shinichi
717	1703	20.07.2006	842	2006\60132.xlsx	3	11	28.04.2016 07:15	NA	93.69999695	91.59999847	10.07.2006	10	28.04.2016 05:22	113	2.089905111	Shinichi
718	1704	20.07.2006	843	2006\60133.xlsx	3	11	28.04.2016 07:30	NA	93.69999695	90.19999695	10.07.2006	10	28.04.2016 05:22	128	2.139879086	Shinichi
719	1706	22.07.2006	848	2006\60135.xlsx	4	7	28.04.2016 07:00	NA	93.59999847	93.30000305	16.07.2006	6	28.04.2016 05:24	96	2.025305865	Shinichi
720	1708	22.07.2006	844	2006\60137.xlsx	3	11	28.04.2016 09:30	NA	93.69999695	90.19999695	12.07.2006	10	28.04.2016 05:24	246	2.408239965	Shinichi
721	1709	23.07.2006	847	2006\60138.xlsx	3	8	28.04.2016 09:35	NA	93.80000305	86.5	16.07.2006	7	28.04.2016 05:26	249	2.413299764	Shinichi
722	1710	23.07.2006	849	2006\60139.xlsx	1	7	28.04.2016 07:20	NA	93.69999695	87.19999695	17.07.2006	6	28.04.2016 05:26	114	2.093421685	Shinichi
723	1711	23.07.2006	845	2006\60140.xlsx	2	11	28.04.2016 09:45	NA	93.59999847	85.09999847	13.07.2006	10	28.04.2016 05:26	259	2.42975228	Shinichi
724	1713	24.07.2006	846	2006\60142.xlsx	2	11	28.04.2016 07:40	NA	91.09999847	89.30000305	14.07.2006	10	28.04.2016 05:27	133	2.155336037	Shinichi
725	1716	26.07.2006	848	2006\60145.xlsx	4	11	28.04.2016 09:00	NA	93.80000305	92.09999847	16.07.2006	10	28.04.2016 05:30	210	2.342422681	Shinichi
726	1718	26.07.2006	847	2006\60147.xlsx	3	11	28.04.2016 07:40	NA	93.69999695	86.69999695	16.07.2006	10	28.04.2016 05:30	130	2.146128036	Shinichi
727	1720	27.07.2006	849	2006\60149.xlsx	1	11	28.04.2016 07:40	NA	93.59999847	85.90000153	17.07.2006	10	28.04.2016 05:31	129	2.1430148	Shinichi
728	1727	31.07.2006	852	2006\60156.xlsx	4	7	28.04.2016 09:25	NA	90.40000153	90.40000153	25.07.2006	6	28.04.2016 05:37	228	2.376576957	Shinichi
729	1729	01.08.2006	854	2006\60158.xlsx	2	7	28.04.2016 09:20	NA	93.80000305	85.69999695	26.07.2006	6	28.04.2016 05:39	221	2.36361198	Shinichi
730	1731	02.08.2006	856	2006\60160.xlsx	5	7	28.04.2016 07:25	NA	88.90000153	85.59999847	27.07.2006	6	28.04.2016 05:40	105	2.06069784	Shinichi
731	1732	03.08.2006	857	2006\60161.xlsx	2	7	28.04.2016 06:50	NA	93.80000305	92.30000305	28.07.2006	6	28.04.2016 05:42	68	1.892094603	Shinichi
732	1733	04.08.2006	852	2006\60162.xlsx	4	11	28.04.2016 09:45	NA	93.69999695	92.69999695	25.07.2006	10	28.04.2016 05:43	242	2.401400541	Shinichi
733	1734	04.08.2006	859	2006\60163.xlsx	3	7	28.04.2016 09:55	NA	93.69999695	91.59999847	29.07.2006	6	28.04.2016 05:43	252	2.418301291	Shinichi
734	1735	05.08.2006	854	2006\60164.xlsx	2	11	28.04.2016 07:00	NA	93.69999695	87.90000153	26.07.2006	10	28.04.2016 05:45	75	1.929418926	Shinichi
735	1736	05.08.2006	860	2006\60165.xlsx	4	7	28.04.2016 07:10	NA	93.80000305	90.40000153	30.07.2006	6	28.04.2016 05:45	85	1.977723605	Shinichi
736	1737	06.08.2006	856	2006\60166.xlsx	5	11	28.04.2016 06:20	NA	93.80000305	90.19999695	27.07.2006	10	28.04.2016 05:46	34	1.643452676	Shinichi
737	1738	06.08.2006	862	2006\60167.xlsx	4	7	28.04.2016 08:45	NA	93.80000305	92.5	31.07.2006	6	28.04.2016 05:46	179	2.276461804	Shinichi
738	1739	06.08.2006	863	2006\60168.xlsx	4	7	28.04.2016 08:50	NA	93.80000305	92.59999847	31.07.2006	6	28.04.2016 05:46	184	2.28780173	Shinichi
739	1740	06.08.2006	864	2006\60169.xlsx	4	7	28.04.2016 09:00	NA	93.80000305	92.5	31.07.2006	6	28.04.2016 05:46	194	2.309630167	Shinichi
740	1741	07.08.2006	857	2006\60170.xlsx	2	11	28.04.2016 08:55	NA	93.80000305	89.80000305	28.07.2006	10	28.04.2016 05:48	187	2.294466226	Shinichi
741	1742	07.08.2006	865	2006\60171.xlsx	2	7	28.04.2016 09:15	THERM BREAKS	93.69999695	91.09999847	01.08.2006	6	28.04.2016 05:48	207	2.336459734	Shinichi
742	1743	07.08.2006	866	2006\60172.xlsx	2	7	28.04.2016 09:10	NA	93.80000305	90.69999695	01.08.2006	6	28.04.2016 05:48	202	2.326335861	Shinichi
743	1745	08.08.2006	859	2006\60174.xlsx	3	11	28.04.2016 10:30	NA	93.69999695	91.30000305	29.07.2006	10	28.04.2016 05:49	281	2.463892989	Shinichi
744	1746	09.08.2006	870	2006\60175.xlsx	4	7	28.04.2016 08:20	NA	93.69999695	87.19999695	03.08.2006	6	28.04.2016 05:51	149	2.201397124	Shinichi
745	1747	09.08.2006	871	2006\60176.xlsx	2	7	28.04.2016 08:35	NA	93.69999695	92.09999847	03.08.2006	6	28.04.2016 05:51	164	2.240549248	Shinichi
746	1748	09.08.2006	860	2006\60177.xlsx	4	11	28.04.2016 08:20	NA	93.69999695	92.19999695	30.07.2006	10	28.04.2016 05:51	149	2.201397124	Shinichi
747	1749	10.08.2006	862	2006\60178.xlsx	3	11	28.04.2016 09:00	NA	93.69999695	93.40000153	31.07.2006	10	28.04.2016 05:53	187	2.294466226	Shinichi
748	1750	10.08.2006	863	2006\60179.xlsx	4	11	28.04.2016 09:00	NA	93.5	92.69999695	31.07.2006	10	28.04.2016 05:53	187	2.294466226	Shinichi
749	1751	10.08.2006	864	2006\60180.xlsx	4	11	28.04.2016 08:30	NA	93.69999695	90.30000305	31.07.2006	10	28.04.2016 05:53	157	2.222716471	Shinichi
750	1752	11.08.2006	865	2006\60181.xlsx	2	11	28.04.2016 10:30	NA	93.69999695	92.59999847	01.08.2006	10	28.04.2016 05:54	276	2.456366033	Shinichi
751	1753	11.08.2006	866	2006\60182.xlsx	2	11	28.04.2016 11:00	NA	93.59999847	90.30000305	01.08.2006	10	28.04.2016 05:54	306	2.499687083	Shinichi
752	1754	13.08.2006	870	2006\60183.xlsx	4	11	28.04.2016 08:20	NA	93.69999695	91	03.08.2006	10	28.04.2016 05:57	143	2.184691431	Shinichi
753	1755	13.08.2006	871	2006\60184.xlsx	2	11	28.04.2016 08:30	SPARE THERM FOUND	93.59999847	88.19999695	03.08.2006	10	28.04.2016 05:57	153	2.212187604	Shinichi
754	1756	15.08.2006	873	2006\60185.xlsx	2	7	28.04.2016 08:00	NA	93.69999695	88.30000305	09.08.2006	6	28.04.2016 06:01	119	2.11058971	Shinichi
755	1758	18.08.2006	874	2006\60187.xlsx	3	7	28.04.2016 08:00	NA	93.69999695	92.30000305	12.08.2006	6	28.04.2016 06:05	115	2.096910013	Shinichi
756	1760	13.05.2007	884	2007\70002.xlsx	3	7	28.04.2016 06:16	NA	81.90000153	81.69999695	07.05.2007	6	28.04.2016 05:27	49	1.770852012	Shinichi
757	1767	17.05.2007	884	2007\70009.xlsx	3	11	28.04.2016 08:30	NA	93.30000305	89.09999847	07.05.2007	10	28.04.2016 05:21	189	2.298853076	Shinichi
758	1779	24.05.2007	892	2007\70021.xlsx	1	7	28.04.2016 06:20	NA	90	86.5	18.05.2007	6	28.04.2016 05:12	68	1.892094603	Shinichi
759	1783	30.05.2007	897	2007\70025.xlsx	1	7	28.04.2016 09:15	NA	90	73.30000305	24.05.2007	6	28.04.2016 05:06	249	2.413299764	Shinichi
760	1784	31.05.2007	898	2007\70026.xlsx	4	7	28.04.2016 07:15	NA	90	89.09999847	25.05.2007	6	28.04.2016 05:05	130	2.146128036	Shinichi
761	1786	01.06.2007	901	2007\70028.xlsx	2	7	28.04.2016 05:30	NA	90	86.69999695	26.05.2007	6	28.04.2016 05:04	26	1.556302501	Shinichi
762	1787	01.06.2007	902	2007\70029.xlsx	2	7	28.04.2016 05:20	NA	90	86.5	26.05.2007	6	28.04.2016 05:04	16	1.414973348	Shinichi
763	1789	03.06.2007	897	2007\70031.xlsx	1	11	28.04.2016 06:10	NA	90	85	24.05.2007	10	28.04.2016 05:03	67	1.886490725	Shinichi
764	1791	04.06.2007	898	2007\70033.xlsx	3	11	28.04.2016 06:20	NA	90	84.5	25.05.2007	10	28.04.2016 05:02	78	1.944482672	Shinichi
765	1792	04.06.2007	907	2007\70034.xlsx	2	7	28.04.2016 09:00	NA	90	88.80000305	29.05.2007	6	28.04.2016 05:02	238	2.394451681	Shinichi
766	1794	05.06.2007	901	2007\70036.xlsx	2	11	28.04.2016 05:45	NA	90	86.09999847	26.05.2007	10	28.04.2016 05:01	44	1.73239376	Shinichi
767	1796	05.06.2007	902	2007\70038.xlsx	1	11	28.04.2016 09:00	NA	90	86	26.05.2007	10	28.04.2016 05:01	239	2.396199347	Shinichi
768	1798	06.06.2007	909	2007\70040.xlsx	3	7	28.04.2016 06:00	NA	90	88.5	01.06.2007	5	28.04.2016 05:01	59	1.838849091	Shinichi
769	1799	08.06.2007	907	2007\70041.xlsx	2	11	28.04.2016 06:00	NO MALE	83	76.59999847	29.05.2007	10	28.04.2016 04:59	61	1.851258349	Shinichi
770	1801	10.06.2007	910	2007\70043.xlsx	2	7	28.04.2016 05:50	NA	90	88.19999695	04.06.2007	6	28.04.2016 04:59	51	1.785329835	Shinichi
771	1803	11.06.2007	909	2007\70045.xlsx	3	11	28.04.2016 05:45	NA	90	87.90000153	01.06.2007	10	28.04.2016 04:58	47	1.755874856	Shinichi
772	1805	13.06.2007	912	2007\70047.xlsx	3	7	28.04.2016 05:40	NA	90	88.09999847	07.06.2007	6	28.04.2016 04:58	42	1.716003344	Shinichi
773	1807	14.06.2007	910	2007\70049.xlsx	2	11	28.04.2016 05:50	NA	90	83.80000305	04.06.2007	10	28.04.2016 04:58	52	1.792391689	Shinichi
774	1809	16.06.2007	914	2007\70051.xlsx	2	7	28.04.2016 05:50	NA	90	88.90000153	10.06.2007	6	28.04.2016 04:57	53	1.799340549	Shinichi
775	1813	17.06.2007	912	2007\70055.xlsx	3	11	28.04.2016 08:00	NA	90	87.5	07.06.2007	10	28.04.2016 04:57	183	2.285557309	Shinichi
776	1815	19.06.2007	918	2007\70057.xlsx	3	7	28.04.2016 06:00	NA	90	85.09999847	13.06.2007	6	28.04.2016 04:57	63	1.86332286	Shinichi
777	1819	20.06.2007	914	2007\70061.xlsx	2	11	28.04.2016 05:50	NA	90.19999695	88.69999695	10.06.2007	10	28.04.2016 04:57	53	1.799340549	Shinichi
778	1822	23.06.2007	919	2007\70064.xlsx	3	7	28.04.2016 06:05	NA	79.30000305	76.59999847	17.06.2007	6	28.04.2016 04:58	67	1.886490725	Shinichi
779	1823	23.06.2007	917	2007\70065.xlsx	3	11	28.04.2016 06:10	NA	92.90000153	92.09999847	13.06.2007	10	28.04.2016 04:58	72	1.913813852	Shinichi
780	1824	23.06.2007	918	2007\70066.xlsx	3	11	28.04.2016 08:20	NA	90	87.80000305	13.06.2007	10	28.04.2016 04:58	202	2.326335861	Shinichi
781	1829	25.06.2007	920	2007\70071.xlsx	4	7	28.04.2016 06:10	NA	90	84.69999695	19.06.2007	6	28.04.2016 04:59	71	1.908485019	Shinichi
782	1830	26.06.2007	921	2007\70072.xlsx	4	7	28.04.2016 05:50	NA	90	83	20.06.2007	6	28.04.2016 04:59	51	1.785329835	Shinichi
783	1832	27.06.2007	922	2007\70074.xlsx	4	7	28.04.2016 06:20	NA	90	87.5	21.06.2007	6	28.04.2016 05:00	80	1.954242509	Shinichi
784	1834	27.06.2007	919	2007\70076.xlsx	2	11	28.04.2016 09:00	NA	90	67.40000153	17.06.2007	10	28.04.2016 05:00	240	2.397940009	Shinichi
785	1835	27.06.2007	923	2007\70077.xlsx	2	7	28.04.2016 09:05	NA	90	87.40000153	21.06.2007	6	28.04.2016 05:00	245	2.40654018	Shinichi
786	1836	28.06.2007	925	2007\70078.xlsx	3	7	28.04.2016 06:10	NA	90	86.59999847	22.06.2007	6	28.04.2016 05:00	70	1.903089987	Shinichi
787	1839	29.06.2007	920	2007\70081.xlsx	4	11	28.04.2016 06:05	NA	90	89.09999847	19.06.2007	10	28.04.2016 05:01	64	1.86923172	Shinichi
788	1841	30.06.2007	927	2007\70083.xlsx	3	7	28.04.2016 06:10	NA	90	88.5	24.06.2007	6	28.04.2016 05:01	69	1.897627091	Shinichi
789	1842	01.07.2007	926	2007\70084.xlsx	2	8	28.04.2016 06:10	NA	90	86.19999695	24.06.2007	7	28.04.2016 05:02	68	1.892094603	Shinichi
790	1843	30.06.2007	921	2007\70085.xlsx	4	11	28.04.2016 11:00	NA	90	88.40000153	20.06.2007	10	28.04.2016 05:01	359	2.567026366	Shinichi
791	1845	01.07.2007	923	2007\70087.xlsx	2	11	28.04.2016 06:05	NA	90	87.59999847	21.06.2007	10	28.04.2016 05:02	63	1.86332286	Shinichi
792	1846	01.07.2007	922	2007\70088.xlsx	4	11	28.04.2016 09:45	NA	90	87.59999847	21.06.2007	10	28.04.2016 05:02	283	2.46686762	Shinichi
793	1847	02.07.2007	925	2007\70089.xlsx	3	11	28.04.2016 06:10	NA	90	88.19999695	22.06.2007	10	28.04.2016 05:03	67	1.886490725	Shinichi
794	1848	02.07.2007	929	2007\70090.xlsx	3	7	28.04.2016 08:30	NA	88.40000153	86.19999695	26.06.2007	6	28.04.2016 05:03	207	2.336459734	Shinichi
795	1849	03.07.2007	931	2007\70091.xlsx	3	7	28.04.2016 05:30	NA	90	87.09999847	27.06.2007	6	28.04.2016 05:03	27	1.568201724	Shinichi
796	1851	04.07.2007	932	2007\70093.xlsx	3	7	28.04.2016 06:15	NA	90	89.30000305	28.06.2007	6	28.04.2016 05:04	71	1.908485019	Shinichi
797	1852	04.07.2007	933	2007\70094.xlsx	4	7	28.04.2016 06:30	NA	90	80.90000153	28.06.2007	6	28.04.2016 05:04	86	1.982271233	Shinichi
798	1853	04.07.2007	927	2007\70095.xlsx	3	11	28.04.2016 08:30	NA	90	87.69999695	24.06.2007	10	28.04.2016 05:04	206	2.334453751	Shinichi
799	1854	04.07.2007	926	2007\70096.xlsx	2	11	28.04.2016 08:30	NA	90	84	24.06.2007	10	28.04.2016 05:04	206	2.334453751	Shinichi
800	1855	06.07.2007	934	2007\70097.xlsx	3	7	28.04.2016 06:30	NA	90	78.90000153	30.06.2007	6	28.04.2016 05:06	84	1.973127854	Shinichi
801	1857	06.07.2007	929	2007\70099.xlsx	3	11	28.04.2016 09:00	NA	90	84.09999847	26.06.2007	10	28.04.2016 05:06	234	2.387389826	Shinichi
802	1860	07.07.2007	931	2007\70102.xlsx	2	11	28.04.2016 06:20	NA	90	82.59999847	27.06.2007	10	28.04.2016 05:07	73	1.919078092	Shinichi
803	1861	07.07.2007	935	2007\70103.xlsx	4	7	28.04.2016 08:20	NA	90	83.80000305	01.07.2007	6	28.04.2016 05:07	193	2.307496038	Shinichi
804	1862	07.07.2007	936	2007\70104.xlsx	4	7	28.04.2016 08:30	NA	90	87.09999847	01.07.2007	6	28.04.2016 05:07	203	2.328379603	Shinichi
805	1864	08.07.2007	932	2007\70106.xlsx	3	11	28.04.2016 06:00	NA	90	88.59999847	28.06.2007	10	28.04.2016 05:08	52	1.792391689	Shinichi
806	1865	08.07.2007	933	2007\70107.xlsx	4	11	28.04.2016 06:10	NA	90	82.90000153	28.06.2007	10	28.04.2016 05:08	62	1.857332496	Shinichi
807	1866	08.07.2007	937	2007\70108.xlsx	1	7	28.04.2016 08:30	14 MINS LOST AS BAD TAPE, REFLECTED IN EFFECT TIME	90	74.30000305	02.07.2007	6	28.04.2016 05:08	202	2.326335861	Shinichi
808	1868	10.07.2007	938	2007\70110.xlsx	4	7	28.04.2016 06:20	NA	90	84.5	04.07.2007	6	28.04.2016 05:10	70	1.903089987	Shinichi
809	1869	10.07.2007	934	2007\70111.xlsx	1	11	28.04.2016 06:30	MALE NOT SEEN	90	80.80000305	30.06.2007	10	28.04.2016 05:10	80	1.954242509	Shinichi
810	1870	12.07.2007	936	2007\70112.xlsx	2	12	28.04.2016 06:20	NA	90	87.09999847	01.07.2007	11	28.04.2016 05:12	68	1.892094603	Shinichi
811	1871	11.07.2007	935	2007\70113.xlsx	4	11	28.04.2016 06:20	NA	90	86.90000153	01.07.2007	10	28.04.2016 05:11	69	1.897627091	Shinichi
812	1872	12.07.2007	937	2007\70114.xlsx	1	11	28.04.2016 06:15	FLEDGLINGS IN NEST TOO	90	85.40000153	02.07.2007	10	28.04.2016 05:12	63	1.86332286	Shinichi
813	1876	14.07.2007	938	2007\70118.xlsx	3	11	28.04.2016 08:50	NA	90	86.30000305	04.07.2007	10	28.04.2016 05:14	216	2.354108439	Shinichi
814	1877	15.07.2007	942	2007\70119.xlsx	4	7	28.04.2016 06:20	NA	90	85.80000305	09.07.2007	6	28.04.2016 05:15	65	1.875061263	Shinichi
815	1878	16.07.2007	944	2007\70120.xlsx	3	7	28.04.2016 06:20	NA	90	87.09999847	10.07.2007	6	28.04.2016 05:16	64	1.86923172	Shinichi
816	1879	16.07.2007	943	2007\70121.xlsx	3	7	28.04.2016 06:25	NA	90	88.40000153	10.07.2007	6	28.04.2016 05:16	69	1.897627091	Shinichi
817	1880	18.07.2007	947	2007\70122.xlsx	1	7	28.04.2016 06:30	NA	90	85.69999695	12.07.2007	6	28.04.2016 05:19	71	1.908485019	Shinichi
818	1882	19.07.2007	942	2007\70124.xlsx	4	11	28.04.2016 05:35	NA	90	88.5	09.07.2007	10	28.04.2016 05:20	15	1.397940009	Shinichi
819	1883	20.07.2007	944	2007\70125.xlsx	3	11	28.04.2016 06:25	NA	90.09999847	87.30000305	10.07.2007	10	28.04.2016 05:21	64	1.86923172	Shinichi
820	1885	20.07.2007	943	2007\70127.xlsx	3	11	28.04.2016 09:10	NA	90	85.5	10.07.2007	10	28.04.2016 05:21	229	2.378397901	Shinichi
821	1886	22.07.2007	948	2007\70128.xlsx	2	7	28.04.2016 06:25	NA	90	83.5	16.07.2007	6	28.04.2016 05:24	61	1.851258349	Shinichi
822	1887	22.07.2007	947	2007\70129.xlsx	1	11	28.04.2016 08:30	NA	90	79.30000305	12.07.2007	10	28.04.2016 05:24	186	2.292256071	Shinichi
823	1889	23.07.2007	949	2007\70131.xlsx	3	7	28.04.2016 08:20	NA	90	83.59999847	17.07.2007	6	28.04.2016 05:25	175	2.267171728	Shinichi
824	1892	26.07.2007	948	2007\70134.xlsx	2	11	28.04.2016 06:30	NA	90	80.5	16.07.2007	10	28.04.2016 05:30	60	1.84509804	Shinichi
825	1894	27.07.2007	949	2007\70136.xlsx	3	11	28.04.2016 06:25	NA	90	82.19999695	17.07.2007	10	28.04.2016 05:31	54	1.806179974	Shinichi
826	1896	28.07.2007	951	2007\70138.xlsx	2	7	28.04.2016 06:25	NA	90	88.90000153	22.07.2007	6	28.04.2016 05:32	53	1.799340549	Shinichi
827	1898	29.07.2007	952	2007\70140.xlsx	3	7	28.04.2016 06:25	NA	90	87.59999847	23.07.2007	6	28.04.2016 05:34	51	1.785329835	Shinichi
828	1906	01.08.2007	951	2007\70148.xlsx	2	11	28.04.2016 06:30	NA	90	85.19999695	22.07.2007	10	28.04.2016 05:38	52	1.792391689	Shinichi
829	1907	02.08.2007	952	2007\70149.xlsx	3	11	28.04.2016 06:30	NA	90	88.40000153	23.07.2007	10	28.04.2016 05:40	50	1.77815125	Shinichi
830	1909	02.08.2007	953	2007\70151.xlsx	2	7	28.04.2016 09:00	NA	90	88.69999695	27.07.2007	6	28.04.2016 05:40	200	2.322219295	Shinichi
831	1911	03.08.2007	955	2007\70153.xlsx	2	7	28.04.2016 06:30	NA	90	82.80000305	28.07.2007	6	28.04.2016 05:41	49	1.770852012	Shinichi
832	1914	06.08.2007	953	2007\70156.xlsx	2	11	28.04.2016 06:30	NA	90	84.90000153	27.07.2007	10	28.04.2016 05:46	44	1.73239376	Shinichi
833	1915	06.08.2007	957	2007\70157.xlsx	3	7	28.04.2016 09:00	NA	90	86.80000305	31.07.2007	6	28.04.2016 05:46	194	2.309630167	Shinichi
834	1916	07.08.2007	955	2007\70158.xlsx	2	11	28.04.2016 06:30	NA	85.40000153	83	28.07.2007	10	28.04.2016 05:48	42	1.716003344	Shinichi
835	1917	08.08.2007	960	2007\70159.xlsx	5	7	28.04.2016 08:40	NA	90	86.5	02.08.2007	6	28.04.2016 05:49	171	2.257678575	Shinichi
836	1918	08.08.2007	961	2007\70160.xlsx	3	7	28.04.2016 08:40	NA	90	83.59999847	02.08.2007	6	28.04.2016 05:49	171	2.257678575	Shinichi
837	1919	09.08.2007	962	2007\70161.xlsx	4	7	28.04.2016 08:15	NA	90	88.90000153	03.08.2007	6	28.04.2016 05:51	144	2.187520721	Shinichi
838	1920	10.08.2007	963	2007\70162.xlsx	3	7	28.04.2016 07:10	NA	90	87.90000153	04.08.2007	6	28.04.2016 05:52	78	1.944482672	Shinichi
839	1921	10.08.2007	957	2007\70163.xlsx	3	11	28.04.2016 08:15	NA	90	87.59999847	31.07.2007	10	28.04.2016 05:52	143	2.184691431	Shinichi
840	1922	11.08.2007	966	2007\70164.xlsx	4	7	28.04.2016 08:00	NA	90	77.30000305	05.08.2007	6	28.04.2016 05:54	126	2.133538908	Shinichi
841	1923	11.08.2007	965	2007\70165.xlsx	3	7	28.04.2016 07:50	NA	90	86.40000153	05.08.2007	6	28.04.2016 05:54	116	2.100370545	Shinichi
842	1924	11.08.2007	964	2007\70166.xlsx	4	7	28.04.2016 10:45	NA	90	89.5	05.08.2007	6	28.04.2016 05:54	291	2.478566496	Shinichi
843	1925	12.08.2007	961	2007\70167.xlsx	1	11	28.04.2016 06:30	NA	90	87.80000305	02.08.2007	10	28.04.2016 05:55	35	1.653212514	Shinichi
844	1926	12.08.2007	960	2007\70168.xlsx	5	11	28.04.2016 09:50	NA	90	89.5	02.08.2007	10	28.04.2016 05:55	235	2.389166084	Shinichi
845	1927	12.08.2007	969	2007\70169.xlsx	1	7	28.04.2016 10:30	NA	90	87.80000305	06.08.2007	6	28.04.2016 05:55	275	2.45484486	Shinichi
846	1928	12.08.2007	970	2007\70170.xlsx	1	7	28.04.2016 11:30	NA	90	77.59999847	06.08.2007	6	28.04.2016 05:55	335	2.537819095	Shinichi
847	1929	13.08.2007	962	2007\70171.xlsx	4	11	28.04.2016 09:00	NA	90	87.90000153	03.08.2007	10	28.04.2016 05:57	183	2.285557309	Shinichi
848	1931	14.08.2007	963	2007\70173.xlsx	3	11	28.04.2016 07:45	NA	90	84.19999695	04.08.2007	10	28.04.2016 05:59	106	2.064457989	Shinichi
849	1933	15.08.2007	964	2007\70175.xlsx	3	11	28.04.2016 07:30	NA	90	85.59999847	05.08.2007	10	28.04.2016 06:00	90	2	Shinichi
850	1934	15.08.2007	966	2007\70176.xlsx	4	11	28.04.2016 07:45	NA	90	87.69999695	05.08.2007	10	28.04.2016 06:00	105	2.06069784	Shinichi
851	1935	15.08.2007	965	2007\70177.xlsx	3	11	28.04.2016 09:40	NA	90	85.90000153	05.08.2007	10	28.04.2016 06:00	220	2.361727836	Shinichi
852	1936	16.08.2007	969	2007\70178.xlsx	1	11	28.04.2016 07:00	FEMALE NOT SEEN	90	87	06.08.2007	10	28.04.2016 06:02	58	1.832508913	Shinichi
853	1937	16.08.2007	970	2007\70179.xlsx	1	11	28.04.2016 07:05	NA	90	81.90000153	06.08.2007	10	28.04.2016 06:02	63	1.86332286	Shinichi
854	1946	06.05.2008	981	2008\80003.xlsx	4	7	28.04.2016 07:15	NA	93.5	89.30000305	30.04.2008	6	28.04.2016 05:38	97	2.029383778	Shinichi
855	1948	08.05.2008	980	2008\80005.xlsx	1	7	28.04.2016 06:40	MALE NOT SEEN	93.69999695	88.90000153	02.05.2008	6	28.04.2016 05:34	66	1.880813592	Shinichi
856	1949	08.05.2008	981	2008\80006.xlsx	4	9	28.04.2016 06:25	NA	93.5	87.09999847	30.04.2008	8	28.04.2016 05:34	51	1.785329835	Shinichi
857	1952	10.05.2008	980	2008\80009.xlsx	1	9	28.04.2016 07:30	MALE NOT SEEN	93.69999695	84.90000153	02.05.2008	8	28.04.2016 05:31	119	2.11058971	Shinichi
