"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","HatchingDate","BreedingYear","HatchingDayAfter0401","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MPrevNbRinged","MBroodNb","MPriorResidence","MPrevFemaleLastSeenAlive","MwithsameF","MDivorce","MDivorceforEx","FPrevNbRinged","FBroodNb","FPriorResidence","FPrevMaleLastSeenAlive","FwithsameM","FDivorce","FDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
1525,6565,6887,"M067",400,1,0,1,0,NA,2013-06-04,2013,63,3,1,3,"02.07.2015","S","23.07.2013","SP",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"68876565","688765652013",1,20.8666667938232,20.1000003814697,21.7000007629395,0.038438258342284,3,17.1666666666667,3,0,12
1526,5625,5195,"M068",138,1,0,1,0,NA,2013-06-06,2013,65,2,1,1,"26.07.2015","SP","26.07.2015","SP",2011,2011,2,2,2,4,3,TRUE,"26.07.2015",TRUE,FALSE,NA,4,3,TRUE,"26.07.2015",FALSE,TRUE,TRUE,"51955625","519556252013",3,22.2999992370605,22.2999992370605,22.2999992370605,NA,1,17,1,0,12
1527,6370,5311,"M069",105,1,0,1,0,NA,2013-06-06,2013,65,4,1,4,"29.05.2014","SP","04.06.2015","SP",2011,2012,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"53116370","531163702013",1,20.6750001907349,19,23.7000007629395,0.101408703554128,4,17.1500000953674,4,0,12
1528,6476,6251,"M070",5,1,0,1,0,NA,2013-06-07,2013,66,4,1,2,"07.06.2013","SP","30.07.2013","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"62516476","625164762013",1,22.3000001907349,21.6000003814697,23,0.0443926041545319,2,17.4499998092651,2,0,12
1529,6317,5593,"M071",238,1,0,1,0,NA,2013-06-08,2013,67,4,4,4,"22.07.2013","SP","31.07.2014","SP",2011,2012,2,1,1.5,1,2,TRUE,"05.12.2014",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"55936317","559363172013",1,23.5749998092651,20.2999992370605,25.2999992370605,0.0980438955760102,4,18.9249997138977,4,0,12
1530,5140,4895,"M072",48,1,0,1,0,NA,2013-06-08,2013,67,4,1,4,"05.08.2014","SP","05.12.2014","C",2010,2011,3,2,2.5,3,8,FALSE,"05.12.2014",TRUE,FALSE,NA,3,5,FALSE,"05.08.2014",FALSE,TRUE,TRUE,"48955140","489551402013",4,22.1999998092651,16.7000007629395,25.7999992370605,0.18141462022888,4,18.0499997138977,4,0,12
1531,4059,4768,"M073",61,1,0,1,0,NA,2013-06-09,2013,68,4,2,4,"07.12.2014","C","17.08.2014","SP",2010,2008,3,5,4,1,9,FALSE,"17.08.2014",TRUE,FALSE,NA,1,14,FALSE,"07.12.2014",FALSE,TRUE,TRUE,"47684059","476840592013",5,23.9749999046326,21.7999992370605,25.2999992370605,0.0686529775149691,4,18.6750001907349,4,0,12
1532,6544,5107,"M074",401,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"15.06.2014","S","15.06.2014","S",2011,2012,NA,NA,NA,NA,4,TRUE,"15.06.2014",TRUE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"51076544","51076544NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,4854,4929,"M075",405,1,0,1,0,NA,2013-06-09,2013,68,5,3,5,"22.06.2015","SP","11.08.2015","SP",2010,2010,3,3,3,1,2,FALSE,"16.08.2012",FALSE,FALSE,NA,3,4,FALSE,"10.07.2011",FALSE,FALSE,NA,"49294854","492948542013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,5214,4757,"M076",147,1,0,1,0,NA,2013-06-08,2013,67,3,2,3,"21.07.2014","SP","21.07.2014","SP",2009,2011,4,2,3,5,9,TRUE,"21.07.2014",TRUE,FALSE,NA,5,3,TRUE,"21.07.2014",FALSE,TRUE,TRUE,"47575214","475752142013",3,25.2666670481364,24.7000007629395,25.7000007629395,0.0203096414121504,3,19.0666669209798,3,0,12
1535,6384,6509,"M077",135,1,0,1,0,NA,2013-06-08,2013,67,3,1,1,"30.06.2014","SP","18.02.2016","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"65096384","650963842013",1,22.1000003814697,22.1000003814697,22.1000003814697,NA,1,16.6000003814697,1,0,12
1536,4723,4991,"M078",32,1,0,1,0,NA,2013-06-09,2013,68,2,0,2,"18.07.2013","SP","19.02.2016","C",2010,2009,3,4,3.5,1,9,FALSE,"19.02.2016",TRUE,FALSE,NA,1,9,FALSE,"18.07.2013",FALSE,TRUE,TRUE,"49914723","499147232013",2,21.9500007629395,18.2000007629395,25.7000007629395,0.241608252815882,2,17.1000003814697,2,0,12
1537,5093,4682,"M079",113,1,0,1,0,NA,2013-06-09,2013,68,2,2,2,"04.06.2015","SP","20.07.2013","SP",2009,2011,4,2,3,4,13,FALSE,"25.07.2014",FALSE,TRUE,TRUE,1,5,TRUE,"04.06.2015",FALSE,TRUE,TRUE,"46825093","468250932013",5,22.3500003814697,20.7000007629395,24,0.10440489830915,2,16.6499996185303,2,0,12
1538,6250,6517,"M080",388,1,0,1,0,NA,2013-06-08,2013,67,3,1,2,"14.06.2015","SP","14.06.2015","SP",2012,2012,1,1,1,1,2,TRUE,"14.06.2015",TRUE,FALSE,NA,1,2,TRUE,"14.06.2015",FALSE,TRUE,TRUE,"65176250","651762502013",2,25.0499992370605,23.2999992370605,26.7999992370605,0.0987970290857042,2,18.8500003814697,2,0,12
1539,6462,6648,"M081",403,1,0,1,0,NA,2013-06-07,2013,66,4,2,4,"12.07.2015","S","06.12.2014","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"66486462","664864622013",1,19.2750000953674,12,21.7999992370605,0.251656956664412,4,16.7250001430511,4,0,12
1540,NA,6645,"M082",402,1,0,0,0,NA,2013-06-06,2013,65,4,0,1,"01.08.2013","S",NA,NA,2012,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6645NA","6645NA2013",1,24.6000003814697,24.6000003814697,24.6000003814697,NA,1,17.7999992370605,1,0,12
1541,6323,6435,"M083",407,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"14.07.2014","SP","18.07.2014","SP",2012,2012,NA,NA,NA,1,2,FALSE,"06.12.2014",FALSE,NA,NA,3,4,FALSE,"18.07.2014",FALSE,NA,NA,"64356323","64356323NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,NA,6404,"M084",406,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"10.11.2013","C",NA,NA,2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6404NA","6404NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,6641,6501,"M085",408,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"27.07.2014","S","17.02.2015","C",2012,2012,NA,NA,NA,0,2,FALSE,"04.12.2014",FALSE,NA,NA,4,3,FALSE,"20.07.2014",FALSE,NA,NA,"65016641","65016641NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,6453,6490,"M086",398,1,0,1,0,NA,2013-06-07,2013,66,4,2,4,"01.08.2013","S","11.03.2014","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"64906453","649064532013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,4872,5675,"M087",346,1,0,1,0,NA,2013-06-07,2013,66,4,3,4,"13.07.2015","SP","02.12.2014","C",2011,2010,2,3,2.5,0,5,FALSE,"02.12.2014",TRUE,FALSE,NA,0,7,FALSE,"13.07.2015",FALSE,TRUE,TRUE,"56754872","567548722013",5,23.1249995231628,21.3999996185303,24.7999992370605,0.0642735782962185,4,18.7000002861023,4,0,12
1546,6420,6455,"M088",79,1,0,1,0,NA,2013-06-08,2013,67,3,0,3,"31.07.2014","S","11.06.2014","SP",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"64556420","645564202013",1,17.1666666666667,15.6000003814697,19,0.0999387228471269,3,16.6000003814697,3,0,12
1547,6649,6521,"M089",389,1,0,1,0,NA,2013-06-12,2013,71,5,2,4,"19.07.2013","SP","07.08.2014","C",2012,2012,1,1,1,2,2,TRUE,"07.08.2014",TRUE,FALSE,NA,2,2,TRUE,"19.07.2013",FALSE,TRUE,TRUE,"65216649","652166492013",2,22.0999999046326,18.7999992370605,24.2000007629395,0.104823757409582,4,17.5749998092651,4,0,12
1548,4858,4745,"M090",412,1,0,1,0,NA,2013-06-12,2013,71,5,3,4,"20.07.2014","S","18.07.2013","SP",2009,2010,4,3,3.5,3,2,FALSE,"02.02.2011",FALSE,FALSE,NA,4,3,FALSE,"16.11.2011",FALSE,FALSE,NA,"47454858","474548582013",1,23.875,22.2000007629395,24.7999992370605,0.0482887180037996,4,18.6500000953674,4,0,12
1549,NA,6280,"M091",144,1,0,0,0,NA,NA,NA,NA,0,0,0,"28.07.2014","SP",NA,NA,2012,NA,NA,NA,NA,0,5,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6280NA","6280NANA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,6606,6493,"M092",413,1,0,1,0,NA,2013-06-01,2013,60,3,1,3,"17.07.2013","SP","07.08.2014","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"64936606","649366062013",1,20.6333338419596,19.7000007629395,21.7000007629395,0.0487874062196706,3,16.8333333333333,3,0,11
1551,6290,5393,"M093",65,1,0,1,0,NA,2013-06-14,2013,73,3,0,3,"20.07.2013","SP","08.08.2015","SP",2011,2012,2,1,1.5,3,4,TRUE,"08.08.2015",TRUE,FALSE,NA,3,2,TRUE,"20.07.2013",FALSE,TRUE,TRUE,"53936290","539362902013",2,23.5500001907349,23.5,23.6000003814697,0.00300377896210005,2,18.4333330790202,3,-1,12
1552,5284,3764,"M094",19,1,0,1,0,NA,2013-06-14,2013,73,4,2,4,"20.07.2014","SP","11.08.2015","C",2007,2011,6,2,4,4,13,TRUE,"11.08.2015",TRUE,FALSE,NA,4,5,TRUE,"20.07.2014",FALSE,TRUE,TRUE,"37645284","376452842013",5,22.0999999046326,14.3999996185303,25.1000003814697,0.232756998243149,4,17.9500002861023,4,0,12
1553,6647,5253,"M095",411,1,0,1,0,NA,2013-06-15,2013,74,4,2,2,"05.08.2014","SP","13.07.2015","C",2011,2012,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"52536647","525366472013",1,24.9000005722046,24.7000007629395,25.1000003814697,0.0113576985307045,2,18.5,2,0,12
1554,6473,6434,"M096",414,1,0,1,0,NA,NA,NA,NA,0,0,0,"13.06.2013","S","15.07.2014","S",2012,2012,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,TRUE,NA,NA,NA,NA,"64346473","64346473NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,5438,NA,"M097",415,0,0,1,0,NA,2013-06-03,2013,62,2,1,2,NA,NA,"14.03.2014","C",NA,2011,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"NA5438","NA54382013",1,21.9499998092651,21.7999992370605,22.1000003814697,0.00966219527143533,2,17.3000001907349,2,0,13
1556,6238,6240,"M098",146,1,0,1,0,NA,2013-06-15,2013,74,3,2,2,"24.07.2013","SP","24.07.2013","SP",2011,2011,2,2,2,2,4,TRUE,"24.07.2013",TRUE,FALSE,NA,2,4,TRUE,"24.07.2013",FALSE,TRUE,TRUE,"62406238","624062382013",4,25.5499992370605,24.7999992370605,26.2999992370605,0.0415130716489222,2,18.5500001907349,2,0,12
1557,4933,5202,"M099",241,1,0,1,0,NA,2013-06-17,2013,76,4,3,4,"19.08.2014","SP","31.05.2014","S",2011,2010,2,3,2.5,3,5,TRUE,"31.05.2014",TRUE,FALSE,NA,3,8,TRUE,"19.08.2014",FALSE,TRUE,TRUE,"52024933","520249332013",5,23.6999998092651,23.2999992370605,23.8999996185303,0.0119336733547195,4,18.3750004768372,4,0,12
1558,7022,7024,"M100",93,1,0,1,0,NA,2013-06-17,2013,76,3,1,3,"28.06.2013","S","02.12.2014","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"70247022","702470222013",1,17.6333335240682,12.8000001907349,21.5,0.251218745530697,3,15.4333330790202,3,0,12
1559,6267,6433,"M101",89,1,0,1,0,NA,2013-06-17,2013,76,3,3,3,"14.11.2013","C","26.07.2015","S",2012,2012,1,1,1,1,2,FALSE,"26.07.2015",TRUE,FALSE,NA,1,2,FALSE,"14.11.2013",FALSE,TRUE,TRUE,"64336267","643362672013",2,24.4666665395101,23.7999992370605,25.5,0.0370857835367475,3,18.0666662851969,3,0,12
1560,5410,5466,"M102",36,1,0,1,0,NA,2013-06-18,2013,77,4,3,3,"08.08.2015","SP","10.08.2014","C",2011,2011,2,2,2,1,4,FALSE,"10.08.2014",TRUE,FALSE,NA,1,4,FALSE,"08.08.2015",FALSE,TRUE,TRUE,"54665410","546654102013",4,22.7999998728434,21.7000007629395,23.8999996185303,0.0482455078332202,3,18.5666669209798,3,0,12
1561,4739,5468,"M103",31,1,0,1,0,NA,2013-06-19,2013,78,3,2,3,"23.07.2013","SP","15.07.2014","S",2011,2009,2,4,3,1,3,TRUE,"15.07.2014",TRUE,FALSE,NA,1,7,TRUE,"23.07.2013",FALSE,TRUE,TRUE,"54684739","546847392013",2,17.5000003178914,11.8000001907349,20.6000003814697,0.282438350793108,3,16.3333333333333,3,0,12
1562,4944,4722,"M104",133,1,0,1,0,NA,2013-06-20,2013,79,4,3,3,"26.07.2014","SP","29.07.2013","SP",2009,2010,4,3,3.5,3,7,TRUE,"29.07.2013",TRUE,FALSE,NA,3,4,TRUE,"26.07.2014",FALSE,TRUE,TRUE,"47224944","472249442013",3,24.4333330790202,20.7999992370605,26.5,0.129187208952518,3,18.0666669209798,3,0,12
1563,5014,5489,"M105",39,1,0,1,0,NA,2013-06-21,2013,80,3,0,1,"25.07.2013","SP","05.08.2014","SP",2011,2010,2,3,2.5,2,9,FALSE,"11.07.2013",FALSE,TRUE,TRUE,3,5,FALSE,"25.07.2013",FALSE,TRUE,TRUE,"54895014","548950142013",5,24.7000007629395,24.7000007629395,24.7000007629395,NA,1,18.2000007629395,1,0,12
1564,6269,6270,"M106",84,1,0,1,0,NA,2013-06-22,2013,81,3,1,2,"22.06.2015","SP","20.07.2015","S",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"62706269","627062692013",1,26.6999998092651,25.7999992370605,27.6000003814697,0.0476698813246967,2,18.8999996185303,2,0,12
1565,6421,6501,"M107",141,1,0,1,0,NA,2013-06-21,2013,80,4,0,0,"27.07.2014","S","04.12.2014","C",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"65016421","650164212013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,6555,5035,"M108",139,1,0,1,0,NA,2013-06-24,2013,83,2,0,1,"24.06.2013","SP","18.02.2016","C",2010,2012,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"50356555","503565552013",1,20.6000003814697,20.6000003814697,20.6000003814697,NA,1,17,1,0,12
1567,5294,4943,"M109",18,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"16.02.2016","S","18.08.2014","SP",2010,2011,NA,NA,NA,NA,13,FALSE,"02.08.2015",FALSE,NA,NA,3,11,FALSE,"15.02.2015",FALSE,NA,NA,"49435294","49435294NA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,NA,6285,"M110",418,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"22.06.2014","C",NA,NA,2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6285NA","6285NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,6387,NA,"M111",419,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08.07.2014","SP",NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,FALSE,"19.08.2014",FALSE,NA,NA,"NA6387","NA6387NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,4965,5314,"M112",145,1,0,1,0,NA,2013-06-28,2013,87,5,2,4,"28.06.2013","SP","30.06.2014","SP",2011,2010,2,3,2.5,2,3,TRUE,"30.06.2014",TRUE,FALSE,NA,2,5,TRUE,"28.06.2013",FALSE,FALSE,NA,"53144965","531449652013",3,22.4750003814697,21.5,23.2000007629395,0.0315405050991745,4,17.8499999046326,4,0,12
1571,4663,5424,"M113",127,1,0,1,0,NA,2013-06-30,2013,89,6,3,5,"09.07.2015","SP","31.07.2014","SP",2011,2009,2,4,3,3,2,FALSE,"31.07.2014",TRUE,FALSE,NA,3,9,FALSE,"09.07.2015",FALSE,TRUE,TRUE,"54244663","542446632013",2,20.1400001525879,16,23.6000003814697,0.141905269697688,5,17.9799999237061,5,0,12
1572,6321,5517,"M114",45,1,0,1,0,NA,2013-07-01,2013,90,5,1,3,"16.07.2014","SP","18.07.2014","C",2011,2012,2,1,1.5,1,5,FALSE,"18.07.2014",TRUE,FALSE,NA,1,2,FALSE,"16.07.2014",FALSE,TRUE,TRUE,"55176321","551763212013",2,21.0499998728434,20.2999992370605,22.5,0.0361483132417254,6,17.8666667938232,3,3,11.5
1573,5678,6502,"M115",420,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"10.11.2013","C","04.08.2014","C",2012,2011,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,4,FALSE,"29.05.2014",FALSE,NA,NA,"65025678","65025678NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,6643,6260,"M116",35,1,0,1,0,NA,2013-07-04,2013,93,4,2,3,"27.07.2014","S","19.02.2016","C",2012,2012,1,1,1,1,2,TRUE,"24.05.2013",FALSE,FALSE,NA,2,2,FALSE,"01.07.2014",FALSE,TRUE,FALSE,"62606643","626066432013",1,17.3999999364217,12.6999998092651,22.2999992370605,0.276041623628509,3,16.0333331425985,3,0,12
1575,6526,6371,"M117",43,1,0,1,0,NA,2013-07-05,2013,94,3,0,0,"13.11.2013","C","03.06.2014","SP",2012,2012,1,1,1,1,2,TRUE,"03.06.2014",TRUE,FALSE,NA,1,2,TRUE,"13.11.2013",FALSE,TRUE,TRUE,"63716526","637165262013",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,6451,5048,"M118",17,1,0,1,0,NA,2013-07-05,2013,94,3,0,1,"05.08.2014","C","16.02.2016","C",2009,2012,4,1,2.5,2,4,TRUE,"01.07.2014",FALSE,TRUE,FALSE,1,2,FALSE,"12.08.2014",FALSE,TRUE,FALSE,"50486451","504864512013",1,19.7000007629395,19.7000007629395,19.7000007629395,NA,1,15.8999996185303,1,0,12
1577,6392,6280,"M119",144,1,0,1,0,NA,2013-07-07,2013,96,5,0,3,"28.07.2014","SP","12.05.2015","S",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,3,2,FALSE,"05.12.2014",FALSE,TRUE,FALSE,"62806392","628063922013",1,20.0999997456868,17.3999996185303,22,0.119506628778291,3,17.9000002543132,3,0,12
1578,6530,NA,"M120",37,0,0,1,0,NA,2013-07-07,2013,96,2,1,2,NA,NA,"06.08.2014","SP",NA,2012,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"NA6530","NA65302013",1,21.4499998092651,20.7999992370605,22.1000003814697,0.0428542883867138,2,18.3500003814697,2,0,12
1579,4963,6386,"M121",421,1,0,1,0,NA,2013-07-06,2013,95,3,2,3,"26.07.2015","S","06.07.2013","SP",2012,2010,1,3,2,NA,1,NA,NA,NA,NA,NA,3,5,FALSE,"10.07.2014",FALSE,TRUE,FALSE,"63864963","638649632013",1,21.7333335876465,19.8999996185303,23.1000003814697,0.0759319976054352,3,17.8333326975505,3,0,12
1580,4975,6489,"M122",71,1,0,1,0,NA,2013-07-07,2013,96,4,0,2,"07.07.2013","SP","03.12.2014","C",2012,2010,1,3,2,NA,1,NA,NA,NA,NA,NA,1,6,FALSE,"05.12.2014",FALSE,TRUE,FALSE,"64894975","648949752013",1,23.9499998092651,21.8999996185303,26,0.121049622169523,2,18.4499998092651,2,0,12
1581,4967,5461,"M123",33,1,0,1,0,NA,2013-07-08,2013,97,2,1,2,"05.12.2014","C","13.07.2015","SP",2011,2010,2,3,2.5,1,5,FALSE,"03.12.2014",FALSE,TRUE,TRUE,3,9,TRUE,"05.12.2014",FALSE,TRUE,TRUE,"54614967","546149672013",3,24.2999992370605,24.2999992370605,24.2999992370605,NA,1,18.9000005722046,2,-1,12
1582,4961,4960,"M124",55,1,0,1,0,NA,2013-07-10,2013,99,1,1,1,"17.06.2014","SP","27.07.2014","SP",2010,2010,3,3,3,2,11,TRUE,"27.07.2014",TRUE,FALSE,NA,2,7,TRUE,"17.06.2014",FALSE,TRUE,TRUE,"49604961","496049612013",5,23.6000003814697,23.6000003814697,23.6000003814697,NA,1,19.2000007629395,1,0,12
1583,4576,4682,"M125",115,1,0,1,0,NA,2013-07-10,2013,99,5,2,5,"04.06.2015","SP","25.07.2014","SP",2009,2009,4,4,4,2,14,FALSE,"20.07.2013",FALSE,TRUE,TRUE,4,6,TRUE,"04.06.2015",FALSE,TRUE,TRUE,"46824576","468245762013",6,23.4750003814697,22.7000007629395,24.2000007629395,0.0281222729654917,4,17.5250005722046,4,0,12
1584,6459,NA,"M126",58,0,0,1,0,NA,2013-07-04,2013,93,4,0,0,NA,NA,"04.07.2013","SP",NA,2012,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,FALSE,"04.06.2013",FALSE,FALSE,NA,"NA6459","NA64592013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,6499,5489,"M127",44,1,0,1,0,NA,2013-07-11,2013,100,4,0,3,"25.07.2013","SP","11.07.2013","SP",2011,2012,2,1,1.5,1,10,FALSE,"05.08.2014",FALSE,TRUE,TRUE,2,3,TRUE,"25.07.2013",FALSE,TRUE,TRUE,"54896499","548964992013",3,21.6666666666667,18.2999992370605,24.7000007629395,0.148292090975187,3,16.7333335876465,3,0,12
1586,6543,5222,"M128",120,1,0,1,0,NA,2013-07-10,2013,99,4,3,3,"01.07.2014","SP","05.12.2014","C",2011,2012,2,1,1.5,1,2,FALSE,"20.05.2013",FALSE,FALSE,NA,4,2,FALSE,"15.02.2016",FALSE,TRUE,FALSE,"52226543","522265432013",1,17.9666668574015,14.3000001907349,21.2000007629395,0.193155010175017,3,17.1666673024495,3,0,12
1587,6638,5449,"M129",123,1,0,1,0,NA,2013-07-12,2013,101,3,1,2,"10.07.2014","SP","10.07.2014","SP",2011,2012,2,1,1.5,1,5,FALSE,"10.07.2014",TRUE,FALSE,NA,1,3,FALSE,"10.07.2014",FALSE,TRUE,TRUE,"54496638","544966382013",3,22.3000001907349,22.1000003814697,22.5,0.0126824711585422,2,17.8500003814697,2,0,12
1588,6638,5449,"M130",125,0,0,1,0,NA,NA,NA,NA,0,0,0,"10.07.2014","SP","10.07.2014","SP",2011,2012,NA,NA,NA,4,9,FALSE,"10.07.2014",TRUE,FALSE,NA,4,7,FALSE,"10.07.2014",FALSE,NA,NA,"54496638","54496638NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,5589,5616,"M131",69,1,0,1,0,NA,2013-07-15,2013,104,3,0,3,"06.07.2014","SP","29.04.2015","SP",2011,2011,2,2,2,3,5,FALSE,"29.04.2015",TRUE,FALSE,NA,3,5,FALSE,"06.07.2014",FALSE,TRUE,TRUE,"56165589","561655892013",5,20.9333337148031,20.1000003814697,22.5,0.0648580064076876,3,17.5,3,0,12
1590,5625,5195,"M132",137,1,0,1,0,NA,2013-07-15,2013,104,4,3,3,"26.07.2015","SP","26.07.2015","SP",2011,2011,2,2,2,1,4,FALSE,"26.07.2015",TRUE,FALSE,NA,1,4,FALSE,"26.07.2015",FALSE,TRUE,TRUE,"51955625","519556252013",4,20.4333330790202,17.8999996185303,22.8999996185303,0.122381616132616,3,18.2000001271566,3,0,12
1591,6370,5311,"M133",105,1,0,1,0,NA,2013-07-16,2013,105,4,1,3,"29.05.2014","SP","04.06.2015","SP",2011,2012,2,1,1.5,4,2,TRUE,"04.06.2015",TRUE,FALSE,NA,4,2,TRUE,"29.05.2014",FALSE,TRUE,TRUE,"53116370","531163702013",2,21.2999998728434,20.2999992370605,22.3999996185303,0.04946309970857,3,17.8666667938232,3,0,12
1592,6415,6377,"M134",422,1,0,1,0,NA,2013-07-01,2013,90,4,1,3,"03.07.2014","SP","09.07.2014","S",2012,2012,1,1,1,4,2,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"63776415","637764152013",1,13.7166668574015,7.69999980926514,20.2000007629395,0.360456104844118,6,16.1666669845581,3,3,12.6666666666667
1593,4854,4929,"M135",405,1,0,1,0,NA,2013-07-17,2013,106,5,1,3,"22.06.2015","SP","11.08.2015","SP",2010,2010,3,3,3,5,3,TRUE,"11.08.2015",TRUE,FALSE,NA,5,5,TRUE,"22.06.2015",FALSE,TRUE,TRUE,"49294854","492948542013",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,6374,6532,"M136",399,1,0,1,0,NA,2013-07-17,2013,106,4,2,3,"26.07.2014","SP","07.05.2015","S",2012,2012,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"65326374","653263742013",1,19.5666669209798,16,21.7000007629395,0.158871794175973,3,17.0666669209798,3,0,12
1595,6606,6493,"M137",423,1,0,1,0,NA,2013-07-17,2013,106,4,1,1,"17.07.2013","SP","07.08.2014","C",2012,2012,1,1,1,3,2,FALSE,"07.08.2014",TRUE,FALSE,NA,3,2,FALSE,"17.07.2013",FALSE,FALSE,NA,"64936606","649366062013",2,18,18,18,NA,1,16.8999996185303,1,0,12
1596,5407,6461,"M138",70,1,0,1,0,NA,2013-07-18,2013,107,2,1,1,"28.07.2015","SP","13.07.2015","SP",2012,2011,1,2,1.5,NA,1,NA,NA,NA,NA,NA,2,5,TRUE,NA,NA,NA,NA,"64615407","646154072013",1,25.2000007629395,25.2000007629395,25.2000007629395,NA,1,18.2999992370605,1,0,12
1597,4872,5675,"M139",72,1,0,1,0,NA,2013-07-18,2013,107,3,0,0,"13.07.2015","SP","02.12.2014","C",2011,2010,2,3,2.5,4,6,FALSE,"02.12.2014",TRUE,FALSE,NA,4,8,FALSE,"13.07.2015",FALSE,TRUE,TRUE,"56754872","567548722013",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
