"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","HatchingDate","BreedingYear","HatchingDayAfter0401","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MPrevNbRinged","MBroodNb","MPriorResidence","MPrevFemaleLastSeenAlive","MwithsameF","MDivorce","MDivorceforEx","FPrevNbRinged","FBroodNb","FPriorResidence","FPrevMaleLastSeenAlive","FwithsameM","FDivorce","FDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
1115,4078,4117,"I047",44,1,0,1,0,NA,2009-07-01,2009,90,4,3,3,"12.07.2009","SP","01.02.2011","C",2007,2008,2,1,1.5,3,3,TRUE,"01.02.2011",TRUE,FALSE,NA,3,3,TRUE,"12.07.2009",FALSE,TRUE,TRUE,"41174078","411740782009",3,25.3333333333333,25.1000003814697,25.7999992370605,0.0159524437728282,3,18.2666670481364,3,0,12
1116,4037,3442,"I048",56,1,0,1,0,NA,2009-07-03,2009,92,3,3,3,"14.07.2009","SP","19.11.2011","C",2006,2008,3,1,2,4,5,FALSE,"19.11.2011",TRUE,FALSE,NA,4,2,FALSE,"14.07.2009",FALSE,TRUE,TRUE,"34424037","344240372009",2,22.6666666666667,21.3999996185303,23.7000007629395,0.0515128531151879,3,18.3000005086263,3,0,12
1118,4062,3717,"I050",53,1,0,1,0,NA,2009-07-08,2009,97,5,3,3,"15.08.2010","S","20.07.2011","S",2007,2007,2,2,2,2,3,FALSE,"20.07.2011",TRUE,FALSE,NA,2,3,FALSE,"15.08.2010",FALSE,TRUE,TRUE,"37174062","371740622009",3,22.3333339691162,21.7000007629395,23.2000007629395,0.0347798561608028,3,18.2000001271566,3,0,12
1119,927,3445,"I051",82,1,0,1,0,NA,2009-07-08,2009,97,3,3,3,"06.08.2010","SP","19.07.2009","SP",2006,2003,3,6,4.5,3,2,TRUE,"19.07.2009",TRUE,FALSE,NA,3,10,TRUE,"06.08.2010",FALSE,TRUE,TRUE,"3445927","34459272009",2,22.0999997456868,19.5,23.5,0.101985708374627,3,17.2999998728434,3,0,12
1120,3050,3496,"I052",19,1,0,1,0,NA,2009-07-12,2009,101,3,3,3,"14.02.2012","C","23.07.2009","SP",2006,2005,3,4,3.5,2,7,TRUE,"23.07.2009",TRUE,FALSE,NA,2,8,TRUE,"14.02.2012",FALSE,TRUE,TRUE,"34963050","349630502009",5,25.2999992370605,25.2999992370605,25.2999992370605,0.00010183196554224,3,18.7666664123535,3,0,12
1121,4085,4072,"I053",133,1,0,1,0,"I changed the female from 4510 to 4085, from genetics. Julia",2009-07-18,2009,107,4,1,1,"05.07.2011","S","29.07.2009","SP",2008,2008,1,1,1,3,3,FALSE,"28.06.2009",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"40724085","407240852009",1,19.2999992370605,19.2999992370605,19.2999992370605,NA,1,16.5,1,0,12
1122,4049,4029,"I054",3,1,0,1,0,NA,2009-07-19,2009,108,2,2,2,"23.06.2010","EP","20.11.2011","C",2008,2008,1,1,1,2,2,FALSE,"20.11.2011",TRUE,FALSE,NA,2,2,FALSE,"23.06.2010",FALSE,TRUE,TRUE,"40294049","402940492009",2,20.3000001907349,20,20.6000003814697,0.0208997297680631,2,17.8000001907349,2,0,12
1124,4511,4039,"I056",136,1,0,1,0,NA,2009-07-22,2009,111,2,2,2,"10.08.2010","SP","02.08.2009","SP",2008,2007,1,2,1.5,2,2,FALSE,"08.06.2009",FALSE,FALSE,NA,3,3,FALSE,"10.07.2010",FALSE,TRUE,FALSE,"40394511","403945112009",1,24.5500001907349,23.6000003814697,25.5,0.0547252171302112,2,17.4499998092651,2,0,12
1125,3302,3359,"I057",124,1,0,1,0,NA,2009-07-23,2009,112,4,4,4,"17.11.2011","C","17.11.2011","C",2006,2006,3,3,3,4,6,FALSE,"17.11.2011",TRUE,FALSE,NA,4,8,FALSE,"17.11.2011",FALSE,TRUE,TRUE,"33593302","335933022009",5,23.375,20.7999992370605,26.1000003814697,0.0967623025261331,4,18.375,4,0,12
1126,4084,2605,"I058",144,1,0,1,0,NA,2009-07-24,2009,113,2,1,1,"04.08.2009","SP","07.08.2012","SP",2005,2008,4,1,2.5,2,8,FALSE,"07.08.2012",TRUE,FALSE,NA,2,3,FALSE,"04.08.2009",FALSE,TRUE,TRUE,"26054084","260540842009",3,25.6000003814697,25.6000003814697,25.6000003814697,NA,1,18.2999992370605,1,0,12
1127,4110,3370,"I059",134,1,0,1,0,"EGGS FAILED TO HATCH AND REMOVED ON 2 8 09",NA,NA,NA,0,0,0,"01.02.2011","C","23.07.2011","S",2006,2008,NA,NA,NA,1,8,TRUE,"23.07.2011",TRUE,FALSE,NA,2,10,TRUE,"26.07.2014",FALSE,NA,NA,"33704110","33704110NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,4034,3684,"I060",31,1,0,1,0,NA,2009-08-03,2009,123,4,2,2,"09.02.2012","C","14.08.2009","SP",2007,2008,2,1,1.5,2,3,TRUE,"03.06.2009",FALSE,FALSE,NA,4,2,FALSE,"22.06.2011",FALSE,TRUE,FALSE,"36844034","368440342009",1,24.1000003814697,23,25.2000007629395,0.0645491962506496,2,18.0500001907349,2,0,12
1129,4069,3285,"I061",72,1,0,1,0,NA,2009-08-03,2009,123,2,2,2,"28.07.2010","EP","14.08.2009","SP",2006,2008,3,1,2,4,9,TRUE,"14.08.2009",TRUE,FALSE,NA,4,4,TRUE,"28.07.2010",FALSE,TRUE,TRUE,"32854069","328540692009",2,25.5,25.5,25.5,0,2,18.3999996185303,2,0,12
1130,4059,3450,"I062",61,1,0,1,0,NA,2009-08-04,2009,124,3,3,3,"16.05.2011","EP","17.08.2014","SP",2006,2008,3,1,2,3,7,FALSE,"17.08.2014",TRUE,FALSE,NA,3,4,FALSE,"16.05.2011",FALSE,TRUE,TRUE,"34504059","345040592009",4,26.5,26.1000003814697,27,0.0172923866462876,3,19.2000001271566,3,0,12
1132,3302,3359,"J001",124,1,0,1,0,NA,2010-04-21,2010,19,4,2,3,"17.11.2011","C","17.11.2011","C",2006,2006,4,4,4,4,7,TRUE,"17.11.2011",TRUE,FALSE,NA,4,9,TRUE,"17.11.2011",FALSE,TRUE,TRUE,"33593302","335933022010",6,17.0142859050206,8.19999980926514,20.7000007629395,0.249205777119125,7,17.5,3,4,12.8571428571429
1133,4760,4109,"J002",121,1,0,1,0,NA,2010-04-25,2010,23,2,1,2,"22.07.2011","S","01.07.2010","S",2008,2008,2,2,2,NA,1,NA,NA,NA,NA,NA,4,2,FALSE,"04.07.2009",FALSE,FALSE,NA,"41094760","410947602010",1,20.4250001907349,15.8999996185303,23.7000007629395,0.189593485083431,4,17.8000001907349,2,2,12
1142,4110,3370,"J011",134,1,0,1,0,NA,2010-04-27,2010,25,2,0,0,"01.02.2011","C","23.07.2011","S",2006,2008,4,2,3,2,4,TRUE,"23.07.2011",TRUE,FALSE,NA,2,3,TRUE,"01.02.2011",FALSE,TRUE,TRUE,"33704110","337041102010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,3395,4072,"J012",133,1,0,1,0,NA,2010-05-04,2010,32,5,0,0,"05.07.2011","S","17.08.2010","SP",2008,2006,2,4,3,1,4,TRUE,"29.07.2009",FALSE,FALSE,NA,0,5,FALSE,"20.07.2014",FALSE,TRUE,FALSE,"40723395","407233952010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,4084,4757,"J013",143,1,0,1,0,NA,2010-05-07,2010,35,5,2,2,"21.07.2014","SP","07.08.2012","SP",2009,2008,1,2,1.5,NA,1,NA,NA,NA,NA,NA,1,4,FALSE,"04.08.2009",FALSE,FALSE,NA,"47574084","475740842010",1,22.9999995231628,20.7999992370605,24.7999992370605,0.0730987003266328,4,18.3999996185303,2,2,12
1145,4744,4682,"J014",15,1,0,1,0,NA,2010-05-08,2010,36,4,0,2,"04.06.2015","SP","04.08.2010","SP",2009,2009,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"46824744","468247442010",1,15.7750000953674,11.3999996185303,20.1000003814697,0.234997620401243,4,15.2500004768372,2,2,12
1146,4078,4071,"J015",44,1,0,1,0,NA,2010-05-08,2010,36,5,1,3,"17.07.2011","S","01.02.2011","C",2008,2008,2,2,2,NA,1,NA,NA,NA,NA,NA,3,4,TRUE,"12.07.2009",FALSE,FALSE,NA,"40714078","407140782010",1,20.2166668574015,17.2999992370605,23.7000007629395,0.11189921627804,6,17.3000005086263,3,3,12
1148,4585,4703,"J017",16,1,0,1,0,NA,2010-05-09,2010,37,4,1,2,"22.05.2010","SP","17.06.2011","S",2009,2009,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"47034585","470345852010",1,20.1400001525879,17.2999992370605,22.2000007629395,0.0975894139633678,5,16.75,2,3,12.8
1151,4619,4664,"J020",26,1,0,1,0,NA,2010-05-15,2010,43,5,1,5,"10.05.2011","S","10.08.2011","C",2009,2009,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"46644619","466446192010",1,18.110000038147,12.3000001907349,20.2000007629395,0.147649225522685,10,16.2399997711182,5,5,12
1152,4754,4573,"J021",80,1,0,1,0,NA,NA,NA,NA,0,0,0,"04.07.2010","SP","04.07.2010","SP",2009,2009,NA,NA,NA,2,2,FALSE,"04.07.2010",TRUE,FALSE,NA,2,2,FALSE,"04.07.2010",FALSE,NA,NA,"45734754","45734754NA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,4663,4512,"J022",126,0,0,1,0,NA,2010-05-27,2010,55,4,2,3,"03.06.2010","S","31.07.2014","SP",2008,2009,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"45124663","451246632010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,4110,3370,"J023",134,1,0,1,0,NA,2010-05-26,2010,54,3,2,3,"01.02.2011","C","23.07.2011","S",2006,2008,4,2,3,0,5,TRUE,"23.07.2011",TRUE,FALSE,NA,0,4,TRUE,"01.02.2011",FALSE,TRUE,TRUE,"33704110","337041102010",4,17.3333333333333,13.6000003814697,21.1000003814697,0.2163525898294,3,16.3333336512248,3,0,11
1155,3302,3359,"J024",124,1,0,1,0,NA,2010-05-29,2010,57,3,3,3,"17.11.2011","C","17.11.2011","C",2006,2006,4,4,4,3,8,TRUE,"17.11.2011",TRUE,FALSE,NA,3,10,TRUE,"17.11.2011",FALSE,TRUE,TRUE,"33593302","335933022010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,4049,4039,"J025",137,1,0,1,0,NA,2010-05-31,2010,59,4,3,3,"10.08.2010","SP","20.11.2011","C",2008,2008,2,2,2,2,3,FALSE,"02.08.2009",FALSE,FALSE,NA,2,3,FALSE,"23.06.2010",FALSE,TRUE,FALSE,"40394049","403940492010",1,24.2333335876465,22.6000003814697,25.7000007629395,0.0642382703704875,3,18.1333332061768,3,0,12
1157,4037,4753,"J026",136,1,0,1,0,NA,2010-05-31,2010,59,4,2,2,"20.07.2011","S","19.11.2011","C",2009,2008,1,2,1.5,NA,1,NA,NA,NA,NA,NA,3,3,FALSE,"14.07.2009",FALSE,FALSE,NA,"47534037","475340372010",1,26.5,25.6000003814697,27.3999996185303,0.0480298221880919,2,18.75,2,0,12
1158,3395,4072,"J027",133,1,0,1,0,NA,2010-05-31,2010,59,5,0,0,"05.07.2011","S","17.08.2010","SP",2008,2006,2,4,3,0,5,TRUE,"17.08.2010",TRUE,FALSE,NA,0,6,TRUE,"05.07.2011",FALSE,TRUE,TRUE,"40723395","407233952010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,4759,3764,"J028",18,1,0,1,0,NA,2010-05-25,2010,53,1,0,1,"20.07.2014","SP","20.11.2011","C",2007,2008,3,2,2.5,1,4,TRUE,"12.07.2009",FALSE,FALSE,NA,3,2,FALSE,"09.07.2009",FALSE,FALSE,NA,"37644759","376447592010",1,23.3999996185303,23.3999996185303,23.3999996185303,NA,1,19.2999992370605,1,0,12
1161,NA,4698,"J030",131,0,0,0,0,"rings of male are cz/mv but DB won't accept this combination
20160302. Aaron Sibma. Removed social father and sighting due to father being reported as cz/mv and entered as wc/mv. This makes no sense",NA,NA,NA,0,0,0,"12.07.2009","C",NA,NA,2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4698NA","4698NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,NA,3684,"J036",31,0,0,0,0,NA,NA,NA,NA,0,0,0,"09.02.2012","C",NA,NA,2007,NA,NA,NA,NA,2,10,FALSE,"14.11.2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3684NA","3684NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,4059,3450,"J031",61,1,0,1,0,NA,2010-06-04,2010,63,4,3,4,"16.05.2011","EP","17.08.2014","SP",2006,2008,4,2,3,3,8,TRUE,"17.08.2014",TRUE,FALSE,NA,3,5,TRUE,"16.05.2011",FALSE,TRUE,TRUE,"34504059","345040592010",5,26.5,23.7999992370605,29.1000003814697,0.082387501408047,4,18.8499999046326,4,0,12
1164,4723,4119,"J032",32,1,0,1,0,NA,2010-06-06,2010,65,4,3,4,"28.07.2010","SP","19.02.2016","C",2008,2009,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"41194723","411947232010",1,22.8000001907349,21.6000003814697,24.6000003814697,0.0627465187648281,4,17.5750002861023,4,0,12
1165,4062,3717,"J033",40,1,0,1,0,NA,2010-06-06,2010,65,5,4,5,"15.08.2010","S","20.07.2011","S",2007,2007,3,3,3,3,4,FALSE,"20.07.2011",TRUE,FALSE,NA,3,4,FALSE,"15.08.2010",FALSE,TRUE,TRUE,"37174062","371740622010",4,20.4399995803833,13.6999998092651,23.2999992370605,0.189404730488997,5,16.960000038147,5,0,12
1166,4739,4070,"J034",55,1,0,1,0,NA,2010-06-06,2010,65,2,1,2,"22.06.2011","SP","15.07.2014","S",2008,2009,2,1,1.5,4,3,FALSE,"14.08.2009",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"40704739","407047392010",1,23.3999996185303,23.2999992370605,23.5,0.00604203375733074,2,16.5500001907349,2,0,12
1167,4760,4109,"J035",120,1,0,1,0,"Brood records in books are a mess…",2010-06-01,2010,60,2,1,2,"22.07.2011","S","01.07.2010","S",2008,2008,2,2,2,2,2,FALSE,"01.07.2010",TRUE,FALSE,NA,2,3,FALSE,"22.07.2011",FALSE,TRUE,TRUE,"41094760","410947602010",2,25.6499996185303,22.2999992370605,28,0.0964732174432322,4,17.6500000953674,4,0,12
1168,4084,4757,"J037",143,1,0,1,0,NA,2010-06-10,2010,69,3,0,0,"21.07.2014","SP","07.08.2012","SP",2009,2008,1,2,1.5,2,2,TRUE,"07.08.2012",TRUE,FALSE,NA,2,5,TRUE,"21.07.2014",FALSE,TRUE,TRUE,"47574084","475740842010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,4078,4071,"J040",45,1,0,1,0,NA,2010-06-16,2010,75,5,0,4,"17.07.2011","S","01.02.2011","C",2008,2008,2,2,2,3,2,FALSE,"01.02.2011",TRUE,FALSE,NA,3,5,FALSE,"17.07.2011",FALSE,TRUE,TRUE,"40714078","407140782010",2,21.5499997138977,19.7999992370605,23.8999996185303,0.0871022164631673,4,17.9250001907349,4,0,11
1172,4744,4682,"J041",13,1,0,1,0,NA,2010-06-19,2010,78,4,3,4,"04.06.2015","SP","04.08.2010","SP",2009,2009,1,1,1,2,2,FALSE,"04.08.2010",TRUE,FALSE,NA,2,2,FALSE,"04.06.2015",FALSE,TRUE,TRUE,"46824744","468247442010",2,23.3750004768372,21.7000007629395,25.2000007629395,0.0659411480815571,4,17.9999995231628,4,0,12
1173,4619,4664,"J042",26,1,0,1,0,NA,2010-06-21,2010,80,5,1,5,"10.05.2011","S","10.08.2011","C",2009,2009,1,1,1,5,2,TRUE,"10.08.2011",TRUE,FALSE,NA,5,2,TRUE,"10.05.2011",FALSE,TRUE,TRUE,"46644619","466446192010",2,21.9,20.2999992370605,24,0.0694754431459503,5,18.0399997711182,5,0,12
1174,3395,4072,"J043",133,1,0,1,0,NA,2010-06-21,2010,80,4,1,3,"05.07.2011","S","17.08.2010","SP",2008,2006,2,4,3,0,6,TRUE,"17.08.2010",TRUE,FALSE,NA,0,7,TRUE,"05.07.2011",FALSE,TRUE,TRUE,"40723395","407233952010",3,17.6800001144409,12.8000001907349,21,0.187566292616649,5,16.6333332061768,3,2,12
1175,4754,4573,"J044",82,1,0,1,0,"20160229 Aaron Sibma. Checked ID certain for both parens because they enter the nestbox",2010-06-23,2010,82,3,1,2,"04.07.2010","SP","04.07.2010","SP",2009,2009,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"45734754","457347542010",1,24.5,24.1000003814697,24.8999996185303,0.0230894652517603,2,17.6999998092651,2,0,12
1176,4759,3764,"J045",19,1,0,1,0,NA,2010-07-04,2010,93,5,4,5,"20.07.2014","SP","20.11.2011","C",2007,2008,3,2,2.5,1,5,FALSE,"20.11.2011",TRUE,FALSE,NA,1,3,FALSE,"20.07.2014",FALSE,TRUE,TRUE,"37644759","376447592010",2,22.4400001525879,20.2000007629395,23.7000007629395,0.061150881947923,5,17.8599998474121,5,0,12
1177,4084,4757,"J046",143,1,0,1,0,NA,2010-07-06,2010,95,4,4,4,"21.07.2014","SP","07.08.2012","SP",2009,2008,1,2,1.5,0,3,TRUE,"07.08.2012",TRUE,FALSE,NA,0,6,TRUE,"21.07.2014",FALSE,TRUE,TRUE,"47574084","475740842010",3,22.4499998092651,21.7999992370605,23.1000003814697,0.026849626002047,4,18.3499994277954,4,0,12
1178,NA,4686,"J047",42,0,0,0,0,NA,NA,NA,NA,0,0,0,"25.07.2011","S",NA,NA,2009,NA,NA,NA,NA,3,4,FALSE,"27.07.2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4686NA","4686NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,4059,3450,"J048",61,1,0,1,0,NA,2010-07-08,2010,97,3,1,1,"16.05.2011","EP","17.08.2014","SP",2006,2008,4,2,3,4,9,TRUE,"17.08.2014",TRUE,FALSE,NA,4,6,TRUE,"16.05.2011",FALSE,TRUE,TRUE,"34504059","345040592010",6,26.2999992370605,26.2999992370605,26.2999992370605,NA,1,18.2999992370605,1,0,12
1180,4380,3684,"J049",238,1,0,1,0,NA,2010-07-07,2010,96,4,4,4,"09.02.2012","C","14.11.2011","C",2007,2004,3,6,4.5,2,4,FALSE,"14.08.2009",FALSE,FALSE,NA,2,10,FALSE,"28.07.2010",FALSE,TRUE,FALSE,"36844380","368443802010",1,24.4749999046326,22.8999996185303,26.2999992370605,0.0576250894734423,4,18.8249998092651,4,0,12
1181,4037,4753,"J050",136,1,0,1,0,NA,2010-07-07,2010,96,3,3,3,"20.07.2011","S","19.11.2011","C",2009,2008,1,2,1.5,2,2,TRUE,"19.11.2011",TRUE,FALSE,NA,2,4,TRUE,"20.07.2011",FALSE,TRUE,TRUE,"47534037","475340372010",2,24.4333330790202,24.1000003814697,24.7999992370605,0.0143732821890315,3,18.5,3,0,12
1182,4049,4722,"J051",137,1,0,1,0,NA,2010-07-08,2010,97,4,2,4,"26.07.2014","SP","20.11.2011","C",2009,2008,1,2,1.5,NA,1,NA,NA,NA,NA,NA,3,4,TRUE,"10.08.2010",FALSE,TRUE,FALSE,"47224049","472240492010",1,22.5,21,23.3999996185303,0.0467548185001668,4,17.6000003814697,4,0,12
1184,3395,3496,"J053",104,1,0,1,0,NA,2010-07-14,2010,103,3,1,1,"14.02.2012","C","17.08.2010","SP",2006,2006,4,4,4,3,8,FALSE,"23.07.2009",FALSE,FALSE,NA,3,8,FALSE,"05.07.2011",FALSE,TRUE,FALSE,"34963395","349633952010",1,17.1333335240682,13.1000003814697,22.7999992370605,0.210073454956265,6,14.4666665395101,3,3,13
1185,4739,4070,"J054",55,1,0,1,0,NA,2010-07-14,2010,103,3,3,3,"22.06.2011","SP","15.07.2014","S",2008,2009,2,1,1.5,2,4,TRUE,"15.07.2014",TRUE,FALSE,NA,2,2,TRUE,"22.06.2011",FALSE,TRUE,TRUE,"40704739","407047392010",2,20.9833335876465,16.2000007629395,25.3999996185303,0.155668603020333,6,16.9166668256124,6,0,13
1186,4110,3370,"J070",134,1,0,1,0,NA,2010-07-06,2010,95,3,0,0,"01.02.2011","C","23.07.2011","S",2006,2008,4,2,3,3,6,TRUE,"23.07.2011",TRUE,FALSE,NA,3,5,TRUE,"01.02.2011",FALSE,TRUE,TRUE,"33704110","337041102010",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,3302,3359,"J056",124,1,0,1,0,NA,2010-07-06,2010,95,3,3,3,"17.11.2011","C","17.11.2011","C",2006,2006,4,4,4,3,9,TRUE,"17.11.2011",TRUE,FALSE,NA,3,11,TRUE,"17.11.2011",FALSE,TRUE,TRUE,"33593302","335933022010",8,25,24.2999992370605,25.6000003814697,0.0262304614784986,3,18.7000001271566,3,0,12
1188,4062,3717,"J057",41,1,0,1,0,NA,2010-07-15,2010,104,4,1,3,"15.08.2010","S","20.07.2011","S",2007,2007,3,3,3,5,5,FALSE,"20.07.2011",TRUE,FALSE,NA,5,5,FALSE,"15.08.2010",FALSE,TRUE,TRUE,"37174062","371740622010",5,23.2999998728434,20.3999996185303,25.7999992370605,0.116829711087336,3,17.466667175293,3,0,12
1189,4078,4071,"J058",47,1,0,1,0,NA,2010-07-20,2010,109,3,2,3,"17.07.2011","S","01.02.2011","C",2008,2008,2,2,2,4,3,FALSE,"01.02.2011",TRUE,FALSE,NA,4,6,FALSE,"17.07.2011",FALSE,TRUE,TRUE,"40714078","407140782010",3,19.9749999046326,16,22.7000007629395,0.159592887472987,4,17.6666666666667,3,1,12.5
1190,4744,4682,"J059",13,1,0,1,0,NA,2010-07-24,2010,113,3,2,3,"04.06.2015","SP","04.08.2010","SP",2009,2009,1,1,1,4,3,TRUE,"04.08.2010",TRUE,FALSE,NA,4,3,TRUE,"04.06.2015",FALSE,TRUE,TRUE,"46824744","468247442010",3,25.2333335876465,23.7000007629395,26.6000003814697,0.0577476397571444,3,18.4666665395101,3,0,12
1191,4689,3445,"J060",83,1,0,1,0,NA,2010-07-26,2010,115,3,1,3,"06.08.2010","SP","06.08.2010","SP",2006,2009,4,1,2.5,3,3,FALSE,"19.07.2009",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"34454689","344546892010",1,24.4000002543132,22.2999992370605,26.2000007629395,0.0806244054338824,3,19.4333330790202,3,0,12
1192,4619,4664,"J061",26,1,0,1,0,NA,2010-07-27,2010,116,2,1,2,"10.05.2011","S","10.08.2011","C",2009,2009,1,1,1,5,3,TRUE,"10.08.2011",TRUE,FALSE,NA,5,3,TRUE,"10.05.2011",FALSE,TRUE,TRUE,"46644619","466446192010",3,23.1000003814697,22.6000003814697,23.6000003814697,0.030610575233703,2,18.3000001907349,2,0,12
1193,4110,3370,"J062",134,1,0,1,0,NA,2010-07-29,2010,118,1,0,1,"01.02.2011","C","23.07.2011","S",2006,2008,4,2,3,0,7,TRUE,"23.07.2011",TRUE,FALSE,NA,0,6,TRUE,"01.02.2011",FALSE,TRUE,TRUE,"33704110","337041102010",6,24.2999992370605,24.2999992370605,24.2999992370605,NA,1,17.8999996185303,1,0,12
1194,4723,4119,"J063",32,1,0,1,0,NA,2010-07-15,2010,104,1,0,1,"28.07.2010","SP","19.02.2016","C",2008,2009,2,1,1.5,4,2,TRUE,"19.02.2016",TRUE,FALSE,NA,4,2,TRUE,"28.07.2010",FALSE,TRUE,TRUE,"41194723","411947232010",2,20.25,18.6000003814697,21.8999996185303,0.115232293694344,2,16.25,2,0,13
1195,4059,3450,"J064",61,1,0,1,0,NA,2010-08-10,2010,130,2,2,2,"16.05.2011","EP","17.08.2014","SP",2006,2008,4,2,3,1,10,TRUE,"17.08.2014",TRUE,FALSE,NA,1,7,TRUE,"16.05.2011",FALSE,TRUE,TRUE,"34504059","345040592010",7,26.5,26.3999996185303,26.6000003814697,0.0053311147759508,2,18.8499994277954,2,0,11
1196,4679,4745,"J065",261,1,0,1,0,NA,2010-07-24,2010,113,3,2,3,"20.07.2014","S","02.02.2011","C",2009,2009,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"47454679","474546792010",1,24.0333334604899,22.6000003814697,25.7999992370605,0.067649143738597,3,17.1666673024495,3,0,12
1197,4721,4039,"J066",139,1,0,1,0,NA,2010-07-30,2010,119,3,2,2,"10.08.2010","SP","20.11.2011","C",2008,2009,2,1,1.5,3,4,FALSE,"20.11.2011",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"40394721","403947212010",1,21.1749997138977,18.3999996185303,23.8999996185303,0.140748638320274,4,17.8249998092651,4,0,12.5
1198,3395,4072,"J067",133,1,0,1,0,NA,2010-08-04,2010,124,4,2,3,"05.07.2011","S","17.08.2010","SP",2008,2006,2,4,3,3,7,TRUE,"17.08.2010",TRUE,FALSE,NA,1,9,FALSE,"14.02.2012",FALSE,TRUE,TRUE,"40723395","407233952010",4,20.6166664759318,17.7999992370605,22.3999996185303,0.0772069267525892,6,16.7166666984558,6,0,13
1199,4380,3684,"J068",238,1,0,1,0,NA,2010-08-17,2010,137,2,0,0,"09.02.2012","C","14.11.2011","C",2007,2004,3,6,4.5,4,5,TRUE,"14.11.2011",TRUE,FALSE,NA,4,11,TRUE,"09.02.2012",FALSE,TRUE,TRUE,"36844380","368443802010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4760,4060,"J071",120,1,0,1,0,NA,NA,NA,NA,0,0,0,"17.11.2011","C","01.07.2010","S",2008,2008,NA,NA,NA,3,7,TRUE,"03.08.2011",FALSE,NA,NA,2,4,TRUE,"22.07.2011",FALSE,NA,NA,"40604760","40604760NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,4744,4098,"K001",13,1,0,0,0,NA,2011-04-28,2011,26,3,1,2,"07.02.2012","C","04.08.2010","SP",2008,2009,3,2,2.5,NA,1,NA,NA,NA,NA,NA,3,4,TRUE,"04.06.2015",FALSE,TRUE,FALSE,"40984744","409847442011",1,24.8999996185303,24.3999996185303,25.3999996185303,0.0283977634702182,2,17,2,0,12
1202,4854,4907,"K002",17,1,0,1,0,NA,2011-04-26,2011,24,4,0,3,"10.07.2011","S","11.08.2015","SP",2010,2010,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"49074854","490748542011",1,23.6333332061768,22.7999992370605,24.5,0.035986957881778,3,17.5666662851969,3,0,14
1203,4084,4757,"K003",143,1,0,1,0,NA,2011-04-28,2011,26,4,2,2,"21.07.2014","SP","07.08.2012","SP",2009,2008,2,3,2.5,4,4,TRUE,"07.08.2012",TRUE,FALSE,NA,4,7,TRUE,"21.07.2014",FALSE,TRUE,TRUE,"47574084","475740842011",4,24,23.2999992370605,24.7000007629395,0.0412474845350447,2,18.75,2,0,12
