sort	DVDRef	Filename	MVisit1	FVisit1	MVisit2	FVisit2	ShareTime1	MTime1	FTime1	MTime2	FTime2	Protocol	ShareTime12	NbAlternation	EffectiveTime	MFTime1	MFTime02	MFTime2	FVisit1RateH	MVisit1RateH	DiffVisit1Rate	FTime1RateH	MTime1RateH	DiffTime1Rate	AlternationValue
1598	3683	2013\VM0357.xlsx	18	22	NA	NA	0.8	27.5	27.6	NA	NA	Issie	NA	22	88.9	54.3	34.6	NA	15	12	3	18.63	18.56	0.07	56.4
1599	3685	2013\VM0359.xlsx	7	9	NA	NA	0	11.9	28.2	NA	NA	Issie	NA	13	80.7	40.1	40.6	NA	7	5	2	20.97	8.85	12.12	86.7
1600	3686	2013\VM0360.xlsx	15	18	NA	NA	0.2	16.9	23.1	NA	NA	Issie	NA	21	88.3	39.8	48.5	NA	12	10	2	15.7	11.48	4.22	65.6
1601	3689	2013\VM0363.xlsx	18	9	NA	NA	0	2.6	11.9	NA	NA	Issie	NA	16	87.3	14.5	72.8	NA	6	12	6	8.18	1.79	6.39	61.5
1602	3690	2013\VM0364.xlsx	13	10	NA	NA	0	11.8	23.2	NA	NA	Issie	NA	13	88.7	35	53.7	NA	7	9	2	15.69	7.98	7.71	59.1
1603	3692	2013\VM0366.xlsx	1	1	NA	NA	0	0.2	0.2	NA	NA	Issie	NA	1	3	0.4	2.6	NA	20	20	0	4	4	0	100
1604	3693	2013\VM0367.xlsx	15	10	NA	NA	0	50.5	28.9	NA	NA	Issie	NA	15	90	79.4	10.6	NA	7	10	3	19.27	33.67	14.4	62.5
1605	3699	2013\VM0373.xlsx	17	24	NA	NA	0	2.1	13	NA	NA	Issie	NA	26	86.5	15.1	71.4	NA	17	12	5	9.02	1.46	7.56	65
1606	3700	2013\VM0374.xlsx	15	28	NA	NA	0	1.7	15.6	NA	NA	Issie	NA	26	82.8	17.3	65.5	NA	20	11	9	11.3	1.23	10.07	61.9
1607	3705	2013\VM0379.xlsx	13	14	NA	NA	0.1	18.6	30.4	NA	NA	Issie	NA	18	87	48.9	38.1	NA	10	9	1	20.97	12.83	8.14	69.2
1608	3709	2013\VM0382.xlsx	22	20	NA	NA	0	5.1	12.7	NA	NA	Issie	NA	27	88	17.8	70.2	NA	14	15	1	8.66	3.48	5.18	65.9
1609	3711	2013\VM0384.xlsx	NA	NA	NA	NA	NA	NA	NA	NA	NA	Issie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	3712	2013\VM0385.xlsx	6	14	NA	NA	0	1.3	5.8	NA	NA	Issie	NA	10	83.4	7.1	76.3	NA	10	4	6	4.17	0.94	3.23	52.6
1611	3713	2013\VM0386.xlsx	9	9	NA	NA	0	6.4	20.3	NA	NA	Issie	NA	13	75.4	26.7	48.7	NA	7	7	0	16.15	5.09	11.06	76.5
1612	3714	2013\VM0387.xlsx	0	10	NA	NA	0	0	55.6	NA	NA	Issie	NA	0	90	55.6	34.4	NA	7	0	7	37.07	0	37.07	0
1613	3715	2013\VM0388.xlsx	9	22	NA	NA	0.1	3.5	9.7	NA	NA	Issie	NA	13	85.8	13.1	72.7	NA	15	6	9	6.78	2.45	4.33	43.3
1614	3719	2013\VM0392.xlsx	7	4	NA	NA	0	11.6	11.1	NA	NA	Issie	NA	8	80.2	22.7	57.5	NA	3	5	2	8.3	8.68	0.38	80
1615	3725	2013\VM0398.xlsx	19	21	NA	NA	0.3	4.7	30.8	NA	NA	Issie	NA	21	87	35.2	51.8	NA	14	13	1	21.24	3.24	18	53.8
1616	3726	2013\VM0399.xlsx	7	7	NA	NA	0.3	21.6	43	NA	NA	Issie	NA	10	86.4	64.3	22.1	NA	5	5	0	29.86	15	14.86	76.9
1617	3730	2013\VM0403.xlsx	2	14	NA	NA	0	0.3	44.5	NA	NA	Issie	NA	2	85.9	44.8	41.1	NA	10	1	9	31.08	0.21	30.87	13.3
1618	3738	2013\VM0411.xlsx	19	13	NA	NA	0.7	9.3	21.1	NA	NA	Issie	NA	19	86.2	29.7	56.5	NA	9	13	4	14.69	6.47	8.22	61.3
1619	3740	2013\VM0413.xlsx	8	14	NA	NA	0.1	24.1	30.5	NA	NA	Issie	NA	16	88.1	54.5	33.6	NA	10	5	5	20.77	16.41	4.36	76.2
1620	3745	2013\VM0418.xlsx	1	5	NA	NA	0	0.2	28.6	NA	NA	Issie	NA	2	83.4	28.8	54.6	NA	4	1	3	20.58	0.14	20.44	40
1621	3751	2013\VM0423.xlsx	17	27	NA	NA	0.4	3.9	35.6	NA	NA	Issie	NA	32	89.3	39.1	50.2	NA	18	11	7	23.92	2.62	21.3	74.4
1622	3754	2013\VM0426.xlsx	11	12	NA	NA	0.2	26.2	30.4	NA	NA	Issie	NA	19	89	56.4	32.6	NA	8	7	1	20.49	17.66	2.83	86.4
1623	3758	2013\VM0430.xlsx	9	20	NA	NA	0	7.6	15.1	NA	NA	Issie	NA	12	89.3	22.7	66.6	NA	13	6	7	10.15	5.11	5.04	42.9
1624	3772	2013\VM0450.xlsx	16	23	NA	NA	0.7	5.2	4.7	NA	NA	Issie	NA	16	88.9	9.2	79.7	NA	16	11	5	3.17	3.51	0.34	42.1
1625	3777	2013\VM0443.xlsx	11	11	NA	NA	0.2	8.3	11.4	NA	NA	Issie	NA	11	86.4	19.5	66.9	NA	8	8	0	7.92	5.76	2.16	52.4
1626	3787	2013\VM0461.xlsx	12	16	NA	NA	0.3	5.2	41.7	NA	NA	Issie	NA	16	89.9	46.6	43.3	NA	11	8	3	27.83	3.47	24.36	59.3
1627	3788	2013\VM0462.xlsx	8	16	NA	NA	0	3.1	15.2	NA	NA	Issie	NA	13	86	18.3	67.7	NA	11	6	5	10.6	2.16	8.44	56.5
1628	3789	2013\VM0463.xlsx	13	16	NA	NA	0	19.9	14.8	NA	NA	Issie	NA	17	89.1	34.7	54.4	NA	11	9	2	9.97	13.4	3.43	60.7
1629	3790	2013\VM0465.xlsx	29	19	NA	NA	0.7	7.3	14.4	NA	NA	Issie	NA	30	89.4	21	68.4	NA	13	19	6	9.66	4.9	4.76	63.8
1630	3800	2013\VM0455.xlsx	4	8	NA	NA	0	2.6	4	NA	NA	Issie	NA	6	39.10000153	6.6	32.5	NA	12	6	6	6.14	3.99	2.15	54.5
1631	3801	2013\VM0456.xlsx	13	16	NA	NA	0.1	7.5	13.3	NA	NA	Issie	NA	13	88.3	20.7	67.6	NA	11	9	2	9.04	5.1	3.94	46.4
1632	3821	2013\VM0491.xlsx	12	8	NA	NA	0.5	23.3	42.7	NA	NA	Issie	NA	11	88.8	65.5	23.3	NA	5	8	3	28.85	15.74	13.11	57.9
1633	3823	2013\VM0493.xlsx	14	10	NA	NA	1.2	25	23.4	NA	NA	Issie	NA	15	90	47.2	42.8	NA	7	9	2	15.6	16.67	1.07	65.2
1634	3824	2013\VM0494.xlsx	18	10	NA	NA	0.1	14.3	27	NA	NA	Issie	NA	15	89	41.2	47.8	NA	7	12	5	18.2	9.64	8.56	55.6
1635	3828	2013\VM0498.xlsx	18	21	NA	NA	0.2	2.3	19.7	NA	NA	Issie	NA	16	87.5	21.8	65.7	NA	14	12	2	13.51	1.58	11.93	42.1
1636	3829	2013\VM0499.xlsx	25	12	NA	NA	0.4	10.5	14.5	NA	NA	Issie	NA	15	73.80000305	24.6	49.2	NA	10	20	10	11.79	8.54	3.25	41.7
1637	3832	2013\VM0501.xlsx	25	18	NA	NA	0.2	11.1	43.2	NA	NA	Issie	NA	27	88.2	54.1	34.1	NA	12	17	5	29.39	7.55	21.84	64.3
1638	3835	2013\VM0504.xlsx	38	7	NA	NA	0	7.4	1	NA	NA	Issie	NA	14	79.89999847	8.4	71.5	NA	5	29	24	0.75	5.56	4.81	31.8
1639	3839	2013\VM0506.xlsx	12	21	NA	NA	0	8.9	21.1	NA	NA	Issie	NA	22	89	30	59	NA	14	8	6	14.22	6	8.22	68.8
1640	3843	2013\VM0510.xlsx	11	8	NA	NA	0.7	3.4	10.3	NA	NA	Issie	NA	13	88.4	13	75.4	NA	5	7	2	6.99	2.31	4.68	72.2
1641	3856	2013\VM0521.xlsx	15	4	NA	NA	0.1	4	13.3	NA	NA	Issie	NA	7	87	17.2	69.8	NA	3	10	7	9.17	2.76	6.41	38.9
1642	3858	2013\VM0523.xlsx	12	14	NA	NA	0.6	3.1	11	NA	NA	Issie	NA	15	87.9	13.5	74.4	NA	10	8	2	7.51	2.12	5.39	60
1643	3861	2013\VM0526.xlsx	35	21	NA	NA	0.1	16.6	9.5	NA	NA	Issie	NA	27	88.8	26	62.8	NA	14	24	10	6.42	11.22	4.8	49.1
1644	3863	2013\VM0528.xlsx	10	14	NA	NA	1.4	6.7	42.6	NA	NA	Issie	NA	12	81.20000153	47.9	33.3	NA	10	7	3	31.48	4.95	26.53	52.2
1645	3864	2013\VM0529.xlsx	27	25	NA	NA	0.5	5.5	35.7	NA	NA	Issie	NA	32	88.1	40.7	47.4	NA	17	18	1	24.31	3.75	20.56	62.7
1646	3869	2013\VM0534.xlsx	17	7	NA	NA	0.3	3.9	11.1	NA	NA	Issie	NA	6	88.3	14.7	73.6	NA	5	12	7	7.54	2.65	4.89	26.1
1647	3870	2013\VM0535.xlsx	13	22	NA	NA	0.2	9	9.6	NA	NA	Issie	NA	18	82.7	18.4	64.3	NA	16	9	7	6.96	6.53	0.43	52.9
1648	3877	2013\VM0540.xlsx	17	17	NA	NA	0.1	2.4	22.4	NA	NA	Issie	NA	18	85.3	24.7	60.6	NA	12	12	0	15.76	1.69	14.07	54.5
1649	3879	2013\VM0542.xlsx	11	15	NA	NA	0	10.5	16.9	NA	NA	Issie	NA	14	87.1	27.4	59.7	NA	10	8	2	11.64	7.23	4.41	56
1650	3882	2013\VM0545.xlsx	0	11	NA	NA	0	0	48.5	NA	NA	Issie	NA	0	80.7	48.5	32.2	NA	8	0	8	36.06	0	36.06	0
1651	3883	2013\VM0546.xlsx	4	8	NA	NA	0	4.4	37.5	NA	NA	Issie	NA	6	89	41.9	47.1	NA	5	3	2	25.28	2.97	22.31	54.5
1652	3886	2013\VM0549.xlsx	13	8	NA	NA	0	8.3	9.6	NA	NA	Issie	NA	11	88.9	17.9	71	NA	5	9	4	6.48	5.6	0.88	55
1653	3887	2013\VM0550.xlsx	17	18	NA	NA	0.3	6.3	22.4	NA	NA	Issie	NA	24	87.3	28.4	58.9	NA	12	12	0	15.4	4.33	11.07	70.6
1654	3889	2013\VM0552.xlsx	12	8	NA	NA	0.2	8	16.1	NA	NA	Issie	NA	14	87.9	23.9	64	NA	5	8	3	10.99	5.46	5.53	73.7
1655	3890	2013\VM0553.xlsx	15	15	NA	NA	0.2	7.9	37.1	NA	NA	Issie	NA	19	89.5	44.8	44.7	NA	10	10	0	24.87	5.3	19.57	65.5
1656	3891	2013\VM0554.xlsx	18	25	NA	NA	0.9	4.8	38.2	NA	NA	Issie	NA	23	88.1	42.1	46	NA	17	12	5	26.02	3.27	22.75	54.8
1657	3892	2013\VM0555.xlsx	15	29	NA	NA	0.7	10.1	13.7	NA	NA	Issie	NA	22	89.2	23.1	66.1	NA	20	10	10	9.22	6.79	2.43	51.2
1658	3895	2013\VM0557.xlsx	4	14	NA	NA	0.1	15.2	46.8	NA	NA	Issie	NA	6	85.8	61.9	23.9	NA	10	3	7	32.73	10.63	22.1	35.3
1659	3896	2013\VM0558.xlsx	10	12	NA	NA	0	3.5	14	NA	NA	Issie	NA	13	71.79999847	17.5	54.3	NA	10	8	2	11.7	2.92	8.78	61.9
1660	3902	2013\VM0563.xlsx	8	7	NA	NA	0.1	25	32.1	NA	NA	Issie	NA	6	80.6	57	23.6	NA	5	6	1	23.9	18.61	5.29	42.9
1661	3903	2013\VM0564.xlsx	17	21	NA	NA	1	17	37.5	NA	NA	Issie	NA	23	88.9	53.5	35.4	NA	14	11	3	25.31	11.47	13.84	62.2
1662	3905	2013\VM0566.xlsx	11	8	NA	NA	0.3	16.8	30.9	NA	NA	Issie	NA	13	88.4	47.4	41	NA	5	7	2	20.97	11.4	9.57	72.2
1663	3907	2013\VM0568.xlsx	NA	NA	NA	NA	NA	NA	NA	NA	NA	Issie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	3908	2013\VM0569.xlsx	19	28	NA	NA	0	5.4	11.5	NA	NA	Issie	NA	26	86.3	16.9	69.4	NA	19	13	6	8	3.75	4.25	56.5
1665	3909	2013\VM0570.xlsx	0	16	NA	NA	0	0	11.1	NA	NA	Issie	NA	0	74.9	11.1	63.8	NA	13	0	13	8.89	0	8.89	0
1666	3913	2013\VM0574.xlsx	16	13	NA	NA	1.3	43.7	29.2	NA	NA	Issie	NA	15	86.1	71.6	14.5	NA	9	11	2	20.35	30.45	10.1	53.6
1667	3914	2013\VM0575.xlsx	3	15	NA	NA	0	1.1	24.4	NA	NA	Issie	NA	4	88.7	25.5	63.2	NA	10	2	8	16.51	0.74	15.77	23.5
1668	3915	2013\VM0576.xlsx	0	8	NA	NA	0	0	36.4	NA	NA	Issie	NA	0	87.8	36.4	51.4	NA	5	0	5	24.87	0	24.87	0
1669	3919	2013\VM0580.xlsx	17	10	NA	NA	0	5.9	27.5	NA	NA	Issie	NA	17	86.7	33.4	53.3	NA	7	12	5	19.03	4.08	14.95	65.4
1670	3920	2013\VM0581.xlsx	0	13	NA	NA	0	0	35.3	NA	NA	Issie	NA	0	83.3	35.3	48	NA	9	0	9	25.43	0	25.43	0
1671	3921	2013\VM0582.xlsx	2	14	NA	NA	0	1.1	39.4	NA	NA	Issie	NA	4	86.4	40.5	45.9	NA	10	1	9	27.36	0.76	26.6	26.7
1672	3922	2013\VM0583.xlsx	9	9	NA	NA	0.1	1.9	22.8	NA	NA	Issie	NA	9	88	24.6	63.4	NA	6	6	0	15.55	1.3	14.25	52.9
1673	3923	2013\VM0584.xlsx	8	10	NA	NA	0	13.1	23.2	NA	NA	Issie	NA	14	89	36.3	52.7	NA	7	5	2	15.64	8.83	6.81	82.4
1674	3925	2013\VM0586.xlsx	14	16	NA	NA	0.1	9.6	45.6	NA	NA	Issie	NA	20	88.8	55.1	33.7	NA	11	9	2	30.81	6.49	24.32	69
1675	3927	2013\VM0588.xlsx	11	14	NA	NA	0.1	1.7	2.9	NA	NA	Issie	NA	18	89.1	4.5	84.6	NA	9	7	2	1.95	1.14	0.81	75
1676	3929	2013\VM0591.xlsx	16	38	NA	NA	0.8	4.3	13	NA	NA	Issie	NA	21	75.80000305	16.5	59.3	NA	30	13	17	10.29	3.4	6.89	39.6
1677	3931	2013\VM0593.xlsx	4	22	NA	NA	0	1.4	5.8	NA	NA	Issie	NA	5	87	7.2	79.8	NA	15	3	12	4	0.97	3.03	20
1678	3932	2013\VM0590.xlsx	9	7	NA	NA	0.1	32.3	49	NA	NA	Issie	NA	11	88.6	81.2	7.4	NA	5	6	1	33.18	21.87	11.31	73.3
1679	3933	2013\VM0594.xlsx	13	20	NA	NA	0	2.1	6.7	NA	NA	Issie	NA	15	89.3	8.8	80.5	NA	13	9	4	4.5	1.41	3.09	46.9
1680	3934	2013\VM0595.xlsx	23	12	NA	NA	0	3.4	2.2	NA	NA	Issie	NA	12	87.4	5.6	81.8	NA	8	16	8	1.51	2.33	0.82	35.3
1681	3937	2013\VM0598.xlsx	10	12	NA	NA	0.1	15.9	19.6	NA	NA	Issie	NA	12	84.8	35.4	49.4	NA	8	7	1	13.87	11.25	2.62	57.1
1682	3939	2013\VM0600.xlsx	17	10	NA	NA	0	24.4	35.1	NA	NA	Issie	NA	14	78.70000305	59.5	19.2	NA	8	13	5	26.76	18.6	8.16	53.8
1683	3942	2013\VM0603.xlsx	9	37	NA	NA	1.1	6.3	19.2	NA	NA	Issie	NA	18	84.9	24.4	60.5	NA	26	6	20	13.57	4.45	9.12	40
1684	3943	2013\VM0604.xlsx	10	14	NA	NA	0	4.6	39.6	NA	NA	Issie	NA	16	85	44.2	40.8	NA	10	7	3	27.95	3.25	24.7	69.6
1685	3944	2013\VM0605.xlsx	31	18	NA	NA	0.6	16.7	33.1	NA	NA	Issie	NA	31	88.9	49.2	39.7	NA	12	21	9	22.34	11.27	11.07	64.6
1686	3946	2013\VM0607.xlsx	0	22	NA	NA	0	0	13.5	NA	NA	Issie	NA	0	87.7	13.5	74.2	NA	15	0	15	9.24	0	9.24	0
1687	3947	2013\VM0608.xlsx	7	13	NA	NA	0	8	17.1	NA	NA	Issie	NA	13	86.8	25.1	61.7	NA	9	5	4	11.82	5.53	6.29	68.4
1688	3949	2013\VM0610.xlsx	5	10	NA	NA	0.2	0.7	57.5	NA	NA	Issie	NA	5	89.1	58	31.1	NA	7	3	4	38.72	0.47	38.25	35.7
1689	3952	2013\VM0613.xlsx	1	11	NA	NA	0	0.5	1.5	NA	NA	Issie	NA	1	84.5	2	82.5	NA	8	1	7	1.07	0.36	0.71	9.1
1690	3954	2013\VM0615.xlsx	22	30	NA	NA	0.4	6.4	19.5	NA	NA	Issie	NA	27	88.3	25.5	62.8	NA	20	15	5	13.25	4.35	8.9	52.9
1691	3956	2013\VM0617.xlsx	19	26	NA	NA	0	3.1	7.1	NA	NA	Issie	NA	26	88.4	10.2	78.2	NA	18	13	5	4.82	2.1	2.72	59.1
1692	3959	2013\VM0620.xlsx	17	16	NA	NA	0.8	6.7	41.7	NA	NA	Issie	NA	16	89	47.6	41.4	NA	11	11	0	28.11	4.52	23.59	50
1693	3962	2013\VM0623.xlsx	13	22	NA	NA	0.2	4.9	20.5	NA	NA	Issie	NA	16	89.3	25.2	64.1	NA	15	9	6	13.77	3.29	10.48	47.1
1694	3963	2013\VM0624.xlsx	0	16	NA	NA	0	0	40.4	NA	NA	Issie	NA	0	79.1	40.4	38.7	NA	12	0	12	30.64	0	30.64	0
1695	3965	2013\VM0626.xlsx	6	15	NA	NA	0	0.7	22.8	NA	NA	Issie	NA	9	88.5	23.5	65	NA	10	4	6	15.46	0.47	14.99	45
1696	3966	2013\VM0627.xlsx	8	7	NA	NA	0.2	3.6	4.4	NA	NA	Issie	NA	12	83.4	7.8	75.6	NA	5	6	1	3.17	2.59	0.58	85.7
1697	3967	2013\VM0628.xlsx	10	9	NA	NA	0.7	3	62.6	NA	NA	Issie	NA	10	88.8	64.9	23.9	NA	6	7	1	42.3	2.03	40.27	55.6
1698	3968	2013\VM0629.xlsx	10	0	NA	NA	0	37.1	0	NA	NA	Issie	NA	0	87.1	37.1	50	NA	0	7	7	0	25.56	25.56	0
1699	3971	2013\VM0632.xlsx	0	17	NA	NA	0	0	27.9	NA	NA	Issie	NA	0	90	27.9	62.1	NA	11	0	11	18.6	0	18.6	0
1700	3974	2013\VM0635.xlsx	11	12	NA	NA	0.4	26	15	NA	NA	Issie	NA	15	88.9	40.6	48.3	NA	8	7	1	10.12	17.55	7.43	68.2
1701	3975	2013\VM0228.xlsx	0	17	NA	NA	0	0	59.2	NA	NA	Issie	NA	0	89.30000153	59.2	30.1	NA	11	0	11	39.78	0	39.78	0
1702	3976	2013\VM0452.xlsx	0	10	NA	NA	0	0	68.2	NA	NA	Issie	NA	0	80.7	68.2	12.5	NA	7	0	7	50.71	0	50.71	0
1703	3987	2014\VN0009.xlsx	15	7	NA	NA	3.1	24.5	58.6	NA	NA	Issie	NA	13	87.2	80	7.2	NA	5	10	5	40.32	16.86	23.46	61.9
1704	3989	2014\VN0012.xlsx	4	12	NA	NA	0.1	0.3	52.8	NA	NA	Issie	NA	6	86.3	53	33.3	NA	8	3	5	36.71	0.21	36.5	40
1705	4001	2014\VN0022.xlsx	18	19	NA	NA	0.4	7.6	52.9	NA	NA	Issie	NA	23	84.2	60.1	24.1	NA	14	13	1	37.7	5.42	32.28	63.9
1706	4005	2014\VN0024.xlsx	4	18	NA	NA	0	0.7	48	NA	NA	Issie	NA	8	89.3	48.7	40.6	NA	12	3	9	32.25	0.47	31.78	38.1
1707	4010	2014\VN0029.xlsx	12	8	NA	NA	2.1	22.9	46.9	NA	NA	Issie	NA	14	88.5	67.7	20.8	NA	5	8	3	31.8	15.53	16.27	73.7
1708	4013	2014\VN0028.xlsx	9	11	NA	NA	0	18.5	38.5	NA	NA	Issie	NA	15	87.5	57	30.5	NA	8	6	2	26.4	12.69	13.71	78.9
1709	4033	2014\VN0053.xlsx	13	14	NA	NA	0.3	14.5	32.2	NA	NA	Issie	NA	14	66.70000305	46.4	20.3	NA	13	12	1	28.97	13.04	15.93	53.8
1710	4034	2014\VN0055.xlsx	0	12	NA	NA	0	0	14.6	NA	NA	Issie	NA	0	72.00000153	14.6	57.4	NA	10	0	10	12.17	0	12.17	0
1711	4037	2014\VN0058.xlsx	12	6	NA	NA	0.3	12.8	43.1	NA	NA	Issie	NA	11	86.5	55.6	30.9	NA	4	8	4	29.9	8.88	21.02	64.7
1712	4045	2014\VN0068.xlsx	16	14	NA	NA	0.1	32.5	41.2	NA	NA	Issie	NA	19	87.9	73.6	14.3	NA	10	11	1	28.12	22.18	5.94	65.5
1713	4046	2014\VN0069.xlsx	15	12	NA	NA	0.8	23.2	44.3	NA	NA	Issie	NA	17	88	66.7	21.3	NA	8	10	2	30.2	15.82	14.38	65.4
1714	4054	2014\VN0074.xlsx	11	41	NA	NA	0.6	4.6	48.9	NA	NA	Issie	NA	20	87.7	52.9	34.8	NA	28	8	20	33.45	3.15	30.3	39.2
1715	4062	2014\VN0084.xlsx	27	14	NA	NA	1.2	11.1	11.9	NA	NA	Issie	NA	21	82.2	21.8	60.4	NA	10	20	10	8.69	8.1	0.59	52.5
1716	4064	2014\VN0086.xlsx	33	18	NA	NA	2.6	10.7	29.1	NA	NA	Issie	NA	28	87.5	37.2	50.3	NA	12	23	11	19.95	7.34	12.61	56
1717	4071	2014\VN0095.xlsx	13	26	NA	NA	2.6	17.9	43.8	NA	NA	Issie	NA	24	87.4	59.1	28.3	NA	18	9	9	30.07	12.29	17.78	63.2
1718	4075	2014\VN0099.xlsx	18	14	NA	NA	5.2	17.8	54.9	NA	NA	Issie	NA	18	86.8	67.5	19.3	NA	10	12	2	37.95	12.3	25.65	58.1
1719	4089	2014\VN0102.xlsx	28	14	NA	NA	0.4	19.1	30.7	NA	NA	Issie	NA	17	86.8	49.4	37.4	NA	10	19	9	21.22	13.2	8.02	41.5
1720	4090	2014\VN0103.xlsx	10	14	NA	NA	0	16.2	26.1	NA	NA	Issie	NA	9	87.2	42.3	44.9	NA	10	7	3	17.96	11.15	6.81	39.1
1721	4093	2014\VN0105.xlsx	1	9	NA	NA	0.2	0.9	78.8	NA	NA	Issie	NA	1	88	79.5	8.5	NA	6	1	5	53.73	0.61	53.12	11.1
1722	4096	2014\VN0109.xlsx	6	6	NA	NA	1	1	84	NA	NA	Issie	NA	4	89.4	84	5.4	NA	4	4	0	56.38	0.67	55.71	36.4
1723	4107	2014\VN0120.xlsx	19	16	NA	NA	1.4	20.6	37.6	NA	NA	Issie	NA	21	88.1	56.8	31.3	NA	11	13	2	25.61	14.03	11.58	61.8
1724	4111	2014\VN0124.xlsx	13	26	NA	NA	0.4	3	49.9	NA	NA	Issie	NA	19	85.8	52.5	33.3	NA	18	9	9	34.9	2.1	32.8	50
1725	4113	2014\VN0126.xlsx	2	5	NA	NA	0	9.2	38.8	NA	NA	Issie	NA	4	87.1	48	39.1	NA	3	1	2	26.73	6.34	20.39	66.7
1726	4116	2014\VN0129.xlsx	12	19	NA	NA	0.1	19.3	37.9	NA	NA	Issie	NA	20	87.3	57.1	30.2	NA	13	8	5	26.05	13.26	12.79	66.7
1727	4119	2014\VN0132.xlsx	6	10	NA	NA	0.5	41.4	29.3	NA	NA	Issie	NA	10	82.2	70.2	12	NA	7	4	3	21.39	30.22	8.83	66.7
1728	4122	2014\VN0135.xlsx	10	15	NA	NA	0.1	18.2	44.8	NA	NA	Issie	NA	17	88.7	62.9	25.8	NA	10	7	3	30.3	12.31	17.99	70.8
1729	4125	2014\VN0138.xlsx	4	15	NA	NA	0	9.3	19.2	NA	NA	Issie	NA	8	76.60000153	28.5	48.1	NA	12	3	9	15.04	7.28	7.76	44.4
1730	4129	2014\VN0141.xlsx	15	7	NA	NA	0.4	20.2	45.3	NA	NA	Issie	NA	14	87.7	65.1	22.6	NA	5	10	5	30.99	13.82	17.17	66.7
1731	4135	2014\VN0148.xlsx	20	14	NA	NA	0.4	39.8	33.6	NA	NA	Issie	NA	27	89.2	73	16.2	NA	9	13	4	22.6	26.77	4.17	81.8
1732	4137	2014\VN0156.xlsx	19	15	NA	NA	0.3	11.6	26.5	NA	NA	Issie	NA	25	89.1	37.8	51.3	NA	10	13	3	17.85	7.81	10.04	75.8
1733	4138	2014\VN0157.xlsx	30	20	NA	NA	0.3	22.5	25.4	NA	NA	Issie	NA	27	88.2	47.6	40.6	NA	14	20	6	17.28	15.31	1.97	55.1
1734	4139	2014\VN0158.xlsx	33	31	NA	NA	0.1	11.7	24.7	NA	NA	Issie	NA	36	88.2	36.3	51.9	NA	21	22	1	16.8	7.96	8.84	57.1
1735	4141	2014\VN0160.xlsx	20	10	NA	NA	1.2	28.2	29.5	NA	NA	Issie	NA	16	85.9	56.5	29.4	NA	7	14	7	20.61	19.7	0.91	55.2
1736	4142	2014\VN0161.xlsx	9	17	NA	NA	1	12.4	42.7	NA	NA	Issie	NA	16	87.4	54.1	33.3	NA	12	6	6	29.31	8.51	20.8	64
1737	4143	2014\VN0150.xlsx	1	14	NA	NA	0	0.2	40.6	NA	NA	Issie	NA	2	85.2	40.8	44.4	NA	10	1	9	28.59	0.14	28.45	14.3
1738	4144	2014\VN0151.xlsx	44	13	NA	NA	0	5.8	5.7	NA	NA	Issie	NA	22	87.9	11.5	76.4	NA	9	30	21	3.89	3.96	0.07	39.3
1739	4145	2014\VN0153.xlsx	1	40	NA	NA	0	0.5	31.6	NA	NA	Issie	NA	2	87.7	32.1	55.6	NA	27	1	26	21.62	0.34	21.28	5
1740	4148	2014\VN0162.xlsx	5	24	NA	NA	0	2.6	37.5	NA	NA	Issie	NA	10	84.9	40.1	44.8	NA	17	4	13	26.5	1.84	24.66	35.7
1741	4152	2014\VN0166.xlsx	23	20	NA	NA	0.4	17	35.2	NA	NA	Issie	NA	33	88.4	51.8	36.6	NA	14	16	2	23.89	11.54	12.35	78.6
1742	4153	2014\VN0167.xlsx	17	23	NA	NA	3.1	30.6	54.6	NA	NA	Issie	NA	22	90	82.1	7.9	NA	15	11	4	36.4	20.4	16	56.4
1743	4154	2014\VN0168.xlsx	11	10	NA	NA	0	3.5	17.1	NA	NA	Issie	NA	16	73.3	20.6	52.7	NA	8	9	1	14	2.86	11.14	80
1744	4156	2014\VN0170.xlsx	17	28	NA	NA	0.1	12.6	16.4	NA	NA	Issie	NA	21	89.4	28.9	60.5	NA	19	11	8	11.01	8.46	2.55	47.7
1745	4159	2014\VN0173.xlsx	25	22	NA	NA	1.5	5.2	40.8	NA	NA	Issie	NA	31	88.5	44.5	44	NA	15	17	2	27.66	3.53	24.13	67.4
1746	4162	2014\VN0175.xlsx	17	6	NA	NA	3.4	7.3	80.1	NA	NA	Issie	NA	10	89	84	5	NA	4	11	7	54	4.92	49.08	45.5
1747	4166	2014\VN0179.xlsx	7	6	NA	NA	0	53.3	34.1	NA	NA	Issie	NA	9	90	87.4	2.6	NA	4	5	1	22.73	35.53	12.8	75
1748	4167	2014\VN0180.xlsx	21	17	NA	NA	1.1	12.7	46.3	NA	NA	Issie	NA	23	80.79999847	57.9	22.9	NA	13	16	3	34.38	9.43	24.95	62.2
1749	4168	2014\VN0181.xlsx	16	15	NA	NA	0.1	29	37.1	NA	NA	Issie	NA	21	90	66	24	NA	10	11	1	24.73	19.33	5.4	70
1750	4173	2014\VN0186.xlsx	14	20	NA	NA	0	1.8	11.5	NA	NA	Issie	NA	20	86.9	13.3	73.6	NA	14	10	4	7.94	1.24	6.7	60.6
