"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","AlternationValue","SynchronyFeedValue","PropSynchroFemaleStart","DVDInfoChickNb","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","MeanAsim","Adev","MeanSsim","Sdev","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge"
4173,"1678",20,14,86.9,14,10,4,24,60.6,15.2,60,2,"Age10",11.4,34,"2014",38,"4872","5675",3,4,3.5,7,TRUE,TRUE,FALSE,10,TRUE,TRUE,FALSE,"56754872",7,"567548722014",2,26.3500003814697,25.1000003814697,18.8499994277954,1.76776695296637,0.777817729045083,FALSE,55.5757575757576,5.02424242424243,10.3333333333333,4.86666666666667,2.73684210526316,0.263157894736842,1,4,2.64705882352941,1.35294117647059,1,4
4178,"1670",19,40,88.6,13,27,14,40,41.4,13.8,50,3,"Age10",0.72,59,"2014",38,"4663","5424",3,5,4,4,TRUE,TRUE,FALSE,10,TRUE,TRUE,FALSE,"54244663",3,"542446632014",3,25.0999997456868,22.2999992370605,18.2999998728434,2.45764151801177,0.458257236522034,FALSE,42.1379310344828,-0.737931034482763,15.551724137931,-1.75172413793103,3,0,2,4,3.61111111111111,1.38888888888889,1,5
4179,"1671",31,29,89.5,21,19,2,40,71.2,32.2,36.8,3,"Age10",0.72,60,"2014",38,"6384","6509",2,2,2,3,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"65096384",3,"650963842014",3,21.3666667938232,17.5,16.9666665395101,3.36204315636822,0.945163501945974,FALSE,47.1525423728814,24.0474576271186,20.2881355932203,11.9118644067797,1.5,0.5,1,2,2,0,1,3
4185,"1682",16,16,90,11,11,0,22,90.3,9.7,33.3,2,"Age06",3.45,32,"2014",43,"4975","7267",1,4,2.5,2,FALSE,FALSE,TRUE,8,TRUE,TRUE,FALSE,"72674975",1,"726749752014",2,24.3000001907349,20.7000007629395,18.621000289917,5.09116801532364,0.677408425851783,FALSE,72.5806451612903,17.7193548387097,11.3548387096774,-1.65483870967742,1.3,-0.3,1,2,2.9,1.1,2,4
4186,"1672",38,14,86.9,26,10,16,36,31.4,7.8,75,3,"Age10",3.48,52,"2014",39,"5140","4895",4,3,3.5,10,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,"48955140",6,"489551402014",3,20.533332824707,19.8999996185303,17.9333330790202,0.550756962378237,0.351187897212132,FALSE,33.5686274509804,-2.1686274509804,11.5294117647059,-3.72941176470588,2.76923076923077,1.23076923076923,1,4,2.125,0.875,1,3
4191,"1687",21,25,88.6,14,17,3,31,57.8,11.1,40,3,"Age06",1.68,46,"2014",43,"6316","6344",2,2,2,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"63446316",2,"634463162014",3,20.8333333333333,16.8999996185303,18.3333326975505,3.4775473134058,1.00166529278233,FALSE,55.0222222222222,2.77777777777778,13.5111111111111,-2.41111111111111,1.8,0.2,1,2,2.14285714285714,-0.142857142857143,1,3
4192,"1688",12,8,88.2,8,5,3,13,63.2,5.3,100,2,"Age06",5.7,20,"2014",43,"5625","5195",3,3,3,5,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"51955625",5,"519556252014",1,15.8499994277954,10.8999996185303,16.8499999046326,7.00035686400694,2.33345251278555,FALSE,57.578947368421,5.62105263157896,5.89473684210526,-0.594736842105263,2.4,0.6,1,4,2.4,0.6,1,4
4193,"1676",19,22,70.0999984741211,16,19,3,35,42.5,15,83.3,2,"Age10",0.02,41,"2014",39,"6641","5031",4,2,3,5,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"50316641",1,"503166412014",2,27.3500003814697,26.7000007629395,18.9500007629395,0.919238276062818,0.353553390593274,FALSE,47.3,-4.8,14.15,0.85,3,1,2,4,2,0,2,2
4194,"1677",46,9,87.6,32,6,26,38,25.9,18.5,50,3,"Age10",0.03,55,"2014",39,"6451","5623",4,2,3,7,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"56236451",2,"562364512014",3,19.0833331743876,14.3000001907349,16.2000002861023,3.55293276358198,0.91651478520626,FALSE,30,-4.1,7.5,11,2.84615384615385,1.15384615384615,1,4,2,0,1,3
4198,"1707",22,47,88.9,15,32,17,47,52.9,13.2,33.3,4,"Age06",6.67,69,"2014",43,"6462","6648",2,2,2,3,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"66486462",3,"664864622014",4,24.3499999046326,23.1000003814697,18.2750000953674,1.09696549407291,0.602079649741621,TRUE,51.3529411764706,1.54705882352941,19.6176470588235,-6.41764705882353,2.16666666666667,-0.166666666666667,1,3,1.75,0.25,1,2
4200,"1685",45,15,86.7,31,10,21,41,35.6,16.9,40,3,"Age10",3.9,60,"2014",40,"4723","6461",2,5,3.5,2,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"64614723",1,"646147232014",3,20.2333335876465,18.7000007629395,16.8333333333333,2.2368123338607,0.665833155600651,FALSE,25.3220338983051,10.2779661016949,9.91525423728813,6.98474576271186,2,0,1,3,3.375,1.625,1,6
4204,"1679",21,22,78.4,16,17,1,33,69,23.8,50,2,"Age10",0.73,43,"2014",40,"6543","5222",3,2,2.5,4,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"52226543",2,"522265432014",2,25.8500003814697,25.5,18.4499998092651,0.494975286310277,0.212132843575471,TRUE,52.6190476190476,16.3809523809524,13.6666666666667,10.1333333333333,2.5,0.5,2,3,1.5,0.5,1,2
4206,"1693",12,14,85.7,8,10,2,18,56,12,66.7,5,"Age06",13.78,26,"2014",44,"6370","5311",3,2,2.5,4,TRUE,NA,NA,3,TRUE,FALSE,FALSE,"53116370",3,"531163702014",3,24.2000001271566,22.6000003814697,17.6666666666667,1.96977113430305,1.41892039526344,TRUE,43.84,12.16,7.32,4.68,2.33333333333333,0.666666666666667,2,3,1.75,0.25,1,3
4207,"1691",7,3,33.5999992370605,13,5,8,18,66.7,11.1,0,3,"Age06",14.1,10,"2014",44,"6871","6816",1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,"68166871",1,"681668712014",3,25.2999998728434,23.7999992370605,18.4666665395101,1.37477316632618,0.907376850274121,FALSE,66.6666666666667,0.0333333333333456,4.55555555555556,6.54444444444444,1,0,1,1,1,0,1,1
4209,"1689",12,6,77.1,9,5,4,14,70.6,5.9,100,5,"Age06",12.32,18,"2014",44,"7040","6833",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"68337040",1,"683370402014",3,23.0666669209798,19.2000007629395,17.7666664123535,3.46746733173587,0.635085516350223,TRUE,69.6470588235294,0.952941176470574,11.1176470588235,-5.21764705882353,1,0,1,1,1.33333333333333,-0.333333333333333,1,2
4220,"1697",15,21,90,10,14,4,24,74.3,5.7,50,4,"Age06",2.73,36,"2014",46,"4967","5461",3,4,3.5,7,TRUE,TRUE,FALSE,11,TRUE,TRUE,FALSE,"54614967",5,"546149672014",4,24.7750000953674,21.2999992370605,18.4749999046326,3.06526267593361,0.556027068424283,TRUE,59.0285714285714,15.2714285714286,10.1428571428571,-4.44285714285714,2.375,0.625,2,3,2.77777777777778,1.22222222222222,1,5
4224,"1682",42,17,80.5,31,13,18,44,48.3,29.3,41.2,2,"Age10",11.97,59,"2014",43,"4975","7267",1,4,2.5,2,FALSE,FALSE,TRUE,8,TRUE,TRUE,FALSE,"72674975",1,"726749752014",2,24.3000001907349,20.7000007629395,18.621000289917,5.09116801532364,0.677408425851783,FALSE,32.8965517241379,15.4034482758621,15.051724137931,14.248275862069,1.3,-0.3,1,2,2.9,1.1,2,4
4225,"1701",5,7,80.9,4,5,1,9,72.7,9.1,100,2,"Age06",5.98,12,"2014",47,"7641","7071",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"70717641",1,"707176412014",1,28.5500001907349,27,19.2999992370605,NA,NA,TRUE,74.7272727272727,-2.02727272727273,3.90909090909091,5.19090909090909,1,0,1,1,1.5,-0.5,1,2
4226,"1687",29,13,88.7,20,9,11,29,51.2,19.5,75,3,"Age10",2.15,42,"2014",43,"6316","6344",2,2,2,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"63446316",2,"634463162014",3,20.8333333333333,16.8999996185303,18.3333326975505,3.4775473134058,1.00166529278233,FALSE,44.4878048780488,6.71219512195123,12.4146341463415,7.08536585365854,1.8,0.2,1,2,2.14285714285714,-0.142857142857143,1,3
4227,"1688",21,12,84.9,15,8,7,23,46.9,15.6,60,2,"Age10",2.2,33,"2014",43,"5625","5195",3,3,3,5,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"51955625",5,"519556252014",1,15.8499994277954,10.8999996185303,16.8499999046326,7.00035686400694,2.33345251278555,FALSE,38,8.9,7.71875,7.88125,2.4,0.6,1,4,2.4,0.6,1,4
4231,"1707",50,47,84.9,35,33,2,68,50,34.4,45.5,4,"Age10",5.95,97,"2014",43,"6462","6648",2,2,2,3,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"66486462",3,"664864622014",4,24.3499999046326,23.1000003814697,18.2750000953674,1.09696549407291,0.602079649741621,TRUE,43.4375,6.5625,26.8020833333333,7.59791666666667,2.16666666666667,-0.166666666666667,1,3,1.75,0.25,1,2
4236,"1702",18,15,85.5,13,11,2,24,68.8,15.6,40,3,"Age06",13.08,33,"2014",48,"5589","5616",3,3,3,7,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,"56165589",7,"561655892014",3,24.0333337783813,20.7999992370605,18.7333335876465,2.73008018366601,1.25033302448559,FALSE,54.0625,14.7375,9.6875,5.9125,1.81818181818182,1.18181818181818,1,3,1.91666666666667,1.08333333333333,1,3
4240,"1693",52,57,86.9,36,39,3,75,51.9,29.6,46.9,4,"Age10",0.18,109,"2014",44,"6370","5311",3,2,2.5,4,TRUE,NA,NA,3,TRUE,FALSE,FALSE,"53116370",3,"531163702014",3,24.2000001271566,22.6000003814697,17.6666666666667,1.96977113430305,1.41892039526344,TRUE,52.537037037037,-0.63703703703704,30.4907407407407,-0.890740740740739,2.33333333333333,0.666666666666667,2,3,1.75,0.25,1,3
4241,"1691",58,21,85.1,41,15,26,56,50,19.2,60,3,"Age10",0.18,79,"2014",44,"6871","6816",1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,"68166871",1,"681668712014",3,25.2999998728434,23.7999992370605,18.4666665395101,1.37477316632618,0.907376850274121,FALSE,45.025641025641,4.97435897435897,17.6794871794872,1.52051282051282,1,0,1,1,1,0,1,1
4242,"1689",16,15,86.6,11,10,1,21,83.3,10,0,3,"Age10",0.3,31,"2014",44,"7040","6833",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"68337040",1,"683370402014",3,23.0666669209798,19.2000007629395,17.7666664123535,3.46746733173587,0.635085516350223,TRUE,70.0666666666667,13.2333333333333,9,1,1,0,1,1,1.33333333333333,-0.333333333333333,1,2
4244,"1703",16,16,84.3,11,11,0,22,77.4,9.7,66.7,1,"Age06",3.12,32,"2014",49,"6930","7203",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"72036930",1,"720369302014",1,26,26,18.5,NA,NA,FALSE,61.8709677419355,15.5290322580645,10.3548387096774,-0.654838709677421,1,0,1,1,1,0,1,1
4255,"1702",32,14,88.8,22,9,13,31,48.9,22.2,50,3,"Age10",13.85,46,"2014",48,"5589","5616",3,3,3,7,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,"56165589",7,"561655892014",3,24.0333337783813,20.7999992370605,18.7333335876465,2.73008018366601,1.25033302448559,FALSE,46,2.9,13.7777777777778,8.42222222222222,1.81818181818182,1.18181818181818,1,3,1.91666666666667,1.08333333333333,1,3
4256,"1705",11,14,88.6,7,9,2,16,66.7,4.2,0,2,"Age10",3.72,25,"2014",48,"6638","5449",3,2,2.5,8,TRUE,FALSE,FALSE,6,TRUE,FALSE,FALSE,"54496638",6,"544966382014",2,21.5499992370605,21.2999992370605,18.1000003814697,0.353553390593274,0.565684885469544,FALSE,69,-2.3,7.16666666666667,-2.96666666666667,1.84615384615385,1.15384615384615,1,3,1.375,0.625,1,2
4259,"1703",10,16,87.1,7,11,4,18,56,8,50,1,"Age10",4.7,26,"2014",49,"6930","7203",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"72036930",1,"720369302014",1,26,26,18.5,NA,NA,FALSE,44.4,11.6,7.72,0.28,1,0,1,1,1,0,1,1
4262,"1720",11,18,87.3,8,12,4,20,42.9,10.7,33.3,3,"Age06",4.67,29,"2014",53,"6290","7268",1,2,1.5,1,FALSE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"72686290",1,"726862902014",3,25.2666664123535,21.3999996185303,18.4166666666667,2.70246822426718,1.33166569053685,TRUE,43.5714285714286,-0.671428571428571,11.9642857142857,-1.26428571428571,1,0,1,1,1.92307692307692,0.0769230769230769,1,3
4272,"1719",20,17,87.8,14,12,2,26,66.7,16.7,33.3,4,"Age06",6.08,37,"2014",55,"6321","5517",3,2,2.5,7,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"55176321",4,"551763212014",4,21.9499998092651,17.2000007629395,18.1500000953674,3.18381263226984,0.58023024494267,TRUE,57.7222222222222,8.97777777777778,14.5555555555556,2.14444444444444,2.23076923076923,0.769230769230769,1,3,1.6,0.4,1,2
4273,"1712",47,14,86,33,10,23,43,33.3,6.7,50,4,"Age10",6.03,61,"2014",51,"6649","6923",1,2,1.5,2,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"69236649",2,"692366492014",4,26.4250001907349,25.5,18.5749998092651,0.644851473087392,0.5909037690717,FALSE,32.8333333333333,0.466666666666669,10.95,-4.25,1.33333333333333,-0.333333333333333,1,2,1.6,0.4,1,2
4279,"1713",22,14,59.1000015258789,22,14,8,36,45.7,20,57.1,5,"Age10",2.98,36,"2014",51,"7649","6786",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"67867649",1,"678676492014",5,20.8999996185303,18,18.0800003051758,1.791646988635,0.816701109283291,FALSE,49.8285714285714,-4.12857142857143,17.1142857142857,2.88571428571429,1.57142857142857,-0.571428571428571,1,2,1,0,1,1
4281,"1714",28,10,85,20,7,13,27,43.2,10.8,25,2,"Age10",4.28,38,"2014",51,"4854","4929",4,4,4,6,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"49294854",5,"492948542014",2,25.6999998092651,24.1000003814697,18.5999994277954,2.26274089057745,0.282842442734738,FALSE,35.6216216216216,7.57837837837838,8.54054054054054,2.25945945945946,3.57142857142857,0.428571428571428,1,5,3,1,1,5
4290,"1720",11,16,64.6,10,15,5,25,57.7,19.2,60,3,"Age10",6.07,27,"2014",53,"6290","7268",1,2,1.5,1,FALSE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"72686290",1,"726862902014",3,25.2666664123535,21.3999996185303,18.4166666666667,2.70246822426718,1.33166569053685,TRUE,49.4615384615385,8.23846153846154,13.2307692307692,5.96923076923077,1,0,1,1,1.92307692307692,0.0769230769230769,1,3
4292,"1727",12,8,88.1,8,5,3,13,63.2,0,NA,3,"Age06",2.33,20,"2014",57,"5294","4943",4,3,3.5,10,TRUE,FALSE,FALSE,10,TRUE,FALSE,TRUE,"49435294",10,"494352942014",3,24.2666670481364,23.1000003814697,18.2666664123535,1.06926778702174,0.450925708457992,FALSE,62.4210526315789,0.778947368421058,8.47368421052632,-8.47368421052632,3.4,0.6,2,5,2.07142857142857,0.928571428571428,1,3
4294,"1730",19,30,88.8,13,20,7,33,72.9,8.3,50,4,"Age06",2.5,49,"2014",57,"6323","6533",2,2,2,2,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"65336323",1,"653363232014",4,21.1624999046326,11.8999996185303,17.3499999046326,6.09644727172761,1.60312176382481,TRUE,61.4166666666667,11.4833333333333,14.1041666666667,-5.80416666666667,2,0,2,2,2,0,2,2
4303,"1719",33,16,74.5999984741211,27,13,14,40,58.3,18.8,44.4,4,"Age10",5.37,49,"2014",55,"6321","5517",3,2,2.5,7,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"55176321",4,"551763212014",4,21.9499998092651,17.2000007629395,18.1500000953674,3.18381263226984,0.58023024494267,TRUE,55.7083333333333,2.59166666666666,13.75,5.05,2.23076923076923,0.769230769230769,1,3,1.6,0.4,1,2
4314,"1734",19,21,90,13,14,1,27,69.2,17.9,57.1,4,"Age06",0.8,40,"2014",61,"6767","4900",4,1,2.5,8,FALSE,TRUE,FALSE,2,FALSE,NA,NA,"49006767",2,"490067672014",4,21.0999999046326,18.5,17.25,1.8036999434278,0.918332070167116,TRUE,66.6666666666667,2.53333333333333,11.1538461538462,6.74615384615385,2.93333333333333,1.06666666666667,1,5,1,0,1,1
4315,"1727",38,24,88.4,26,16,10,42,54.1,16.4,50,3,"Age10",2.37,62,"2014",57,"5294","4943",4,3,3.5,10,TRUE,FALSE,FALSE,10,TRUE,FALSE,TRUE,"49435294",10,"494352942014",3,24.2666670481364,23.1000003814697,18.2666664123535,1.06926778702174,0.450925708457992,FALSE,52.0983606557377,2.00163934426229,16.7049180327869,-0.304918032786887,3.4,0.6,2,5,2.07142857142857,0.928571428571428,1,3
4327,"1735",14,25,87.1,10,17,7,27,44.7,5.3,100,3,"Age06",4.3,39,"2014",63,"6888","4722",5,1,3,10,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"47226888",1,"472268882014",3,23.0666669209798,22.2000007629395,18.5333334604899,1.33166569053677,0.208167394039213,TRUE,50.2631578947368,-5.56315789473684,9.18421052631579,-3.88421052631579,3.05263157894737,1.94736842105263,1,5,1,0,1,1
4340,"1736",16,8,87.9,11,5,6,16,43.5,4.3,0,2,"Age06",3.67,24,"2014",64,"7133","6790",1,1,1,1,FALSE,FALSE,NA,1,FALSE,TRUE,TRUE,"67907133",1,"679071332014",2,22.75,20.8999996185303,18.8000001907349,2.61629562986985,0.565686234168745,FALSE,57.5652173913044,-14.0652173913044,5.78260869565217,-1.48260869565217,1,0,1,1,1,0,1,1
4341,"1737",36,12,88.8,24,8,16,32,42.6,17,62.5,3,"Age06",3.67,48,"2014",64,"5284","3764",7,3,5,16,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"37645284",8,"376452842014",3,22.8666667938232,22.1000003814697,19.1666666666667,0.709459682345147,0.416332650137142,FALSE,45.9574468085106,-3.35744680851064,10.5744680851064,6.42553191489362,5,2,2,7,2.25,0.75,1,4
4344,"1742",11,6,88.5,7,4,3,11,75,0,NA,1,"Age06",2.07,17,"2014",65,"4873","4960",4,4,4,16,TRUE,NA,NA,11,TRUE,NA,NA,"49604873",9,"496048732014",1,26.2999992370605,26.2999992370605,18.3999996185303,NA,NA,FALSE,73.25,1.75,2.75,-2.75,2.27777777777778,1.72222222222222,1,4,2,2,1,4
4347,"1734",42,24,90,28,16,12,44,55.4,21.5,42.9,4,"Age10",4.85,66,"2014",61,"6767","4900",4,1,2.5,8,FALSE,TRUE,FALSE,2,FALSE,NA,NA,"49006767",2,"490067672014",4,21.0999999046326,18.5,17.25,1.8036999434278,0.918332070167116,TRUE,49.5692307692308,5.83076923076923,19.4461538461538,2.05384615384615,2.93333333333333,1.06666666666667,1,5,1,0,1,1
4352,"1739",12,17,86.7,8,12,4,20,75,7.1,100,4,"Age06",0.35,29,"2014",65,"6250","6532",2,2,2,2,FALSE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"65326250",1,"653262502014",4,21.875,14.6000003814697,18.1374999284744,5.24753909608514,1.44999971609017,FALSE,61.2142857142857,13.7857142857143,8.14285714285714,-1.04285714285714,1.8,0.2,1,2,2.14285714285714,-0.142857142857143,1,3
4353,"1740",16,17,88.5,11,12,1,23,75,3.1,100,5,"Age06",0.35,33,"2014",65,"4576","4682",5,5,5,17,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"46824576",8,"468245762014",5,22.4799995422363,19.7999992370605,17.4599998474121,1.74269932311525,0.673052338740434,TRUE,72.75,2.25,9.125,-6.025,3.37931034482759,1.62068965517241,1,5,4,1,3,5
4355,"1759",10,10,88.6,7,7,0,14,78.9,0,NA,4,"Age06",1.27,20,"2014",66,"6643","6260",2,2,2,4,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"62606643",3,"626066432014",3,16.8999999364217,8.89999961853027,16.7166663805644,6.64931109309043,2.60832018457903,TRUE,63.4736842105263,15.4263157894737,4.78947368421053,-4.78947368421053,1.66666666666667,0.333333333333333,1,2,2.16666666666667,-0.166666666666667,1,3
4366,"1743",12,13,86.3,8,9,1,17,66.7,12.5,66.7,3,"Age06",6.92,25,"2014",66,"6907","7113",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"71136907",1,"711369072014",3,21.1333332061768,20.1000003814697,17.9000002543132,1.61967082301659,0.800000190735088,FALSE,67.9166666666667,-1.21666666666665,10.2916666666667,2.20833333333333,1,0,1,1,1,0,1,1
4367,"1761",17,33,86.4,12,23,11,35,61.2,18.4,55.6,4,"Age06",3.08,50,"2014",66,"6555","6492",2,2,2,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"64926555",2,"649265552014",4,21.1500000953674,20.1000003814697,18.6749997138977,1.45258334001202,0.275378538908331,TRUE,52.2448979591837,8.95510204081633,13.6938775510204,4.70612244897959,2,0,1,3,2,0,1,3
4371,"1735",13,13,87.3,9,9,0,18,64,8,50,3,"Age10",1.25,26,"2014",63,"6888","4722",5,1,3,10,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"47226888",1,"472268882014",3,23.0666669209798,22.2000007629395,18.5333334604899,1.33166569053677,0.208167394039213,TRUE,56.72,7.28,11.96,-3.96,3.05263157894737,1.94736842105263,1,5,1,0,1,1
4377,"1746",21,30,87.9,14,20,6,34,62,18,66.7,4,"Age06",4.6,51,"2014",68,"6845","6280",2,1,1.5,4,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"62806845",1,"628068452014",4,22.0999999046326,18.2000007629395,17.8499999046326,2.65455537242319,0.914694758574319,FALSE,64.88,-2.88,15.76,2.24,1.66666666666667,0.333333333333333,1,2,1.33333333333333,-0.333333333333333,1,2
4381,"1737",32,14,88.6,22,9,13,31,62.2,15.6,57.1,3,"Age10",3,46,"2014",64,"5284","3764",7,3,5,16,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"37645284",8,"376452842014",3,22.8666667938232,22.1000003814697,19.1666666666667,0.709459682345147,0.416332650137142,FALSE,57.4222222222222,4.77777777777779,13.4666666666667,2.13333333333333,5,2,2,7,2.25,0.75,1,4
4390,"1769",14,10,86.6,10,7,3,17,65.2,13,66.7,1,"Age06",3.93,24,"2014",69,"6458","6563",2,2,2,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"65636458",2,"656364582014",1,26.2000007629395,26.2000007629395,18.7000007629395,NA,NA,TRUE,55.1304347826087,10.0695652173913,6.56521739130435,6.43478260869565,2,0,2,2,2,0,2,2
4392,"1739",17,13,86.6,12,9,3,21,72.4,10.3,66.7,4,"Age10",0.5,30,"2014",65,"6250","6532",2,2,2,2,FALSE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"65326250",1,"653262502014",4,21.875,14.6000003814697,18.1374999284744,5.24753909608514,1.44999971609017,FALSE,61.3793103448276,11.0206896551724,8.55172413793103,1.74827586206897,1.8,0.2,1,2,2.14285714285714,-0.142857142857143,1,3
4393,"1740",18,2,86.5,12,1,11,13,21.1,5.3,0,5,"Age10",0.5,20,"2014",65,"4576","4682",5,5,5,17,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"46824576",8,"468245762014",5,22.4799995422363,19.7999992370605,17.4599998474121,1.74269932311525,0.673052338740434,TRUE,21.0526315789474,0.0473684210526351,2.78947368421053,2.51052631578947,3.37931034482759,1.62068965517241,1,5,4,1,3,5
4394,"1759",18,7,63.2999969482422,17,7,10,24,41.7,4.2,100,4,"Age10",5.67,25,"2014",66,"6643","6260",2,2,2,4,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"62606643",3,"626066432014",3,16.8999999364217,8.89999961853027,16.7166663805644,6.64931109309043,2.60832018457903,TRUE,38.0833333333333,3.61666666666667,8.45833333333333,-4.25833333333333,1.66666666666667,0.333333333333333,1,2,2.16666666666667,-0.166666666666667,1,3
4401,"1761",20,17,87.2,14,12,2,26,55.6,8.3,33.3,4,"Age10",1.95,37,"2014",66,"6555","6492",2,2,2,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"64926555",2,"649265552014",4,21.1500000953674,20.1000003814697,18.6749997138977,1.45258334001202,0.275378538908331,TRUE,57.2777777777778,-1.67777777777778,10.0555555555556,-1.75555555555555,2,0,1,3,2,0,1,3
4402,"1718",22,10,87.5,15,7,8,22,61.3,6.5,50,3,"Age10",1.93,32,"2014",66,"7034","6816",1,1,1,2,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"68167034",1,"681670342014",2,16.4249997138977,13.1999998092651,16.2750000953674,3.25269078884837,0.494973937611078,TRUE,59.0967741935484,2.20322580645161,7.7741935483871,-1.2741935483871,1,0,1,1,1,0,1,1
4406,"1743",14,18,86.1,10,13,3,23,64.5,22.6,42.9,3,"Age10",7.45,32,"2014",66,"6907","7113",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"71136907",1,"711369072014",3,21.1333332061768,20.1000003814697,17.9000002543132,1.61967082301659,0.800000190735088,FALSE,52.7741935483871,11.7258064516129,9.48387096774194,13.1161290322581,1,0,1,1,1,0,1,1
4416,"1758",9,18,89.1,6,12,6,18,53.8,3.8,0,3,"Age06",3.58,27,"2014",71,"6987","6386",2,1,1.5,3,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"63866987",1,"638669872014",2,24.8500003814697,24.5,18.8999996185303,0.494975286310277,0,FALSE,53.3076923076923,0.492307692307691,6.92307692307692,-3.12307692307692,1.8,0.2,1,2,1,0,1,1
4418,"1753",12,32,88.9,8,22,14,30,39.5,9.3,50,4,"Age06",3.83,44,"2014",72,"4872","5675",3,4,3.5,8,TRUE,FALSE,FALSE,11,TRUE,FALSE,FALSE,"56754872",8,"567548722014",4,24.6750001907349,23.6000003814697,18.5749998092651,0.77190212351411,0.275378827503737,TRUE,44.5116279069767,-5.01162790697674,9.62790697674419,-0.327906976744185,2.73684210526316,0.263157894736842,1,4,2.64705882352941,1.35294117647059,1,4
4423,"1772",33,40,89.1,22,27,5,49,65.3,23.6,52.9,5,"Age06",0.23,73,"2014",72,"6530","6817",1,2,1.5,2,TRUE,NA,NA,3,TRUE,FALSE,FALSE,"68176530",2,"681765302014",5,22.9000000953674,19.3999996185303,17.6800003051758,2.46711749347359,0.981495606609417,TRUE,64.8055555555556,0.49444444444444,21.5,2.1,1,0,1,1,2,0,2,2
